242.51	0.8888	0.0539	0.0009	14.6507	5.77E-03
267.36	0.8062	0.0546	0.0007	14.8383	7.53E-03
294.77	0.7312	0.0548	0.0003	14.9086	1.03E-02
300.73	0.7167	0.0553	0.0004	15.0258	1.09E-02
357.33	0.6032	0.0569	0.0016	15.4712	1.58E-02
429.83	0.5015	0.0587	0.0018	15.9634	1.97E-02
472.63	0.4561	0.0598	0.0011	16.2682	2.15E-02
503.65	0.428	0.0603	0.0004	16.3854	2.52E-02
569.19	0.3787	0.0617	0.0015	16.7839	4.24E-02
672.48	0.3205	0.0654	0.0036	17.7684	7.90E-02
706.69	0.305	0.0661	0.0008	17.9794	9.52E-02
765.8	0.2815	0.0692	0.0031	18.8233	1.45E-01
827.32	0.2605	0.0723	0.0031	19.6671	2.30E-01
877.58	0.2456	0.0764	0.0041	20.7689	3.22E-01
953.06	0.2262	0.0841	0.0077	22.8551	5.19E-01
997.05	0.2162	0.0899	0.0059	24.4491	6.50E-01
1045.69	0.2061	0.0971	0.0072	26.3947	7.90E-01
1094.49	0.1969	0.106	0.0089	28.8092	9.21E-01
1147.46	0.1878	0.1156	0.0097	31.4346	1.04E+00
1203.32	0.1791	0.1261	0.0105	34.2944	1.15E+00
1254.69	0.1718	0.1349	0.0088	36.6854	1.22E+00
1303.49	0.1654	0.143	0.0081	38.8889	1.27E+00
1350.21	0.1596	0.1504	0.0073	40.8814	1.32E+00
1397.24	0.1543	0.1583	0.0079	43.038	1.36E+00
1437.54	0.1499	0.1644	0.0061	44.7023	1.39E+00
1489.56	0.1447	0.1717	0.0073	46.6948	1.44E+00
1545.43	0.1395	0.1797	0.0079	48.8514	1.48E+00
1609.17	0.1339	0.188	0.0084	51.1252	1.51E+00
1664.08	0.1295	0.1949	0.0069	53.0005	1.53E+00
1721.4	0.1252	0.2021	0.0072	54.9461	1.55E+00
1779.21	0.1211	0.209	0.0069	56.8214	1.57E+00
1843.28	0.1169	0.215	0.006	58.4623	1.57E+00
1906.39	0.1131	0.2215	0.0065	60.2203	1.57E+00
1969.02	0.1095	0.2273	0.0059	61.8143	1.56E+00
2004.67	0.1075	0.2307	0.0034	62.7285	1.56E+00
2078.86	0.1037	0.2367	0.0059	64.346	1.55E+00
2162.05	0.0997	0.2428	0.0061	66.0103	1.53E+00
2239.79	0.0962	0.2482	0.0054	67.4871	1.51E+00
2324.75	0.0927	0.2536	0.0053	68.9405	1.49E+00
2404.89	0.0896	0.2581	0.0046	70.1828	1.47E+00
2494.52	0.0864	0.2631	0.005	71.5424	1.45E+00
2576.44	0.0837	0.2667	0.0036	72.527	1.43E+00
2690	0.0801	0.2722	0.0054	74.0037	1.40E+00
2717.62	0.0793	0.2736	0.0014	74.3788	1.40E+00
2816.73	0.0765	0.2771	0.0035	75.3399	1.38E+00
2919.21	0.0738	0.2808	0.0037	76.3479	1.36E+00
3005.63	0.0717	0.2839	0.0031	77.1917	1.35E+00
3002.26	0.0718	0.2839	0	77.1917	1.35E+00
3131.59	0.0688	0.2874	0.0034	78.1294	1.33E+00
3279.47	0.0657	0.2917	0.0044	79.3249	1.30E+00
3399.91	0.0634	0.2949	0.0032	80.1922	1.29E+00
3532.26	0.061	0.298	0.0031	81.0361	1.27E+00
3687.97	0.0584	0.3013	0.0033	81.9269	1.26E+00
3833.81	0.0562	0.304	0.0027	82.6535	1.24E+00
3966.76	0.0543	0.3063	0.0023	83.2864	1.21E+00
4136.16	0.0521	0.3089	0.0026	83.9897	1.20E+00
4356.44	0.0495	0.3124	0.0035	84.9508	1.20E+00
4522.1	0.0477	0.3144	0.002	85.4899	1.19E+00
4670.75	0.0461	0.3164	0.002	86.0291	1.18E+00
4828.15	0.0446	0.3177	0.0013	86.3807	1.15E+00
4899.45	0.044	0.3192	0.0016	86.8026	1.14E+00
5042.02	0.0427	0.3205	0.0012	87.1308	1.11E+00
5307.23	0.0406	0.3229	0.0024	87.7872	1.06E+00
5490.63	0.0393	0.3242	0.0013	88.1388	1.04E+00
5768.97	0.0374	0.3259	0.0017	88.6076	1.02E+00
5975.51	0.0361	0.3272	0.0013	88.9592	1.02E+00
6258.9	0.0344	0.3287	0.0016	89.3812	1.02E+00
6245.4	0.0345	0.3287	0	89.3812	1.02E+00
6592.42	0.0327	0.331	0.0022	89.9906	1.03E+00
6981.84	0.0309	0.333	0.002	90.5298	1.02E+00
7404.05	0.0291	0.3344	0.0015	90.9283	1.00E+00
7828.18	0.0275	0.3361	0.0017	91.3971	9.88E-01
8294.72	0.026	0.3376	0.0015	91.7956	9.77E-01
8751.62	0.0246	0.3391	0.0015	92.1941	9.74E-01
9137.2	0.0236	0.3403	0.0012	92.5223	9.68E-01
9677	0.0223	0.3412	0.0009	92.7801	9.64E-01
10031.73	0.0215	0.3419	0.0007	92.9677	9.34E-01
10471.29	0.0206	0.343	0.0011	93.2724	9.21E-01
10908.92	0.0198	0.3438	0.0008	93.4834	9.37E-01
11516.20	0.0187	0.3449	0.001	93.7646	9.74E-01
12005.88	0.018	0.3452	0.0003	93.8584	9.59E-01
12482.07	0.0173	0.3461	0.0009	94.1163	9.15E-01
13170.32	0.0164	0.3472	0.001	94.3976	9.23E-01
14001.24	0.0154	0.348	0.0009	94.632	9.38E-01
14489.00	0.0149	0.348	0	94.632	9.24E-01
15229.31	0.0142	0.3491	0.001	94.9133	9.53E-01
15751.77	0.0137	0.3495	0.0004	95.0305	1.01E+00
15988.90	0.0135	0.3498	0.0003	95.1008	1.04E+00
16943.20	0.0127	0.3505	0.0007	95.2883	1.16E+00
18045.95	0.0119	0.3516	0.0011	95.5931	1.22E+00
19090.87	0.0113	0.3525	0.0009	95.8509	1.23E+00
20006.62	0.0108	0.353	0.0004	95.9681	1.20E+00
21708.94	0.0099	0.3543	0.0013	96.3197	1.24E+00
22013.55	0.0098	0.3543	0	96.3197	1.25E+00
23249.33	0.0093	0.3546	0.0003	96.4135	1.28E+00
23989.64	0.009	0.3553	0.0007	96.601	1.39E+00
25661.12	0.0084	0.3563	0.001	96.8823	1.52E+00
25963.80	0.0083	0.3563	0	96.8823	1.56E+00
27669.98	0.0078	0.3569	0.0006	97.0464	1.60E+00
27912.90	0.0077	0.3576	0.0007	97.2339	1.59E+00
29139.04	0.0074	0.3577	0.0001	97.2574	1.63E+00
29908.27	0.0072	0.3582	0.0005	97.398	1.67E+00
32443.45	0.0066	0.359	0.0008	97.609	1.68E+00
34864.88	0.0062	0.36	0.001	97.8903	1.64E+00
37652.62	0.0057	0.3605	0.0004	98.0075	1.55E+00
37868.54	0.0057	0.3607	0.0003	98.0778	1.55E+00
39890.90	0.0054	0.3611	0.0004	98.195	1.49E+00
44781.97	0.0048	0.3619	0.0008	98.406	2.40E+00
49437.83	0.0044	0.3633	0.0014	98.7811	4.67E+00
49653.75	0.0043	0.364	0.0007	98.9686	4.73E+00
49811.84	0.0043	0.364	0	98.9686	4.77E+00
54367.45	0.004	0.3656	0.0016	99.414	5.05E+00
54479.27	0.004	0.3663	0.0007	99.6015	5.05E+00
54778.09	0.0039	0.3668	0.0004	99.7187	5.05E+00
56457.28	0.0038	0.3676	0.0009	99.9531	5.33E+00
59759.77	0.0036	0.3678	0.0002	100	5.62E+00
