1.99	108.3713	0	0	0	1.35E-04
4.99	43.2368	0.0137	0.0137	3.7271	3.72E-04
9.97	21.6114	0.03	0.0163	8.1575	1.13E-03
11.97	18.011	0.0345	0.0045	9.3765	1.13E-03
14.96	14.4092	0.0381	0.0036	10.361	1.23E-03
18.42	11.7	0.0424	0.0043	11.5331	1.24E-03
19.91	10.8284	0.0431	0.0007	11.7206	9.88E-04
19.96	10.7979	0.0431	0	11.7206	9.81E-04
21.21	10.1639	0.0437	0.0006	11.8847	9.49E-04
22.19	9.7136	0.0441	0.0003	11.9784	9.25E-04
23.17	9.3008	0.0444	0.0003	12.0722	8.92E-04
23.96	8.9976	0.0448	0.0004	12.1894	8.22E-04
24.8	8.6905	0.0455	0.0007	12.3769	7.05E-04
24.96	8.6362	0.0455	0	12.3769	6.82E-04
38.6	5.5843	0.0455	0	12.3769	1.41E-04
42.37	5.0868	0.0455	0	12.3769	5.71E-04
46.16	4.6693	0.046	0.0005	12.5176	1.04E-03
54.22	3.9752	0.047	0.0009	12.7754	1.50E-03
61.67	3.495	0.0478	0.0009	13.0098	1.60E-03
66.57	3.2378	0.0481	0.0003	13.0802	1.82E-03
72.67	2.9659	0.0487	0.0006	13.2443	1.83E-03
79.58	2.7086	0.0494	0.0007	13.4318	1.63E-03
80.88	2.665	0.0494	0	13.4318	1.61E-03
89.25	2.4151	0.0495	0.0001	13.4552	1.54E-03
99.27	2.1713	0.0502	0.0007	13.6428	2.12E-03
100.74	2.1397	0.0502	0	13.6428	2.20E-03
123.66	1.7431	0.0511	0.0009	13.9006	2.95E-03
132.36	1.6285	0.0514	0.0003	13.9709	3.17E-03
139.43	1.5459	0.0518	0.0004	14.0881	3.08E-03
147.68	1.4595	0.0522	0.0004	14.2053	2.81E-03
151.94	1.4186	0.0522	0	14.2053	2.66E-03
173.93	1.2392	0.0525	0.0003	14.2757	2.19E-03
194.88	1.106	0.0529	0.0004	14.3929	3.33E-03
200.28	1.0762	0.053	0.0001	14.4163	3.59E-03
