HOLE:	995B
LEG:	164
TOP:	133.960007
BOTTOM:	657.911194
DEPTH_WMSF	IDPH	IMPH	SFLU
m	ohmm	ohmm	ohmm
343.3576	1.0903	1.0349	1.0090
343.5100	1.0945	1.0151	0.9918
343.6624	1.0961	0.9847	0.9805
343.8148	1.0958	0.9565	0.9637
343.9672	1.0933	0.9407	0.9588
344.1196	1.0921	0.9405	0.9739
344.2720	1.0862	0.9533	0.9685
344.4244	1.0789	0.9736	0.9424
344.5768	1.0747	0.9955	0.9353
344.7292	1.0682	1.0155	0.9346
344.8816	1.0651	1.0302	0.9177
345.0340	1.0587	1.0342	0.8977
345.1864	1.0528	1.0233	0.8836
345.3388	1.0508	1.0019	0.9210
345.4912	1.0491	0.9813	0.9751
345.6436	1.0601	0.9730	1.0139
345.7960	1.0670	0.9829	1.0066
345.9484	1.0668	1.0087	0.9644
346.1008	1.0635	1.0393	0.9867
346.2532	1.0590	1.0600	0.9968
346.4056	1.0588	1.0640	1.0154
346.5580	1.0611	1.0557	0.9930
346.7104	1.0664	1.0447	0.9995
346.8628	1.0674	1.0378	0.9951
347.0152	1.0649	1.0338	1.0198
347.1676	1.0646	1.0263	1.0002
347.3200	1.0599	1.0133	0.9949
347.4724	1.0695	1.0011	0.9950
347.6248	1.0780	0.9992	0.9773
347.7772	1.0810	1.0119	1.0064
347.9296	1.0841	1.0366	0.9997
348.0820	1.0873	1.0643	1.0079
348.2344	1.0909	1.0835	1.0462
348.3868	1.0902	1.0854	1.0558
348.5392	1.0897	1.0714	1.0492
348.6916	1.0895	1.0505	1.0567
348.8440	1.0856	1.0315	1.0448
348.9964	1.0684	1.0193	0.9838
349.1488	1.0609	1.0149	0.9725
349.3012	1.0605	1.0165	0.9485
349.4536	1.0653	1.0223	0.9428
349.6060	1.0753	1.0334	0.9413
349.7584	1.0772	1.0501	0.9401
349.9108	1.0793	1.0681	1.0576
350.0632	1.0820	1.0813	1.1013
350.2156	1.0893	1.0862	1.1023
350.3680	1.1081	1.0846	1.0690
350.5204	1.1256	1.0843	1.0415
350.6728	1.1341	1.0933	1.0826
350.8252	1.1323	1.1122	1.0943
350.9776	1.1329	1.1335	1.0931
351.1300	1.1322	1.1472	1.1051
351.2824	1.1296	1.1488	1.0974
351.4348	1.1326	1.1404	1.1029
351.5872	1.1343	1.1285	1.0687
351.7396	1.1349	1.1197	1.0688
351.8920	1.1348	1.1170	1.0764
352.0444	1.1337	1.1200	1.0802
352.1968	1.1307	1.1258	1.0844
352.3492	1.1351	1.1313	1.0932
352.5016	1.1350	1.1339	1.1115
352.6540	1.1344	1.1335	1.1219
352.8064	1.1354	1.1311	1.1228
352.9588	1.1309	1.1268	1.1224
353.1112	1.1262	1.1193	1.1092
353.2636	1.1242	1.1082	1.1002
353.4160	1.1243	1.0956	1.0802
353.5684	1.1218	1.0859	1.0462
353.7208	1.1192	1.0824	1.0311
353.8732	1.1179	1.0848	1.0285
354.0256	1.1184	1.0883	1.0699
354.1780	1.1141	1.0882	1.0841
354.3304	1.1105	1.0843	1.0862
354.4828	1.1192	1.0807	1.0532
354.6352	1.1243	1.0813	1.0546
354.7876	1.1246	1.0866	1.0578
354.9400	1.1253	1.0939	1.0570
355.0924	1.1316	1.0984	1.0568
355.2448	1.1334	1.0947	1.0906
355.3972	1.1290	1.0792	1.0824
355.5496	1.1270	1.0544	1.0771
355.7020	1.1243	1.0271	1.0719
355.8544	1.1053	1.0015	1.0646
356.0068	1.0746	0.9792	0.9922
356.1592	1.0790	0.9632	0.8559
356.3116	1.0822	0.9564	0.8381
356.4640	1.0820	0.9620	0.8408
356.6164	1.0849	0.9824	0.8462
356.7688	1.0852	1.0153	0.9014
356.9212	1.0856	1.0497	1.0317
357.0736	1.0946	1.0728	1.0717
357.2260	1.0997	1.0761	1.0655
357.3784	1.1035	1.0596	1.0640
357.5308	1.1285	1.0362	1.0519
357.6832	1.1402	1.0265	1.0110
357.8356	1.1332	1.0422	0.9846
357.9880	1.1161	1.0784	1.0313
358.1404	1.1053	1.1177	1.0477
358.2928	1.1049	1.1391	1.0527
358.4452	1.1048	1.1323	1.0848
358.5976	1.1038	1.1077	1.0852
358.7500	1.1099	1.0846	1.0516
358.9024	1.1179	1.0728	1.0351
359.0548	1.1057	1.0719	1.0221
359.2072	1.0954	1.0766	1.0063
359.3596	1.0933	1.0801	1.0101
359.5120	1.0910	1.0767	1.0195
359.6644	1.0839	1.0656	1.0296
359.8168	1.0923	1.0523	1.0036
359.9692	1.0948	1.0449	1.0145
360.1216	1.0940	1.0494	0.9724
360.2740	1.0951	1.0669	0.9546
360.4264	1.0990	1.0911	0.9934
360.5788	1.0980	1.1094	1.0566
360.7312	1.0976	1.1114	1.0667
360.8836	1.0978	1.0965	1.0239
361.0360	1.0974	1.0731	1.0103
361.1884	1.0956	1.0521	1.0366
361.3408	1.0960	1.0432	1.0200
361.4932	1.0954	1.0501	1.0175
361.6456	1.0880	1.0683	1.0368
361.7980	1.0852	1.0883	1.0406
361.9504	1.0850	1.1000	1.0372
362.1028	1.0839	1.0977	1.0539
362.2552	1.0856	1.0835	1.0610
362.4076	1.0990	1.0658	1.0331
362.5600	1.1075	1.0519	0.9990
362.7124	1.1088	1.0462	0.9936
362.8648	1.1096	1.0487	1.0066
363.0172	1.1102	1.0549	1.0308
363.1696	1.1073	1.0588	1.0668
363.3220	1.1130	1.0598	1.0709
363.4744	1.1197	1.0637	1.0533
363.6268	1.1231	1.0759	1.0649
363.7792	1.1265	1.0975	1.0749
363.9316	1.1314	1.1226	1.0692
364.0840	1.1368	1.1419	1.0506
364.2364	1.1455	1.1501	1.0752
364.3888	1.1501	1.1496	1.1259
364.5412	1.1505	1.1453	1.1256
364.6936	1.1501	1.1395	1.0996
364.8460	1.1517	1.1334	1.1108
364.9984	1.1584	1.1283	1.0897
365.1508	1.1552	1.1246	1.0625
365.3032	1.1416	1.1228	1.0720
365.4556	1.1337	1.1228	1.0859
365.6080	1.1314	1.1242	1.1009
365.7604	1.1292	1.1255	1.0890
365.9128	1.1241	1.1253	1.0822
366.0652	1.1158	1.1219	1.0670
366.2176	1.1151	1.1149	1.0384
366.3700	1.1168	1.1063	1.0272
366.5224	1.1160	1.0995	1.0267
366.6748	1.1125	1.0970	1.0264
366.8272	1.1079	1.0985	1.0422
366.9796	1.1048	1.1006	1.0735
367.1320	1.1045	1.0988	1.0864
367.2844	1.1078	1.0914	1.0910
367.4368	1.1075	1.0815	1.0944
367.5892	1.1036	1.0748	1.0940
367.7416	1.1021	1.0751	1.0858
367.8940	1.1017	1.0801	1.0663
368.0464	1.0993	1.0838	1.0722
368.1988	1.0940	1.0828	1.0621
368.3512	1.0987	1.0791	1.0184
368.5036	1.1062	1.0775	1.0462
368.6560	1.1076	1.0807	1.1006
368.8084	1.1110	1.0870	1.1074
368.9608	1.1145	1.0926	1.0673
369.1132	1.1141	1.0945	1.0503
369.2656	1.1153	1.0930	1.0683
369.4180	1.1266	1.0922	1.0713
369.5704	1.1396	1.0973	1.0624
369.7228	1.1441	1.1113	1.0465
369.8752	1.1436	1.1308	1.0555
370.0276	1.1423	1.1455	1.0861
370.1800	1.1407	1.1449	1.1105
370.3324	1.1419	1.1285	1.0834
370.4848	1.1466	1.1060	1.0444
370.6372	1.1440	1.0882	1.0654
370.7896	1.1401	1.0795	1.1024
370.9420	1.1432	1.0781	1.1002
371.0944	1.1451	1.0809	1.0825
371.2468	1.1509	1.0886	1.0516
371.3992	1.1583	1.1039	1.0449
371.5516	1.1582	1.1259	1.0963
371.7040	1.1562	1.1470	1.1170
371.8564	1.1573	1.1588	1.1157
372.0088	1.1586	1.1582	1.1250
372.1612	1.1588	1.1502	1.1199
372.3136	1.1563	1.1425	1.0783
372.4660	1.1489	1.1382	1.0527
372.6184	1.1351	1.1359	1.0556
372.7708	1.1256	1.1329	1.0587
372.9232	1.1209	1.1279	1.0677
373.0756	1.1174	1.1208	1.0803
373.2280	1.1137	1.1121	1.0903
373.3804	1.1110	1.1029	1.0988
373.5328	1.1093	1.0950	1.0881
373.6852	1.1084	1.0914	1.0740
373.8376	1.1075	1.0941	1.0840
373.9900	1.1067	1.1023	1.0868
374.1424	1.1057	1.1130	1.0944
374.2948	1.1044	1.1214	1.1063
374.4472	1.1022	1.1231	1.1068
374.5996	1.1002	1.1167	1.0983
374.7520	1.0998	1.1052	1.0797
374.9044	1.1028	1.0939	1.0702
375.0568	1.1041	1.0874	1.0610
375.2092	1.1040	1.0876	1.0657
375.3616	1.1034	1.0926	1.0751
375.5140	1.1017	1.0985	1.0764
375.6664	1.1011	1.1013	1.0845
375.8188	1.1025	1.0984	1.0919
375.9712	1.1024	1.0906	1.0617
376.1236	1.1025	1.0814	1.0533
376.2760	1.1015	1.0732	1.0464
376.4284	1.0936	1.0654	1.0361
376.5808	1.0835	1.0552	1.0499
376.7332	1.0799	1.0413	1.0674
376.8856	1.0805	1.0265	1.0670
377.0380	1.0848	1.0186	1.0521
377.1904	1.0937	1.0251	1.0062
377.3428	1.0965	1.0471	1.0029
377.4952	1.0938	1.0775	1.0777
377.6476	1.0933	1.1040	1.1089
377.8000	1.0933	1.1163	1.1049
377.9524	1.0945	1.1126	1.0880
378.1048	1.1019	1.1000	1.0549
378.2572	1.1037	1.0862	1.0503
378.4096	1.0961	1.0750	1.0419
378.5620	1.0923	1.0684	1.0440
378.7144	1.0888	1.0687	1.0469
378.8668	1.0853	1.0758	1.0483
379.0192	1.0843	1.0867	1.0284
379.1716	1.0807	1.0962	1.0535
379.3240	1.0826	1.1009	1.0604
379.4764	1.0889	1.1001	1.0537
379.6288	1.0894	1.0963	1.0557
379.7812	1.0905	1.0930	1.0732
379.9336	1.0928	1.0916	1.0989
380.0860	1.0958	1.0906	1.1133
380.2384	1.1012	1.0886	1.0899
380.3908	1.1025	1.0864	1.0973
380.5432	1.1021	1.0865	1.1134
380.6956	1.1008	1.0907	1.1025
380.8480	1.1010	1.0984	1.0854
381.0004	1.1005	1.1060	1.0959
381.1528	1.0965	1.1096	1.0464
381.3052	1.0979	1.1085	1.0009
381.4576	1.0978	1.1049	1.0066
381.6100	1.0989	1.1018	1.0315
381.7624	1.0991	1.0998	1.0245
381.9148	1.1009	1.0989	1.0297
382.0672	1.1030	1.0999	1.0909
382.2196	1.1101	1.1049	1.1163
382.3720	1.1132	1.1148	1.1193
382.5244	1.1132	1.1278	1.1174
382.6768	1.1091	1.1389	1.1180
382.8292	1.0980	1.1414	1.1161
382.9816	1.0982	1.1322	1.1029
383.1340	1.1017	1.1150	1.0519
383.2864	1.1050	1.0976	1.0266
383.4388	1.1092	1.0877	1.0292
383.5912	1.1106	1.0898	1.0476
383.7436	1.1091	1.1020	1.1444
383.8960	1.1074	1.1164	1.1568
384.0484	1.1065	1.1244	1.1459
384.2008	1.1071	1.1222	1.1354
384.3532	1.1037	1.1119	1.1177
384.5056	1.1019	1.0994	1.0709
384.6580	1.1002	1.0905	1.0467
384.8104	1.0899	1.0871	1.0465
384.9628	1.0804	1.0881	1.0499
385.1152	1.0810	1.0917	1.0754
385.2676	1.0824	1.0968	1.1026
385.4200	1.0893	1.1021	1.0950
385.5724	1.1016	1.1074	1.0931
385.7248	1.1065	1.1133	1.1097
385.8772	1.1076	1.1197	1.1242
386.0296	1.1107	1.1258	1.1338
386.1820	1.1088	1.1296	1.1379
386.3344	1.1068	1.1283	1.1407
386.4868	1.1024	1.1203	1.1046
386.6392	1.0940	1.1078	1.0919
386.7916	1.0908	1.0951	1.0893
386.9440	1.0874	1.0852	1.0774
387.0964	1.0754	1.0792	1.0745
387.2488	1.0680	1.0764	1.0672
387.4012	1.0675	1.0757	1.0602
387.5536	1.0674	1.0769	1.0525
387.7060	1.0720	1.0804	1.0484
387.8584	1.0803	1.0859	1.0489
388.0108	1.0835	1.0921	1.0801
388.1632	1.0855	1.0982	1.1149
388.3156	1.0894	1.1030	1.1167
388.4680	1.0983	1.1055	1.1177
388.6204	1.1097	1.1074	1.1198
388.7728	1.1255	1.1126	1.0931
388.9252	1.1339	1.1242	1.0906
389.0776	1.1351	1.1415	1.0909
389.2300	1.1377	1.1595	1.1289
389.3824	1.1404	1.1697	1.1766
389.5348	1.1425	1.1675	1.1781
389.6872	1.1491	1.1571	1.1226
389.8396	1.1660	1.1473	1.1068
389.9920	1.1709	1.1450	1.1065
390.1444	1.1714	1.1518	1.1099
390.2968	1.1704	1.1639	1.1107
390.4492	1.1693	1.1746	1.1150
390.6016	1.1664	1.1780	1.1210
390.7540	1.1635	1.1722	1.1049
390.9064	1.1607	1.1587	1.0891
391.0588	1.1576	1.1408	1.0972
391.2112	1.1443	1.1224	1.1023
391.3636	1.1296	1.1062	1.0926
391.5160	1.1186	1.0937	1.0695
391.6684	1.1079	1.0858	1.0530
391.8208	1.1036	1.0828	1.0567
391.9732	1.1012	1.0844	1.0629
392.1256	1.0974	1.0876	1.0664
392.2780	1.0895	1.0887	1.0718
392.4304	1.0871	1.0860	1.0953
392.5828	1.0894	1.0818	1.0854
392.7352	1.0908	1.0797	1.0842
392.8876	1.0910	1.0816	1.0845
393.0400	1.0913	1.0870	1.0763
393.1924	1.0922	1.0933	1.0891
393.3448	1.0917	1.0977	1.0882
393.4972	1.0890	1.0980	1.0789
393.6496	1.0868	1.0928	1.0775
393.8020	1.0863	1.0818	1.0785
393.9544	1.0869	1.0673	1.0726
394.1068	1.0859	1.0528	1.0463
394.2592	1.0792	1.0420	1.0267
394.4116	1.0766	1.0377	1.0449
394.5640	1.0780	1.0408	1.0513
394.7164	1.0817	1.0497	1.0555
394.8688	1.0860	1.0596	1.0596
395.0212	1.1003	1.0668	1.0580
395.1736	1.1333	1.0731	1.0657
395.3260	1.1528	1.0852	1.1360
395.4784	1.1727	1.1071	1.1605
395.6308	1.2085	1.1355	1.0947
395.7832	1.2308	1.1597	1.0617
395.9356	1.2355	1.1701	1.1504
396.0880	1.2354	1.1657	1.1645
396.2404	1.2283	1.1531	1.1335
396.3928	1.2040	1.1370	1.1020
396.5452	1.1794	1.1158	1.0344
396.6976	1.1611	1.0876	0.9905
396.8500	1.1419	1.0543	0.9711
397.0024	1.1058	1.0216	0.9508
397.1548	1.0714	0.9970	0.9297
397.3072	1.0574	0.9867	0.9048
397.4596	1.0519	0.9925	0.9018
397.6120	1.0469	1.0120	0.9269
397.7644	1.0425	1.0378	0.9469
397.9168	1.0438	1.0595	0.9860
398.0692	1.0482	1.0691	1.0316
398.2216	1.0517	1.0670	1.0428
398.3740	1.0626	1.0601	1.0415
398.5264	1.0767	1.0552	1.0334
398.6788	1.0833	1.0546	1.0202
398.8312	1.0870	1.0579	1.0338
398.9836	1.0918	1.0639	1.0571
399.1360	1.1007	1.0720	1.0558
399.2884	1.1117	1.0807	1.0681
399.4408	1.1179	1.0867	1.0717
399.5932	1.1202	1.0869	1.0635
399.7456	1.1245	1.0819	1.0841
399.8980	1.1299	1.0754	1.0829
400.0504	1.1316	1.0722	1.0679
400.2028	1.1336	1.0753	1.0366
400.3552	1.1350	1.0842	1.0166
400.5076	1.1333	1.0936	1.0126
400.6600	1.1282	1.0965	1.0168
400.8124	1.1339	1.0906	1.0306
400.9648	1.1458	1.0804	1.0373
401.1172	1.1578	1.0733	1.0443
401.2696	1.1664	1.0743	1.0426
401.4220	1.1683	1.0831	1.0629
401.5744	1.1696	1.0957	1.1133
401.7268	1.1753	1.1078	1.0882
401.8792	1.1847	1.1152	1.0462
402.0316	1.1781	1.1124	1.0469
402.1840	1.1695	1.0950	1.0200
402.3364	1.1526	1.0658	1.0114
402.4888	1.1225	1.0320	1.0089
402.6412	1.0861	0.9974	0.9900
402.7936	1.0746	0.9625	0.9266
402.9460	1.0678	0.9280	0.9053
403.0984	1.0560	0.8974	0.9007
403.2508	1.0646	0.8791	0.8865
403.4032	1.0711	0.8838	0.8578
403.5556	1.0779	0.9180	0.8853
403.7080	1.1024	0.9798	0.9097
403.8604	1.1492	1.0578	0.9322
404.0128	1.1714	1.1290	1.0481
404.1652	1.1907	1.1675	1.1274
404.3176	1.2103	1.1660	1.1266
404.4700	1.2172	1.1399	1.1122
404.6224	1.1989	1.1064	1.0433
404.7748	1.1895	1.0753	0.9877
404.9272	1.1758	1.0526	0.9907
405.0796	1.1365	1.0414	1.0273
405.2320	1.1203	1.0408	1.0102
405.3844	1.1133	1.0481	1.0077
405.5368	1.1057	1.0568	0.9982
405.6892	1.0785	1.0579	1.0437
405.8416	1.0690	1.0488	1.0088
405.9940	1.0645	1.0362	0.9625
406.1464	1.0633	1.0294	0.9385
406.2988	1.0650	1.0342	0.9590
406.4512	1.0766	1.0509	0.9676
406.6036	1.0815	1.0739	1.0161
406.7560	1.0866	1.0936	1.0766
406.9084	1.0875	1.1035	1.0854
407.0608	1.0954	1.1035	1.0847
407.2132	1.1085	1.0968	1.0765
407.3656	1.1063	1.0858	1.0692
407.5180	1.1076	1.0706	1.0915
407.6704	1.1077	1.0507	1.0748
407.8228	1.1133	1.0300	1.0790
407.9752	1.1155	1.0175	1.0511
408.1276	1.1134	1.0199	0.9954
408.2800	1.1098	1.0350	0.9799
408.4324	1.1055	1.0535	0.9790
408.5848	1.1016	1.0660	1.0024
408.7372	1.1063	1.0694	1.0747
408.8896	1.1075	1.0678	1.1019
409.0420	1.1075	1.0669	1.1366
409.1944	1.1078	1.0703	1.1276
409.3468	1.1095	1.0801	1.0933
409.4992	1.1007	1.0960	1.0488
409.6516	1.0926	1.1119	1.0544
409.8040	1.0917	1.1176	1.0428
409.9564	1.0951	1.1073	1.0298
410.1088	1.0960	1.0870	1.0300
410.2612	1.1021	1.0698	1.0129
410.4136	1.1052	1.0646	1.0468
410.5660	1.0975	1.0698	1.1125
410.7184	1.0947	1.0757	1.0921
410.8708	1.0943	1.0734	1.0594
411.0232	1.0945	1.0638	1.0359
411.1756	1.0954	1.0555	1.0206
411.3280	1.0951	1.0557	1.0577
411.4804	1.0935	1.0648	1.0679
411.6328	1.0878	1.0771	1.0689
411.7852	1.0746	1.0837	1.0656
411.9376	1.0595	1.0760	1.0436
412.0900	1.0517	1.0499	1.0113
412.2424	1.0497	1.0084	0.9875
412.3948	1.0465	0.9629	0.9790
412.5472	1.0516	0.9299	0.9654
412.6996	1.0610	0.9239	0.9568
412.8520	1.0666	0.9514	0.9636
413.0044	1.0708	1.0071	0.9718
413.1568	1.0792	1.0730	0.9753
413.3092	1.1031	1.1227	0.9926
413.4616	1.1238	1.1393	1.0469
413.6140	1.1364	1.1308	1.0860
413.7664	1.1660	1.1190	1.1017
413.9188	1.1878	1.1200	1.1067
414.0712	1.1921	1.1368	1.1295
414.2236	1.1919	1.1621	1.1516
414.3760	1.1820	1.1824	1.1349
414.5284	1.1663	1.1870	1.1109
414.6808	1.1547	1.1726	1.0669
414.8332	1.1480	1.1440	1.0366
414.9856	1.1361	1.1106	1.0308
415.1380	1.1094	1.0811	1.0289
415.2904	1.0839	1.0594	1.0621
415.4428	1.0788	1.0457	1.0739
415.5952	1.0808	1.0396	1.0699
415.7476	1.0787	1.0411	1.0807
415.9000	1.0765	1.0511	1.0526
416.0524	1.0732	1.0684	1.0158
416.2048	1.0663	1.0864	1.0363
416.3572	1.0606	1.0954	1.0669
416.5096	1.0605	1.0900	1.0644
416.6620	1.0653	1.0742	1.0598
416.8144	1.0671	1.0568	1.0597
416.9668	1.0635	1.0435	1.0533
417.1192	1.0608	1.0332	1.0469
417.2716	1.0542	1.0204	1.0357
417.4240	1.0516	1.0038	1.0182
417.5764	1.0569	0.9925	1.0036
417.7288	1.0597	0.9997	0.9821
417.8812	1.0696	1.0331	0.9794
418.0336	1.0929	1.0895	0.9963
418.1860	1.1131	1.1531	1.0772
418.3384	1.1215	1.2033	1.1732
418.4908	1.1367	1.2276	1.1902
418.6432	1.1648	1.2289	1.1901
418.7956	1.1792	1.2158	1.2032
418.9480	1.1819	1.1952	1.2053
419.1004	1.1761	1.1728	1.1641
419.2528	1.1606	1.1552	1.1491
419.4052	1.1542	1.1445	1.1262
419.5576	1.1435	1.1357	1.0840
419.7100	1.1152	1.1211	1.1037
419.8624	1.0948	1.0973	1.1026
420.0148	1.0919	1.0704	1.0549
420.1672	1.0902	1.0521	1.0157
420.3196	1.0917	1.0494	0.9834
420.4720	1.1006	1.0611	1.0005
420.6244	1.1081	1.0822	1.0593
420.7768	1.1121	1.1088	1.1008
420.9292	1.1170	1.1368	1.1101
421.0816	1.1303	1.1620	1.1134
421.2340	1.1640	1.1799	1.1369
421.3864	1.1950	1.1883	1.1794
421.5388	1.1972	1.1891	1.2022
421.6912	1.1984	1.1878	1.1984
421.8436	1.1939	1.1866	1.2006
421.9960	1.1782	1.1820	1.2005
422.1484	1.1589	1.1710	1.1484
422.3008	1.1452	1.1557	1.0345
422.4532	1.1349	1.1421	1.0393
422.6056	1.1256	1.1364	1.0402
422.7580	1.1084	1.1403	1.0521
422.9104	1.0991	1.1474	1.0857
423.0628	1.0990	1.1476	1.0943
423.2152	1.0972	1.1363	1.0781
423.3676	1.1005	1.1177	1.0845
423.5200	1.1067	1.0990	1.0982
423.6724	1.0973	1.0862	1.0812
423.8248	1.0955	1.0811	1.0746
423.9772	1.0938	1.0805	1.0764
424.1296	1.0865	1.0794	1.0761
424.2820	1.0735	1.0753	1.0785
424.4344	1.0761	1.0697	1.0517
424.5868	1.0772	1.0669	1.0288
424.7392	1.0772	1.0709	1.0259
424.8916	1.0807	1.0817	1.0253
425.0440	1.0813	1.0933	1.0513
425.1964	1.0803	1.0937	1.0720
425.3488	1.0845	1.0760	1.0949
425.5012	1.0979	1.0458	1.0862
425.6536	1.1247	1.0187	1.0846
425.8060	1.1358	1.0102	1.0644
425.9584	1.1452	1.0285	1.0443
426.1108	1.1609	1.0695	1.0355
426.2632	1.1882	1.1227	1.0544
426.4156	1.2231	1.1785	1.1145
426.5680	1.2403	1.2317	1.1665
426.7204	1.2458	1.2789	1.1779
426.8728	1.2521	1.3116	1.1919
427.0252	1.2457	1.3158	1.2350
427.1776	1.2351	1.2844	1.2163
427.3300	1.2180	1.2294	1.1395
427.4824	1.1846	1.1700	1.1139
427.6348	1.1625	1.1210	1.1050
427.7872	1.1530	1.0891	1.0692
427.9396	1.1348	1.0750	1.0367
428.0920	1.1128	1.0741	1.0344
428.2444	1.1073	1.0819	1.0309
428.3968	1.1039	1.0923	1.0443
428.5492	1.1018	1.0996	1.0540
428.7016	1.1019	1.1001	1.0597
428.8540	1.1025	1.0931	1.0767
429.0064	1.1032	1.0791	1.0886
429.1588	1.1093	1.0628	1.0422
429.3112	1.1248	1.0519	1.0020
429.4636	1.1310	1.0517	0.9990
429.6160	1.1298	1.0611	0.9888
429.7684	1.1251	1.0722	0.9908
429.9208	1.1192	1.0746	1.0028
430.0732	1.1205	1.0638	1.0233
430.2256	1.1314	1.0463	0.9891
430.3780	1.1389	1.0336	0.9719
430.5304	1.1364	1.0332	0.9741
430.6828	1.1222	1.0417	1.0007
430.8352	1.0999	1.0446	1.0447
430.9876	1.0974	1.0325	1.0282
431.1400	1.1119	1.0154	0.9426
431.2924	1.1244	1.0154	0.9174
431.4448	1.1286	1.0432	0.9188
431.5972	1.1272	1.0944	0.9541
431.7496	1.1292	1.1481	1.0355
431.9020	1.1441	1.1804	1.1074
432.0544	1.1853	1.1837	1.1092
432.2068	1.2113	1.1697	1.1161
432.3592	1.2202	1.1545	1.1197
432.5116	1.2271	1.1465	1.1283
432.6640	1.2388	1.1479	1.1311
432.8164	1.2667	1.1604	1.1134
432.9688	1.2846	1.1873	1.1485
433.1212	1.2892	1.2286	1.2186
433.2736	1.2983	1.2770	1.2237
433.4260	1.3119	1.3171	1.2243
433.5784	1.2976	1.3272	1.2263
433.7308	1.2880	1.2942	1.2064
433.8832	1.2634	1.2284	1.1930
434.0356	1.2247	1.1553	1.1880
434.1880	1.1934	1.0950	1.1277
434.3404	1.1643	1.0572	1.0154
434.4928	1.1355	1.0397	1.0125
434.6452	1.1094	1.0339	1.0091
434.7976	1.0916	1.0328	0.9931
434.9500	1.0805	1.0356	0.9511
435.1024	1.0845	1.0444	0.9175
435.2548	1.1009	1.0608	0.9301
435.4072	1.1069	1.0845	0.9647
435.5596	1.1135	1.1117	1.0100
435.7120	1.1241	1.1355	1.0551
435.8644	1.1376	1.1524	1.1148
436.0168	1.1657	1.1656	1.1696
436.1692	1.2093	1.1802	1.1541
436.3216	1.2266	1.1987	1.1617
436.4740	1.2339	1.2195	1.1702
436.6264	1.2431	1.2375	1.1695
436.7788	1.2549	1.2496	1.1632
436.9312	1.2629	1.2579	1.1962
437.0836	1.2711	1.2659	1.2666
437.2360	1.2801	1.2746	1.2872
437.3884	1.2834	1.2822	1.2796
437.5408	1.2835	1.2862	1.2626
437.6932	1.2833	1.2843	1.2340
437.8456	1.2800	1.2761	1.2241
437.9980	1.2693	1.2621	1.2141
438.1504	1.2560	1.2436	1.1926
438.3028	1.2474	1.2241	1.1866
438.4552	1.2408	1.2082	1.1852
438.6076	1.2369	1.1997	1.1758
438.7600	1.2349	1.1989	1.1683
438.9124	1.2332	1.2033	1.1791
439.0648	1.2320	1.2093	1.1849
439.2172	1.2306	1.2140	1.1863
439.3696	1.2279	1.2155	1.2017
439.5220	1.2241	1.2129	1.2118
439.6744	1.2212	1.2067	1.2143
439.8268	1.2189	1.1987	1.2208
439.9792	1.2157	1.1906	1.2035
440.1316	1.2027	1.1825	1.1696
440.2840	1.1880	1.1736	1.1357
440.4364	1.1805	1.1640	1.1063
440.5888	1.1733	1.1541	1.0982
440.7412	1.1687	1.1456	1.1049
440.8936	1.1679	1.1409	1.1090
441.0460	1.1677	1.1424	1.1198
441.1984	1.1650	1.1511	1.1399
441.3508	1.1619	1.1642	1.1544
441.5032	1.1599	1.1751	1.1677
441.6556	1.1558	1.1763	1.1407
441.8080	1.1500	1.1650	1.0986
441.9604	1.1400	1.1448	1.0784
442.1128	1.1277	1.1225	1.0870
442.2652	1.1216	1.1037	1.0890
442.4176	1.1175	1.0914	1.0875
442.5700	1.1083	1.0859	1.0768
442.7224	1.1015	1.0862	1.0497
442.8748	1.0980	1.0907	1.0446
443.0272	1.0960	1.0963	1.0546
443.1796	1.0951	1.1000	1.0502
443.3320	1.0942	1.1005	1.0519
443.4844	1.0950	1.0982	1.0782
443.6368	1.0925	1.0935	1.0798
443.7892	1.0889	1.0873	1.0636
443.9416	1.0881	1.0802	1.0564
444.0940	1.0876	1.0731	1.0557
444.2464	1.0861	1.0681	1.0427
444.3988	1.0851	1.0666	1.0175
444.5512	1.0860	1.0684	1.0394
444.7036	1.0848	1.0722	1.0601
444.8560	1.0842	1.0764	1.0651
445.0084	1.0833	1.0789	1.0735
445.1608	1.0823	1.0780	1.0756
445.3132	1.0819	1.0737	1.0567
445.4656	1.0794	1.0674	1.0121
445.6180	1.0731	1.0604	0.9990
445.7704	1.0707	1.0541	0.9988
445.9228	1.0689	1.0492	1.0140
446.0752	1.0664	1.0461	1.0072
446.2276	1.0646	1.0454	1.0148
446.3800	1.0650	1.0484	1.0497
446.5324	1.0664	1.0555	1.0248
446.6848	1.0709	1.0656	1.0230
446.8372	1.0677	1.0757	1.0276
446.9896	1.0665	1.0810	1.0405
447.1420	1.0654	1.0773	1.0556
447.2944	1.0625	1.0647	1.0330
447.4468	1.0628	1.0478	1.0274
447.5992	1.0662	1.0328	0.9967
447.7516	1.0647	1.0247	0.9491
447.9040	1.0560	1.0254	0.9552
448.0564	1.0457	1.0313	0.9714
448.2088	1.0367	1.0345	1.0141
448.3612	1.0328	1.0276	1.0014
448.5136	1.0341	1.0123	0.9368
448.6660	1.0490	0.9986	0.9329
448.8184	1.0468	0.9961	0.9614
448.9708	1.0409	1.0052	0.9846
449.1232	1.0366	1.0169	0.9859
