HOLE:	995B
LEG:	164
TOP:	133.960007
BOTTOM:	657.911194
DEPTH_WMSF	IDPH	IMPH	SFLU
m	ohmm	ohmm	ohmm
237.4396	1.2635	1.2822	1.0032
237.5920	1.2503	1.2390	1.0069
237.7444	1.2434	1.2029	1.0023
237.8968	1.2336	1.1828	1.0234
238.0492	1.2162	1.1816	1.0332
238.2016	1.2235	1.1932	1.0446
238.3540	1.2218	1.2081	1.0604
238.5064	1.2154	1.2203	1.0530
238.6588	1.1991	1.2264	1.0502
238.8112	1.2105	1.2221	1.0883
238.9636	1.2111	1.2075	1.1466
239.1160	1.2091	1.1904	1.0679
239.2684	1.2048	1.1811	1.0529
239.4208	1.2001	1.1820	1.0174
239.5732	1.1871	1.1842	1.0906
239.7256	1.1340	1.1728	1.0514
239.8780	1.1240	1.1418	1.0393
240.0304	1.1119	1.1031	1.0367
240.1828	1.1005	1.0749	1.0412
240.3352	1.0841	1.0650	1.0406
240.4876	1.0717	1.0666	1.0251
240.6400	1.0643	1.0672	0.9529
240.7924	1.0428	1.0587	0.9351
240.9448	1.0312	1.0419	0.9802
241.0972	1.0207	1.0227	0.9804
241.2496	1.0122	1.0061	0.9986
241.4020	1.0202	0.9946	0.9733
241.5544	1.0257	0.9911	0.9505
241.7068	1.0287	0.9987	0.9426
241.8592	1.0372	1.0164	0.9882
242.0116	1.0397	1.0357	0.9727
242.1640	1.0429	1.0474	0.9606
242.3164	1.0529	1.0509	0.9510
242.4688	1.0538	1.0528	1.0033
242.6212	1.0564	1.0569	0.9960
242.7736	1.0499	1.0598	1.0549
242.9260	1.0394	1.0550	1.0097
243.0784	1.0304	1.0421	0.9117
243.2308	1.0304	1.0270	0.9624
243.3832	1.0246	1.0151	0.9715
243.5356	1.0153	1.0077	0.9756
243.6880	1.0365	1.0063	0.9580
243.8404	1.0418	1.0147	0.9175
243.9928	1.0518	1.0360	0.9597
244.1452	1.0625	1.0684	0.9603
244.2976	1.0618	1.1007	0.9868
244.4500	1.0630	1.1130	1.2068
244.6024	1.0620	1.0924	1.1429
244.7548	1.0585	1.0492	1.0833
244.9072	1.0664	1.0079	1.0050
245.0596	1.0595	0.9882	0.8693
245.2120	1.0586	0.9970	0.9380
245.3644	1.0584	1.0274	0.9364
245.5168	1.0509	1.0629	0.9144
245.6692	1.0563	1.0874	0.9929
245.8216	1.0664	1.0937	1.0786
245.9740	1.0699	1.0840	1.1036
246.1264	1.0711	1.0655	1.1006
246.2788	1.0738	1.0446	1.1017
246.4312	1.0703	1.0258	1.0768
246.5836	1.0694	1.0132	0.9705
246.7360	1.0615	1.0097	0.9149
246.8884	1.0576	1.0144	0.9969
247.0408	1.0475	1.0226	0.9847
247.1932	1.0261	1.0260	0.9407
247.3456	1.0058	1.0163	0.9706
247.4980	1.0004	0.9938	0.9204
247.6504	1.0033	0.9680	0.9209
247.8028	0.9994	0.9509	0.9122
247.9552	0.9972	0.9491	0.8818
248.1076	0.9954	0.9603	0.9165
248.2600	0.9935	0.9725	0.9352
248.4124	0.9831	0.9733	0.9484
248.5648	0.9836	0.9615	0.9158
248.7172	0.9908	0.9457	0.9171
248.8696	0.9887	0.9353	0.9269
249.0220	0.9884	0.9344	0.9392
249.1744	0.9875	0.9393	0.9614
249.3268	0.9721	0.9426	0.9646
249.4792	0.9659	0.9413	0.9158
249.6316	0.9713	0.9391	0.8682
249.7840	0.9742	0.9416	0.8180
249.9364	0.9797	0.9518	0.8402
250.0888	1.0003	0.9698	0.8506
250.2412	1.0231	0.9932	0.9067
250.3936	1.0503	1.0193	0.9909
250.5460	1.0668	1.0466	1.0052
250.6984	1.0765	1.0724	1.0180
250.8508	1.0880	1.0887	1.0272
251.0032	1.1002	1.0884	1.0505
251.1556	1.1019	1.0740	1.0647
251.3080	1.1056	1.0556	1.0052
251.4604	1.1093	1.0427	0.9686
251.6128	1.1100	1.0426	0.9976
251.7652	1.1106	1.0584	0.9996
251.9176	1.1042	1.0842	0.9743
252.0700	1.0911	1.1077	1.0427
252.2224	1.1014	1.1192	1.0719
252.3748	1.1087	1.1163	1.0237
252.5272	1.1108	1.1051	0.9952
252.6796	1.1225	1.0964	0.9799
252.8320	1.1189	1.0952	1.0183
252.9844	1.1053	1.0941	1.0704
253.1368	1.1017	1.0820	1.0519
253.2892	1.0948	1.0559	1.0836
253.4416	1.0818	1.0226	1.0665
253.5940	1.0716	0.9935	0.9712
253.7464	1.0616	0.9773	0.9346
253.8988	1.0478	0.9748	0.9136
254.0512	1.0502	0.9816	0.9178
254.2036	1.0498	0.9961	0.9467
254.3560	1.0504	1.0191	0.9176
254.5084	1.0478	1.0480	0.9608
254.6608	1.0542	1.0740	1.0103
254.8132	1.0683	1.0874	1.0810
254.9656	1.0840	1.0846	1.0273
255.1180	1.0860	1.0734	0.9719
255.2704	1.0879	1.0660	0.9917
255.4228	1.0926	1.0674	0.9909
255.5752	1.0869	1.0722	1.0270
255.7276	1.0697	1.0720	1.0297
255.8800	1.0671	1.0630	1.0828
256.0324	1.0651	1.0481	1.0834
256.1848	1.0652	1.0342	1.0787
256.3372	1.0475	1.0247	0.9687
256.4896	1.0351	1.0158	0.9899
256.6420	1.0315	1.0019	0.9529
256.7944	1.0270	0.9825	0.9207
256.9468	1.0192	0.9640	0.9114
257.0992	1.0154	0.9543	0.8890
257.2516	1.0165	0.9570	0.9006
257.4040	0.9959	0.9678	0.9307
257.5564	0.9850	0.9773	0.9152
257.7088	0.9791	0.9766	0.8961
257.8612	0.9774	0.9618	0.9114
258.0136	0.9759	0.9366	0.9067
258.1660	0.9742	0.9107	0.8804
258.3184	0.9780	0.8931	0.8499
258.4708	0.9705	0.8882	0.9054
258.6232	0.9715	0.8947	0.9310
258.7756	0.9710	0.9065	0.9271
258.9280	0.9759	0.9163	0.9347
259.0804	1.0076	0.9253	0.9244
259.2328	1.0383	0.9441	0.8558
259.3852	1.0464	0.9820	0.9201
259.5376	1.0496	1.0372	0.9232
259.6900	1.0553	1.0926	0.9788
259.8424	1.0683	1.1212	1.0551
259.9948	1.0753	1.1100	1.0674
260.1472	1.0781	1.0744	1.0129
260.2996	1.0912	1.0403	0.9955
260.4520	1.0853	1.0230	0.9780
260.6044	1.0721	1.0269	0.9878
260.7568	1.0678	1.0477	0.9901
260.9092	1.0675	1.0731	1.0291
261.0616	1.0586	1.0886	1.0441
261.2140	1.0620	1.0874	1.0392
261.3664	1.0672	1.0747	0.9825
261.5188	1.0678	1.0617	1.0033
261.6712	1.0689	1.0583	1.0226
261.8236	1.0686	1.0659	1.0220
261.9760	1.0703	1.0781	1.0320
262.1284	1.0730	1.0866	1.0231
262.2808	1.0743	1.0891	1.0039
262.4332	1.0770	1.0890	0.9983
262.5856	1.0865	1.0896	1.0310
262.7380	1.0908	1.0907	1.0621
262.8904	1.0957	1.0899	1.0347
263.0428	1.0968	1.0858	1.0774
263.1952	1.0964	1.0799	1.0777
263.3476	1.0994	1.0749	1.0695
263.5000	1.0928	1.0723	1.0709
263.6524	1.0880	1.0717	1.0594
263.8048	1.0863	1.0713	1.0382
263.9572	1.0780	1.0684	1.0471
264.1096	1.0719	1.0621	1.0457
264.2620	1.0719	1.0559	0.9741
264.4144	1.0760	1.0561	0.9479
264.5668	1.0748	1.0653	1.0605
264.7192	1.0698	1.0792	1.0158
264.8716	1.0656	1.0896	1.0658
265.0240	1.0632	1.0897	1.0138
265.1764	1.0633	1.0789	0.9998
265.3288	1.0615	1.0624	1.0049
265.4812	1.0666	1.0479	0.9507
265.6336	1.0650	1.0420	0.9146
265.7860	1.0640	1.0482	0.9472
265.9384	1.0640	1.0649	0.9670
266.0908	1.0610	1.0830	1.0298
266.2432	1.0546	1.0907	1.0915
266.3956	1.0626	1.0837	1.0139
266.5480	1.0649	1.0689	1.0399
266.7004	1.0640	1.0564	1.0057
266.8528	1.0618	1.0510	0.9858
267.0052	1.0570	1.0512	1.0050
267.1576	1.0491	1.0516	0.9975
267.3100	1.0474	1.0489	0.9939
267.4624	1.0536	1.0443	1.0034
267.6148	1.0480	1.0406	1.0063
267.7672	1.0476	1.0386	1.0033
267.9196	1.0476	1.0354	0.9828
268.0720	1.0469	1.0252	1.0274
268.2244	1.0447	1.0047	1.0144
268.3768	1.0266	0.9784	0.9745
268.5292	1.0261	0.9575	0.9274
268.6816	1.0208	0.9509	0.9214
268.8340	1.0206	0.9593	0.9101
268.9864	1.0176	0.9758	0.9116
269.1388	1.0241	0.9922	0.9173
269.2912	1.0225	1.0054	0.9105
269.4436	1.0252	1.0165	0.9662
269.5960	1.0153	1.0244	1.0216
269.7484	1.0161	1.0251	1.0206
269.9008	1.0169	1.0166	1.0206
270.0532	1.0309	1.0041	1.0101
270.2056	1.0375	0.9968	0.9497
270.3580	1.0386	0.9999	0.9657
270.5104	1.0373	1.0116	0.9227
270.6628	1.0369	1.0262	0.9163
270.8152	1.0399	1.0378	0.9257
270.9676	1.0443	1.0437	0.9869
271.1200	1.0508	1.0449	1.0375
271.2724	1.0589	1.0449	1.0636
271.4248	1.0681	1.0460	1.0466
271.5772	1.0704	1.0482	1.0063
271.7296	1.0704	1.0508	1.0847
271.8820	1.0691	1.0522	1.0816
272.0344	1.0613	1.0498	1.0226
272.1868	1.0515	1.0419	1.0370
272.3392	1.0457	1.0303	1.0073
272.4916	1.0437	1.0189	0.9668
272.6440	1.0428	1.0115	0.9650
272.7964	1.0423	1.0091	0.9586
272.9488	1.0403	1.0097	0.9740
273.1012	1.0285	1.0119	0.9401
273.2536	1.0407	1.0179	0.8988
273.4060	1.0511	1.0307	0.9046
273.5584	1.0585	1.0497	0.9027
273.7108	1.0610	1.0689	0.9020
273.8632	1.0609	1.0810	0.9162
274.0156	1.0569	1.0836	1.0098
274.1680	1.0682	1.0805	1.0502
274.3204	1.0845	1.0775	1.0210
274.4728	1.0897	1.0783	1.0516
274.6252	1.0931	1.0842	1.0535
274.7776	1.0962	1.0952	0.9946
274.9300	1.0961	1.1072	1.0629
275.0824	1.0831	1.1128	1.0762
275.2348	1.0739	1.1062	1.0926
275.3872	1.0719	1.0869	1.0668
275.5396	1.0698	1.0608	1.0524
275.6920	1.0703	1.0377	1.0397
275.8444	1.0659	1.0250	0.9964
275.9968	1.0546	1.0235	0.9676
276.1492	1.0390	1.0286	1.0019
276.3016	1.0312	1.0347	1.0150
276.4540	1.0302	1.0374	1.0082
276.6064	1.0283	1.0339	0.9784
276.7588	1.0266	1.0246	1.0403
276.9112	1.0298	1.0127	0.9967
277.0636	1.0285	1.0017	0.9498
277.2160	1.0278	0.9931	0.9889
277.3684	1.0250	0.9864	0.9977
277.5208	1.0160	0.9813	0.9916
277.6732	1.0309	0.9807	0.9497
277.8256	1.0377	0.9901	0.9072
277.9780	1.0388	1.0129	0.9574
278.1304	1.0390	1.0451	0.9728
278.2828	1.0402	1.0750	0.9793
278.4352	1.0424	1.0884	1.0393
278.5876	1.0428	1.0789	1.0147
278.7400	1.0423	1.0531	0.9800
278.8924	1.0422	1.0245	0.9884
279.0448	1.0408	1.0047	0.9851
279.1972	1.0239	0.9975	0.9667
279.3496	1.0136	0.9993	0.9734
279.5020	1.0047	1.0036	0.9433
279.6544	1.0031	1.0068	0.9021
279.8068	1.0028	1.0086	0.8838
279.9592	1.0021	1.0091	0.9497
280.1116	0.9996	1.0069	0.9698
280.2640	0.9929	1.0012	0.9788
280.4164	0.9918	0.9935	0.9658
280.5688	0.9920	0.9874	0.9475
280.7212	0.9928	0.9850	0.9575
280.8736	0.9965	0.9857	0.9649
281.0260	0.9933	0.9873	0.9597
281.1784	1.0023	0.9911	0.9717
281.3308	1.0102	1.0010	0.9973
281.4832	1.0125	1.0192	0.9688
281.6356	1.0172	1.0425	0.9626
281.7880	1.0371	1.0622	0.9842
281.9404	1.0408	1.0687	1.0000
282.0928	1.0439	1.0601	1.0080
282.2452	1.0460	1.0441	1.0138
282.3976	1.0507	1.0289	1.0132
282.5500	1.0511	1.0149	1.0025
282.7024	1.0381	0.9999	0.9966
282.8548	1.0475	0.9856	0.9165
283.0072	1.0485	0.9773	0.8880
283.1596	1.0481	0.9810	0.8862
283.3120	1.0501	0.9996	0.8986
283.4644	1.0402	1.0273	0.9188
283.6168	1.0336	1.0494	1.0093
283.7692	1.0327	1.0533	0.9720
283.9216	1.0331	1.0370	0.9304
284.0740	1.0443	1.0091	0.9414
284.2264	1.0428	0.9839	0.9285
284.3788	1.0380	0.9741	0.8934
284.5312	1.0356	0.9833	0.9458
284.6836	1.0256	1.0050	0.9436
284.8360	0.9973	1.0260	0.9715
284.9884	0.9920	1.0311	0.9942
285.1408	0.9899	1.0144	0.9621
285.2932	0.9875	0.9856	0.9486
285.4456	0.9829	0.9599	0.9464
285.5980	0.9780	0.9471	0.9422
285.7504	0.9757	0.9498	0.9515
285.9028	0.9781	0.9642	0.9362
286.0552	0.9813	0.9842	0.9326
286.2076	0.9862	1.0043	0.9452
286.3600	0.9913	1.0212	0.9792
286.5124	1.0115	1.0333	1.0275
286.6648	1.0266	1.0405	1.0462
286.8172	1.0303	1.0437	1.0873
286.9696	1.0331	1.0434	1.0745
287.1220	1.0393	1.0412	1.0273
287.2744	1.0417	1.0397	1.0316
287.4268	1.0358	1.0395	1.0262
287.5792	1.0338	1.0398	1.0692
287.7316	1.0322	1.0397	1.0476
287.8840	1.0289	1.0389	1.0351
288.0364	1.0297	1.0370	1.0134
288.1888	1.0289	1.0352	0.9934
288.3412	1.0322	1.0349	1.0121
288.4936	1.0342	1.0361	0.9710
288.6460	1.0347	1.0367	0.9860
288.7984	1.0351	1.0352	1.0325
288.9508	1.0375	1.0313	1.0242
289.1032	1.0357	1.0256	1.0337
289.2556	1.0341	1.0189	1.0588
289.4080	1.0303	1.0114	1.0528
289.5604	1.0252	1.0027	1.0188
289.7128	1.0179	0.9926	0.9833
289.8652	1.0106	0.9812	0.9089
290.0176	0.9891	0.9689	0.9094
290.1700	0.9789	0.9571	0.9040
290.3224	0.9765	0.9483	0.8864
290.4748	0.9750	0.9442	0.9044
290.6272	0.9723	0.9454	0.9193
290.7796	0.9739	0.9515	0.9119
290.9320	0.9811	0.9612	0.9454
291.0844	0.9796	0.9718	0.9662
291.2368	0.9774	0.9805	0.9706
291.3892	0.9736	0.9851	0.9677
291.5416	0.9559	0.9814	0.9754
291.6940	0.9395	0.9650	0.9828
291.8464	0.9323	0.9376	0.8883
291.9988	0.9290	0.9068	0.8664
292.1512	0.9307	0.8827	0.8659
292.3036	0.9370	0.8751	0.8580
292.4560	0.9437	0.8900	0.8547
292.6084	0.9490	0.9256	0.9246
292.7608	0.9551	0.9729	0.9887
292.9132	0.9678	1.0161	1.0214
293.0656	0.9869	1.0370	1.0408
293.2180	0.9981	1.0291	1.0165
293.3704	1.0017	1.0050	0.9939
293.5228	1.0076	0.9831	0.9941
293.6752	1.0165	0.9745	0.9912
293.8276	1.0168	0.9826	0.9986
293.9800	1.0272	1.0044	1.0473
294.1324	1.0297	1.0312	1.0423
294.2848	1.0265	1.0528	1.0415
294.4372	1.0247	1.0635	1.0336
294.5896	1.0295	1.0643	1.0405
294.7420	1.0561	1.0612	1.0652
294.8944	1.0638	1.0601	1.0751
295.0468	1.0657	1.0631	1.0742
295.1992	1.0677	1.0680	1.0792
295.3516	1.0690	1.0716	1.0724
295.5040	1.0745	1.0726	1.0763
295.6564	1.0764	1.0711	1.0458
295.8088	1.0758	1.0686	1.0407
295.9612	1.0715	1.0667	1.0418
296.1136	1.0696	1.0648	1.0574
296.2660	1.0683	1.0615	1.0724
296.4184	1.0669	1.0573	1.0452
296.5708	1.0721	1.0551	1.0278
296.7232	1.0734	1.0583	1.0172
296.8756	1.0725	1.0676	1.0427
297.0280	1.0711	1.0790	1.0323
297.1804	1.0708	1.0869	1.0337
297.3328	1.0777	1.0883	1.0621
297.4852	1.0820	1.0855	1.0592
297.6376	1.0815	1.0823	1.0704
297.7900	1.0830	1.0797	1.0675
297.9424	1.0833	1.0768	1.0832
298.0948	1.0849	1.0735	1.0722
298.2472	1.0871	1.0717	1.0765
298.3996	1.0857	1.0733	1.0572
298.5520	1.0846	1.0783	1.0880
298.7044	1.0854	1.0839	1.0962
298.8568	1.0798	1.0869	1.1142
299.0092	1.0758	1.0871	1.0876
299.1616	1.0736	1.0858	1.0429
299.3140	1.0725	1.0843	1.0617
299.4664	1.0710	1.0832	1.0517
299.6188	1.0670	1.0819	1.0732
299.7712	1.0569	1.0778	1.0545
299.9236	1.0540	1.0686	1.0511
300.0760	1.0526	1.0550	1.0447
300.2284	1.0518	1.0401	1.0432
300.3808	1.0506	1.0286	1.0438
300.5332	1.0460	1.0237	1.0359
300.6856	1.0413	1.0257	1.0303
300.8380	1.0382	1.0321	1.0086
300.9904	1.0368	1.0401	1.0126
301.1428	1.0363	1.0469	1.0113
301.2952	1.0351	1.0498	1.0181
301.4476	1.0344	1.0468	1.0249
301.6000	1.0347	1.0380	0.9848
301.7524	1.0263	1.0252	1.0033
301.9048	1.0218	1.0119	1.0123
302.0572	1.0205	1.0016	1.0136
302.2096	1.0181	0.9956	1.0188
302.3620	1.0196	0.9933	1.0412
302.5144	1.0213	0.9934	0.9744
302.6668	1.0188	0.9946	0.9732
302.8192	1.0194	0.9960	0.9888
302.9716	1.0195	0.9977	0.9882
303.1240	1.0190	0.9989	0.9754
303.2764	1.0202	0.9985	0.9813
303.4288	1.0212	0.9955	1.0005
303.5812	1.0054	0.9888	1.0205
303.7336	0.9960	0.9776	1.0067
303.8860	0.9899	0.9631	0.9972
304.0384	0.9736	0.9485	0.9884
304.1908	0.9554	0.9357	0.9546
304.3432	0.9414	0.9246	0.8459
304.4956	0.9266	0.9139	0.8341
304.6480	0.9235	0.9027	0.8473
304.8004	0.9243	0.8929	0.8568
304.9528	0.9328	0.8897	0.8620
305.1052	0.9479	0.8973	0.8985
305.2576	0.9527	0.9154	0.9037
305.4100	0.9560	0.9360	0.9721
305.5624	0.9616	0.9487	0.9630
305.7148	0.9813	0.9498	0.9674
305.8672	1.0073	0.9480	0.9194
306.0196	1.0110	0.9555	0.9171
306.1720	1.0140	0.9763	0.9690
306.3244	1.0131	1.0028	0.9748
306.4768	1.0150	1.0219	0.9786
306.6292	1.0246	1.0263	0.9723
306.7816	1.0280	1.0192	0.9528
306.9340	1.0335	1.0088	1.0126
307.0864	1.0403	1.0021	1.0216
307.2388	1.0482	1.0038	1.0009
307.3912	1.0488	1.0155	0.9858
307.5436	1.0432	1.0336	1.0145
307.6960	1.0382	1.0494	1.0082
307.8484	1.0344	1.0532	1.0137
308.0008	1.0338	1.0429	1.0352
308.1532	1.0344	1.0270	0.9839
308.3056	1.0367	1.0169	0.9481
308.4580	1.0486	1.0178	0.9798
308.6104	1.0502	1.0262	0.9688
308.7628	1.0447	1.0344	0.9753
308.9152	1.0458	1.0363	0.9728
309.0676	1.0458	1.0307	0.9683
309.2200	1.0350	1.0190	0.9760
309.3724	1.0430	1.0047	1.0369
309.5248	1.0450	0.9951	0.9880
309.6772	1.0441	0.9983	0.9288
309.8296	1.0438	1.0179	0.9276
309.9820	1.0305	1.0471	0.9294
310.1344	1.0183	1.0689	0.9666
310.2868	1.0271	1.0688	0.9768
310.4392	1.0328	1.0497	0.9867
310.5916	1.0444	1.0268	0.9887
310.7440	1.0550	1.0137	0.9962
310.8964	1.0577	1.0160	1.0279
311.0488	1.0612	1.0319	1.0672
311.2012	1.0635	1.0543	1.0698
311.3536	1.0688	1.0747	1.0894
311.5060	1.0736	1.0861	1.0596
311.6584	1.0748	1.0851	1.0362
311.8108	1.0763	1.0751	1.0333
311.9632	1.0810	1.0639	1.0285
312.1156	1.0820	1.0579	1.0278
312.2680	1.0827	1.0588	1.0497
312.4204	1.0821	1.0641	1.0652
312.5728	1.0792	1.0689	1.0580
312.7252	1.0834	1.0688	1.0510
312.8776	1.0845	1.0637	1.0418
313.0300	1.0844	1.0575	1.0501
313.1824	1.0833	1.0552	1.0421
313.3348	1.0796	1.0595	1.0196
313.4872	1.0767	1.0683	1.0315
313.6396	1.0759	1.0752	1.0355
313.7920	1.0739	1.0753	1.0162
313.9444	1.0727	1.0698	0.9913
314.0968	1.0785	1.0631	1.0132
314.2492	1.0751	1.0579	1.0271
314.4016	1.0711	1.0534	1.0494
314.5540	1.0705	1.0471	1.0564
314.7064	1.0636	1.0373	1.0611
314.8588	1.0574	1.0249	1.0600
315.0112	1.0625	1.0131	0.9323
315.1636	1.0674	1.0042	0.9281
315.3160	1.0668	0.9999	0.9263
315.4684	1.0651	1.0030	0.9257
315.6208	1.0636	1.0126	0.9493
315.7732	1.0529	1.0175	1.0105
315.9256	1.0379	1.0023	1.0503
316.0780	1.0106	0.9630	1.0200
316.2304	1.0189	0.9112	1.0145
316.3828	1.0308	0.8665	1.0148
316.5352	1.0323	0.8472	0.9799
316.6876	1.0278	0.8633	0.8071
316.8400	1.0243	0.9136	0.8168
316.9924	1.0074	0.9867	0.9707
317.1448	1.0046	1.0585	1.0206
317.2972	1.0170	1.0979	0.9755
317.4496	1.0617	1.0926	1.0124
317.6020	1.0684	1.0615	0.9937
317.7544	1.0557	1.0276	0.9990
317.9068	1.0527	1.0002	1.0470
318.0592	1.0547	0.9823	1.0282
318.2116	1.0527	0.9762	0.9832
318.3640	1.0560	0.9833	0.9685
318.5164	1.0659	1.0059	0.9930
318.6688	1.0767	1.0448	1.0231
318.8212	1.0849	1.0906	1.0577
318.9736	1.0894	1.1270	1.0209
319.1260	1.0952	1.1416	1.0610
319.2784	1.1065	1.1349	1.0566
319.4308	1.1109	1.1158	1.0616
319.5832	1.1117	1.0939	1.0762
319.7356	1.1112	1.0748	1.1038
319.8880	1.1088	1.0603	1.1101
320.0404	1.1048	1.0526	1.0727
320.1928	1.1051	1.0538	1.0097
320.3452	1.1018	1.0624	1.0106
320.4976	1.0938	1.0728	1.0267
320.6500	1.0857	1.0787	1.0305
320.8024	1.0821	1.0775	1.0281
320.9548	1.0832	1.0706	1.0244
321.1072	1.0822	1.0606	1.0246
321.2596	1.0819	1.0491	1.0224
321.4120	1.0828	1.0385	1.0260
321.5644	1.0888	1.0330	1.0151
321.7168	1.0856	1.0353	1.0133
321.8692	1.0810	1.0443	0.9843
322.0216	1.0737	1.0553	0.9868
322.1740	1.0714	1.0625	0.9950
322.3264	1.0721	1.0617	1.0233
322.4788	1.0715	1.0538	1.0182
322.6312	1.0709	1.0460	1.0168
322.7836	1.0792	1.0476	0.9957
322.9360	1.0952	1.0651	0.9947
323.0884	1.1067	1.0971	0.9939
323.2408	1.1083	1.1325	0.9970
323.3932	1.1098	1.1564	1.0439
323.5456	1.1130	1.1617	1.0625
323.6980	1.1223	1.1508	1.1048
323.8504	1.1328	1.1305	1.0666
324.0028	1.1314	1.1088	1.0906
324.1552	1.1343	1.0936	1.1329
324.3076	1.1263	1.0899	1.1434
324.4600	1.1090	1.0973	1.1297
324.6124	1.0984	1.1103	1.0876
324.7648	1.0878	1.1209	1.0696
324.9172	1.0844	1.1222	1.0722
325.0696	1.0833	1.1132	1.0596
325.2220	1.0806	1.0982	1.0582
325.3744	1.0774	1.0820	1.0323
325.5268	1.0734	1.0674	1.0466
325.6792	1.0718	1.0565	1.0674
325.8316	1.0713	1.0494	1.0715
325.9840	1.0718	1.0454	1.0693
326.1364	1.0741	1.0451	1.0715
326.2888	1.0740	1.0500	1.0645
326.4412	1.0750	1.0604	1.0453
326.5936	1.0756	1.0747	1.0580
326.7460	1.0760	1.0892	1.0504
326.8984	1.0774	1.0979	1.0591
327.0508	1.0799	1.0955	1.0729
327.2032	1.0827	1.0823	1.0679
327.3556	1.0854	1.0638	1.0681
327.5080	1.0846	1.0467	1.0675
327.6604	1.0825	1.0361	1.0676
327.8128	1.0795	1.0345	1.0591
327.9652	1.0728	1.0398	1.0481
328.1176	1.0642	1.0471	1.0426
328.2700	1.0602	1.0521	1.0091
328.4224	1.0588	1.0526	1.0117
328.5748	1.0557	1.0488	1.0199
328.7272	1.0490	1.0427	1.0147
328.8796	1.0398	1.0366	0.9712
329.0320	1.0349	1.0313	0.9576
329.1844	1.0368	1.0267	0.9700
329.3368	1.0413	1.0234	0.9802
329.4892	1.0509	1.0240	0.9949
329.6416	1.0638	1.0313	1.0082
329.7940	1.0723	1.0453	1.0557
329.9464	1.0749	1.0617	1.0842
330.0988	1.0769	1.0737	1.0950
330.2512	1.0824	1.0768	1.0736
330.4036	1.0904	1.0724	1.0363
330.5560	1.0918	1.0651	1.0245
330.7084	1.0891	1.0579	1.0174
330.8608	1.0886	1.0523	1.0204
331.0132	1.0895	1.0499	1.0273
331.1656	1.0961	1.0525	1.0243
331.3180	1.1026	1.0620	1.0423
331.4704	1.1057	1.0785	1.0666
331.6228	1.1086	1.0984	1.0583
331.7752	1.1137	1.1156	1.0655
331.9276	1.1215	1.1241	1.1105
332.0800	1.1278	1.1218	1.1035
332.2324	1.1306	1.1114	1.0626
332.3848	1.1311	1.1002	1.0555
332.5372	1.1309	1.0951	1.0703
332.6896	1.1317	1.0961	1.0841
332.8420	1.1188	1.0955	1.0630
332.9944	1.0946	1.0847	1.0017
333.1468	1.0834	1.0621	0.9633
333.2992	1.0819	1.0345	0.9663
333.4516	1.0817	1.0122	0.9683
333.6040	1.0863	1.0035	0.9553
333.7564	1.0896	1.0109	0.9647
333.9088	1.0860	1.0300	1.0349
334.0612	1.0809	1.0510	1.1156
334.2136	1.0790	1.0618	1.1500
334.3660	1.0749	1.0556	1.1490
334.5184	1.0830	1.0390	1.0997
334.6708	1.0934	1.0274	1.0111
334.8232	1.0924	1.0320	0.9782
334.9756	1.0918	1.0533	0.9863
335.1280	1.0890	1.0821	0.9866
335.2804	1.0797	1.1023	1.0149
335.4328	1.0689	1.1022	1.0507
335.5852	1.0792	1.0867	1.0007
335.7376	1.0930	1.0723	0.9488
335.8900	1.0934	1.0731	0.9430
336.0424	1.0913	1.0931	0.9456
336.1948	1.0855	1.1225	0.9675
336.3472	1.0727	1.1414	1.0192
336.4996	1.0648	1.1368	1.0559
336.6520	1.0761	1.1149	1.0170
336.8044	1.0884	1.0926	0.9910
336.9568	1.0905	1.0827	1.0007
337.1092	1.0889	1.0882	1.0067
337.2616	1.0863	1.1007	1.0143
337.4140	1.0820	1.1079	1.0327
337.5664	1.0828	1.1059	1.0410
337.7188	1.0902	1.0996	1.0503
337.8712	1.1053	1.0953	1.0684
338.0236	1.1160	1.0970	1.0822
338.1760	1.1193	1.1050	1.0713
338.3284	1.1206	1.1163	1.0672
338.4808	1.1192	1.1271	1.0723
338.6332	1.1159	1.1347	1.0914
338.7856	1.1154	1.1358	1.1088
338.9380	1.1153	1.1292	1.0840
339.0904	1.1107	1.1180	1.0657
339.2428	1.1055	1.1071	1.0630
339.3952	1.1004	1.0988	1.0583
339.5476	1.0967	1.0917	1.0700
339.7000	1.0948	1.0830	1.0666
339.8524	1.0920	1.0710	1.0458
340.0048	1.0859	1.0558	1.0410
340.1572	1.0699	1.0377	1.0353
340.3096	1.0625	1.0185	1.0306
340.4620	1.0611	1.0005	1.0260
340.6144	1.0640	0.9872	1.0289
340.7668	1.0785	0.9833	1.0120
340.9192	1.0820	0.9920	0.9843
341.0716	1.0769	1.0129	1.0068
341.2240	1.0711	1.0397	1.0424
341.3764	1.0727	1.0610	1.0525
341.5288	1.0766	1.0652	1.0607
341.6812	1.0804	1.0513	1.0150
341.8336	1.0834	1.0312	0.9748
341.9860	1.0833	1.0189	0.9598
342.1384	1.0664	1.0192	1.0042
342.2908	1.0544	1.0266	1.0218
342.4432	1.0577	1.0316	0.9918
342.5956	1.0640	1.0295	0.9783
342.7480	1.0698	1.0246	0.9858
342.9004	1.0757	1.0245	0.9880
343.0528	1.0845	1.0313	0.9898
343.2052	1.0928	1.0384	1.0109
