OCEAN DRILLING PROGRAM		
Hole: 995B		
Leg: 164		
Shear Sonic Tool		
Operator: Borehole Research Group (Lamont Doherty Earth 		
Date: 11/2/1995		

"Note: for further information about the tool and the data processing performed, refer to the paper: Guerin et al., "Characterization of in situ elastic properties of gas hydrate-bearing sediments on the Blake Ridge, J. Geophys. Res., 104(8), 17,781-17,795, 1999".		

DEPTH	VP	VS
mbsf	m/s	m/s
508.39	1669.5	653.09
508.24	1689.73	531
508.09	1704.98	408.92
507.94	1723.82	308.21
507.79	1735.51	315.94
507.64	1730.67	325.14
507.49	1719.66	325.14
507.34	1714.82	325.14
507.19	1707.51	353.42
507.04	1706.3	356.59
506.89	1707.5	352.96
506.74	1714.76	352.96
506.59	1718.38	352.96
506.44	1717.19	317.85
506.29	1718.4	306.95
506.14	1717.2	301.38
505.99	1720.95	301.38
505.86	1724.64	301.38
505.74	1735.65	301.38
505.62	1739.32	406.64
505.5	1739.32	406.64
505.38	1747.88	528.73
505.24	1745.37	650.81
505.09	1745.37	697.74
504.94	1742.87	592.48
504.79	1736.79	595.55
504.64	1731.85	476.33
504.49	1728.15	400.62
504.34	1724.46	374.42
504.19	1721.99	458.52
504.04	1728.06	537.87
503.89	1730.51	612.11
503.74	1730.51	687.83
503.59	1728.09	764.44
503.44	1725.66	777.28
503.29	1723.2	699.83
503.14	1725.69	627.75
502.99	1731.89	510.28
502.84	1743.06	535.02
502.69	1749.22	438.08
502.54	1754.16	446.51
502.39	1756.69	455.19
502.24	1757.96	553.4
502.09	1754.16	436.31
501.94	1761.84	493.12
501.79	1768.23	525.9
501.64	1773.39	565.72
501.49	1779.87	515.58
501.34	1796.96	572.92
501.19	1805	579.07
501.04	1817.09	575.65
500.89	1833.53	581.46
500.74	1850.09	589.05
500.59	1857.12	584.08
500.44	1843.93	577.93
500.29	1830.53	553.7
500.14	1811.5	548.11
499.99	1791.02	520.34
499.84	1779.9	493.94
499.69	1787.7	466.17
499.54	1795.62	479.85
499.41	1800.85	455.21
499.29	1804.77	454.86
499.17	1798.15	466.39
499.07	1798.15	488.7
498.98	1791.62	506.61
498.87	1782.42	516.5
498.75	1782.42	529.52
498.63	1775.9	531.19
498.49	1770.7	523.85
498.34	1778.67	519.07
498.19	1789.23	541.31
498.04	1799.78	557.38
497.89	1804.98	554.01
497.74	1812.84	544.53
497.59	1807.49	543.17
497.44	1802.13	523.58
497.29	1796.78	519.49
497.16	1800.78	532.11
497.04	1794.2	550.91
496.92	1783.95	560.12
496.8	1783.95	564.57
496.68	1776.21	629.51
496.54	1765.96	637.56
496.39	1748.01	645.97
496.24	1737.97	714.84
496.09	1733.07	725.11
495.94	1724.44	603.03
495.79	1715.94	548.64
495.64	1701.91	493.78
495.49	1690.14	379.27
495.34	1680.73	367.18
495.19	1673.66	414.77
495.04	1685.94	456.43
494.89	1710	499.6
494.76	1731.81	549.73
494.64	1740.02	517.17
494.52	1727.8	523.74
494.4	1727.8	528.84
494.28	1699.71	531.71
494.14	1671.22	515.73
493.99	1641.64	504.03
493.84	1624.52	449.86
493.69	1627.76	396.01
493.54	1627.76	465.2
493.39	1624.52	524.78
493.24	1623.44	595.83
493.09	1622.36	715.76
492.94	1624.56	726.79
492.79	1633.41	605.03
492.64	1639.96	565.32
492.49	1645.44	494.27
492.34	1649.8	496.43
492.19	1661.25	607.48
492.04	1671.81	729.24
491.89	1685.74	721.27
491.74	1699.67	765.27
491.59	1714.72	765.27
491.44	1718.31	765.27
491.29	1719.52	694.73
491.14	1721.96	763.18
490.99	1723.18	833.44
490.84	1721.97	797.89
490.69	1730.72	736.8
490.54	1734.44	733.04
490.39	1740.64	659.61
490.26	1745.55	597.51
490.14	1749.19	564.19
490.02	1739.23	554.44
489.9	1739.23	560.82
489.78	1733.07	584.94
489.64	1724.45	589.92
489.49	1717.14	611.68
489.34	1712.3	641.86
489.19	1712.3	686.06
489.04	1704.03	712.5
488.91	1702.83	711.16
488.79	1704.03	691.21
488.67	1704.03	661.55
488.55	1704.03	616.39
488.43	1704.03	581.65
488.29	1712.3	623.2
488.14	1715.91	621.48
487.99	1715.91	615.17
487.84	1718.32	614.54
487.69	1715.91	599.51
487.54	1713.51	549.85
487.39	1712.3	496.53
487.24	1711.1	498.97
487.09	1706.33	446.39
486.94	1705.14	396.95
486.79	1707.54	349.26
486.64	1709.98	349.26
486.49	1716.05	301.38
486.34	1724.49	301.38
486.19	1731.75	301.65
486.04	1737.91	309.61
485.89	1742.89	355.51
485.74	1749.18	400.5
485.59	1752.93	400.5
485.44	1757.95	400.23
485.29	1761.75	392.27
485.14	1759.24	346.37
484.99	1756.7	301.38
484.84	1756.7	301.38
484.69	1755.43	352.02
484.54	1754.16	402.85
484.39	1755.4	457.45
484.24	1755.4	507.48
484.09	1756.67	512.52
483.94	1757.94	467.09
483.79	1759.22	421.64
483.64	1766.9	372.15
483.49	1773.33	322.12
483.34	1779.81	317.74
483.19	1783.67	313.38
483.04	1784.96	308.38
482.89	1781.07	303.28
482.74	1777.18	303.28
482.59	1769.44	302.62
482.44	1782.93	301.77
482.29	1782.93	301.38
482.14	1768.2	301.38
481.99	1748.82	301.38
481.84	1729.71	350.72
481.69	1690.86	402.47
481.54	1666.8	453.21
481.39	1659.89	498.92
481.24	1656.49	544.64
481.09	1655.36	543.18
480.94	1657.62	542.67
480.79	1662.17	541.67
480.64	1665.59	545.69
480.49	1671.3	549.5
480.34	1677	551.16
480.19	1680.45	544.9
480.04	1678.16	542.48
479.89	1678.16	541.4
479.74	1674.71	491.86
479.61	1670.13	442.33
479.49	1664.43	450.55
479.37	1661.05	403.52
479.25	1661.05	355.22
479.13	1653.17	355.34
478.99	1648.69	404.88
478.84	1639.89	351.67
478.69	1633.3	399.66
478.54	1635.54	448.05
478.39	1641.13	447.93
478.24	1644.48	398.4
478.09	1652.15	398.4
477.94	1663.29	356.71
477.79	1667.87	307.96
477.61	1671.32	370.17
477.43	1681.8	432.26
477.25	1700.48	480.52
477.07	1706.38	524.38
476.89	1711.09	576.55
476.74	1706.35	565.78
476.59	1707.57	550.15
476.44	1702.86	505.48
476.29	1696.95	505.78
476.14	1692.25	471.4
475.99	1693.42	437.78
475.84	1682.79	409.05
475.69	1680.49	464.55
475.54	1679.33	461.31
475.39	1674.75	443.53
475.24	1673.58	425.71
475.09	1674.73	407.98
474.94	1675.87	348.88
474.79	1675.87	310.15
474.64	1680.45	318.96
474.49	1676.98	318.96
474.34	1674.69	318.96
474.19	1672.4	318.96
474.04	1670.12	310.19
473.89	1666.67	344.32
473.74	1654.53	387.52
473.59	1639.34	429.08
473.44	1626.24	429.08
473.29	1610.02	429.08
473.14	1607.76	386.14
472.99	1617.62	342.94
472.86	1630.55	349.17
472.74	1638.07	394.24
472.62	1652.03	442.41
472.5	1652.03	491.45
472.38	1654.29	541.39
472.24	1654.29	539.14
472.09	1653.17	541.65
471.94	1645.66	540.79
471.79	1635.86	538.96
471.64	1622.75	532.94
471.49	1611.83	529.82
471.34	1603.16	527.58
471.19	1606.34	529.51
471.04	1608.46	531.54
470.89	1610.57	536.28
470.74	1612.7	543.1
470.59	1616.98	547.48
470.44	1621.32	510.93
470.29	1632.39	513.97
470.14	1643.38	518.84
469.99	1656.75	523.35
469.84	1663.39	519.15
469.69	1674.77	522.1
469.54	1679.41	484.35
469.39	1685.19	478.61
469.24	1695.97	478.93
469.09	1711.33	487.46
468.94	1714.9	520.08
468.79	1717.27	505.56
468.64	1719.64	457.77
468.49	1717.18	403.71
468.34	1711.11	349.65
468.19	1709.91	301.38
468.04	1709.91	365.85
467.89	1718.47	434.95
467.74	1714.86	504.32
467.59	1717.26	511.19
467.44	1718.46	633.27
467.29	1722.07	690.35
467.16	1717.13	740.12
467.04	1721.97	792.83
466.92	1721.97	908.05
466.8	1721.97	785.97
466.68	1721.97	664.42
466.54	1719.55	549.66
466.39	1717.13	465.13
466.24	1715.91	359.45
466.09	1722.07	374.95
465.94	1733.23	378.11
465.79	1744.4	433.58
465.64	1758.15	411.43
465.49	1769.48	450.82
465.34	1778.48	491.79
465.19	1777.2	531.65
465.04	1775.93	534.3
464.89	1775.93	569.73
464.74	1774.63	565.07
464.59	1774.63	567
464.44	1778.49	578.36
464.29	1782.35	573.85
464.14	1783.65	570.99
463.99	1787.56	565.02
463.86	1786.25	555.96
463.74	1786.25	551.01
463.62	1784.95	542.74
463.5	1784.95	552.93
463.38	1781.07	557.59
463.24	1774.59	553.33
463.09	1768.16	559.37
462.94	1755.62	510.17
462.79	1739.6	502.84
462.64	1726.05	503.94
462.49	1712.59	513.36
462.34	1698.06	505
462.19	1709.31	557.03
462.04	1725.33	506.2
461.89	1741.46	517.97
461.74	1757.48	524.59
461.61	1770.75	537.52
461.49	1765.66	544.81
461.37	1760.58	605.21
461.25	1760.58	542.5
461.13	1754.19	543.11
460.99	1744.16	544.79
460.84	1730.89	548.43
460.69	1718.79	498.12
460.54	1706.68	509.14
460.39	1694.58	458.61
460.24	1689.77	406.89
460.09	1694.48	353.6
459.94	1701.64	343.52
459.79	1710.02	380.28
459.64	1720.88	413.71
459.49	1733.15	448.61
459.34	1746.8	485.33
459.19	1758.13	485.33
459.04	1768.24	437.55
458.89	1775.87	392.93
458.74	1778.43	470.12
458.59	1775.87	545.55
458.44	1765.76	609.39
458.29	1749.63	673.47
458.14	1728.82	744.1
457.99	1715.17	716.95
457.84	1706.48	656.59
457.69	1701.64	648.45
457.54	1705.24	584.36
457.39	1717.17	635.82
457.24	1720.79	585.96
457.09	1722	532.35
456.94	1728.08	532.79
456.79	1731.75	544.58
456.64	1730.51	422.49
456.49	1732.97	388.52
456.34	1741.71	484.34
456.19	1751.89	550.29
456.04	1763.39	660.59
455.89	1780.11	769.99
455.74	1794.26	880.96
455.59	1803.46	880.52
455.44	1808.78	758.44
455.29	1812.78	758.44
455.14	1810.1	650.53
454.99	1799.7	528.45
454.84	1781.75	462.84
454.69	1763.8	532.49
454.54	1744.64	482.88
454.39	1724.56	550.34
454.24	1707.73	619.3
454.09	1697.1	658.39
453.94	1693.48	634.82
453.79	1695.92	612.78
453.64	1720.03	594.05
453.49	1752.7	576.94
453.34	1790.97	622.07
453.19	1828.01	615.06
453.04	1860.2	604.1
452.89	1878.77	569.09
452.74	1899.15	527.28
452.59	1915.48	451.56
452.44	1908.29	453.79
452.29	1901.1	465.76
452.14	1892.3	491.01
451.99	1876.1	534.07
451.84	1854.17	553.72
451.69	1844.55	563.56
451.54	1832.27	571.8
451.39	1817.15	593.3
451.24	1804.87	598.02
451.09	1787.77	589.03
450.94	1777.37	599.49
450.79	1756.26	618.17
450.64	1741.1	676.93
450.49	1723.54	701.35
450.34	1710.27	720.36
450.19	1696.9	699.73
450.04	1694.58	679.08
449.89	1688.64	617.44
449.74	1688.64	657.28
449.59	1695.75	697.78
449.44	1704.13	771.32
449.29	1707.62	756.81
449.14	1703.01	705.4
448.99	1692.6	625.22
448.84	1675.36	558.22
448.69	1655.68	443.71
448.54	1645.42	449.65
448.39	1642.04	490.81
448.24	1653.65	529.18
448.09	1670.89	595.42
447.94	1686.92	595.42
447.79	1700.76	552.38
447.64	1719.6	598.27
447.49	1709.12	517.99
447.34	1699.7	412.06
447.19	1680.43	412.06
447.04	1659.02	405.96
446.89	1645.85	311.22
446.74	1651.59	353.55
446.59	1662.22	344.87
446.44	1688.86	349
446.29	1717.63	349
446.14	1733.31	349
445.99	1747.94	306.67
445.84	1759.27	402.87
445.69	1765.66	415.52
445.54	1773.34	442.51
445.39	1781.09	459.06
445.26	1786.25	474.56
445.14	1786.25	390.17
445.02	1787.56	454.63
444.9	1787.56	428.61
444.78	1788.87	469.54
444.64	1788.87	502.99
444.49	1792.84	534.21
444.34	1798.12	507.99
444.19	1800.76	557.96
444.04	1800.76	550.6
443.89	1800.76	548.49
443.74	1800.76	561.46
443.59	1799.42	568.89
443.44	1798.1	563.21
443.29	1798.1	575.91
443.14	1795.48	584.66
443.01	1788.91	596.2
442.89	1783.67	594.86
442.77	1779.76	616.54
442.65	1779.76	553.71
442.53	1775.84	543.29
442.39	1763.3	524.84
442.24	1753.27	513.55
442.09	1744.46	513.55
441.94	1738.12	568.59
441.79	1730.54	581.36
441.64	1734.21	592.85
441.49	1740.41	600.73
441.34	1740.41	582.84
441.19	1744.19	571.27
441.04	1750.48	556.53
440.89	1755.49	538.98
440.74	1754.24	530.21
440.59	1763.05	544.12
440.44	1769.52	546.38
440.29	1776.05	541.93
440.14	1779.91	521.15
439.99	1783.71	497.84
439.84	1782.42	478.27
439.69	1781.11	479.85
439.54	1773.31	500.67
439.39	1774.61	536.96
439.24	1775.9	564.74
439.09	1774.62	572.81
438.94	1773.32	573.19
438.79	1774.59	563.65
438.64	1765.65	554.4
438.49	1753.2	555.15
438.34	1748.19	552.94
438.19	1741.8	554.39
438.04	1741.8	554.89
437.89	1746.85	555
437.74	1759.31	546.45
437.59	1781.67	546.06
437.44	1802.95	550.03
437.29	1820.43	550.53
437.14	1833.73	555.25
436.99	1847.12	570.74
436.84	1845.73	581.58
436.69	1848.57	585.96
436.56	1852.85	593.79
436.44	1861.32	599.65
436.32	1868.4	611.44
436.2	1868.4	614.1
436.08	1874.05	617.13
435.94	1857.61	619.02
435.79	1837.13	621.11
435.64	1814.1	597.83
435.49	1793.62	588.28
435.34	1774.58	580.66
435.19	1777.22	574.4
435.04	1790.27	571.59
434.89	1803.66	572.79
434.74	1822.7	571.45
434.59	1839.39	571.87
434.46	1858.86	562.18
434.34	1877.14	564.62
434.22	1894.61	562.92
434.1	1894.61	559.07
433.98	1904.92	543.31
433.84	1909.33	534.98
433.69	1910.81	520.7
433.54	1912.29	531.84
433.39	1904.81	544.28
433.24	1893.08	566.29
433.09	1885.78	598.23
432.94	1881.39	626.79
432.79	1874.09	578.51
432.64	1869.74	529.84
432.49	1887.62	481.8
432.34	1889.06	483.87
432.19	1889.06	464.13
432.04	1890.5	514.1
431.89	1878.03	580.47
431.74	1839.98	657.99
431.59	1820.8	690.11
431.44	1802.93	720.7
431.29	1783.75	743.35
431.14	1778.47	750.93
430.99	1784.95	747.36
430.84	1791.57	718.69
430.69	1800.97	679.28
430.54	1811.69	643.32
430.39	1826.59	607.84
430.24	1837.46	529.67
430.09	1826.98	466.22
429.94	1809.88	424.98
429.79	1812.66	385.73
429.64	1807.1	347.26
429.49	1802.95	338.61
429.34	1820.3	326.78
429.19	1838.78	329.1
429.04	1837.39	329.18
428.89	1834.67	325.66
428.74	1822.75	325.66
428.59	1806.67	325.66
428.44	1792	314.68
428.29	1777.32	313.82
428.14	1769.4	315.1
427.99	1763.11	324.2
427.84	1755.59	324.2
427.69	1748.06	371.63
427.54	1740.54	361.68
427.39	1730.51	351.22
427.24	1728.05	342.11
427.09	1726.83	465.54
426.94	1723.18	418.11
426.79	1718.34	451.39
426.64	1715.92	484.67
426.49	1713.5	484.67
426.34	1715.96	484.67
426.19	1720.83	608.09
426.04	1726.9	587.39
425.89	1731.78	567.97
425.74	1740.4	583.87
425.59	1745.42	476.36
425.44	1751.71	436.35
425.29	1758	489.33
425.14	1765.58	542.05
424.99	1769.41	592.21
424.84	1771.97	625.13
424.69	1775.86	541.72
424.54	1781.06	476.16
424.39	1786.3	409.59
424.24	1795.57	407.08
424.09	1804.84	456.52
423.94	1815.63	556.64
423.79	1835.1	668.81
423.64	1859.21	731.88
423.49	1879.28	741.14
423.34	1899.35	708.92
423.19	1912.3	679.23
423.06	1907.95	637.09
422.94	1896.22	643.92
422.82	1870.79	571.1
422.7	1870.79	563.41
422.58	1833.87	492.97
422.44	1770.54	422.95
422.29	1715.54	353.06
422.14	1661.98	353.06
421.99	1627.41	294.69
421.84	1623.74	294.69
421.69	1649.48	294.69
421.54	1674.19	343.71
421.39	1679.49	394
421.24	1702.57	444.48
421.09	1708.73	444.48
420.94	1716.15	496.85
420.79	1722.3	512
420.64	1749.13	525.51
420.49	1754.15	543.05
420.34	1757.95	593.72
420.19	1760.49	592.62
420.04	1764.3	552.16
419.89	1769.42	520.61
419.74	1775.9	484.98
419.59	1781.1	480.17
419.44	1786.3	500.73
419.29	1791.5	541.3
419.14	1788.92	572
418.99	1783.72	602.32
418.84	1779.8	620
418.69	1774.6	607.68
418.54	1766.86	606.33
418.39	1764.31	606.33
418.24	1763.04	608.05
418.09	1761.75	615.62
417.94	1765.64	625.46
417.79	1770.76	599.12
417.64	1778.51	571.45
417.49	1783.67	543.04
417.34	1784.95	511.12
417.19	1781.07	509.66
417.04	1777.21	528.78
416.89	1773.3	543.11
416.74	1770.7	559.49
416.59	1770.7	569.4
416.44	1771.98	553.49
416.29	1775.84	548.54
416.14	1779.75	549.91
415.99	1798.79	551.87
415.84	1819.27	544.55
415.69	1839.74	534.39
415.54	1851.84	527.54
415.39	1857.2	526.56
415.24	1846.08	519.92
415.09	1833.52	537.17
414.94	1819.61	544.3
414.79	1808.82	548.82
414.64	1798.26	546.82
414.49	1770.83	556.59
414.34	1750.46	567.02
414.19	1733.86	587.44
414.04	1721.23	608.33
413.89	1701.85	625.01
413.74	1706.52	642.23
413.59	1710.17	662.04
413.44	1718.91	693.23
413.29	1725.12	623.88
413.14	1743.22	604.11
412.99	1755.49	581.29
412.84	1760.47	518.49
412.69	1755.42	529.4
412.54	1751.67	584.8
412.39	1746.66	595.2
412.24	1741.64	599.71
412.09	1737.89	623.79
411.94	1741.67	561.46
411.79	1749.25	578.3
411.64	1759.43	614.87
411.49	1774.92	576.15
411.34	1794.51	543.07
411.19	1809.08	529.22
411.04	1828.11	549.03
410.89	1845.99	557.08
410.74	1851.47	631.3
410.59	1854.25	679.22
410.44	1884.08	717.33
410.29	1866.34	689.57
410.14	1848.46	651.27
409.99	1832.5	620.08
409.84	1807.68	615.09
409.69	1754.6	602.02
409.54	1742.06	597.12
409.41	1723.44	597.84
409.29	1712.35	615.16
409.17	1707.54	628.97
409.05	1707.54	630.75
408.93	1705.14	634.78
408.79	1703.93	628.61
408.64	1685.04	610.24
408.49	1664.84	535.99
408.34	1645.82	537.57
408.19	1633.18	496.98
408.04	1631.98	466.6
407.89	1658.08	442.03
407.74	1684.36	565.46
407.59	1714.39	566.33
407.44	1736.85	605.83
407.29	1744.16	635.98
407.14	1747.88	679.69
406.99	1756.75	625.21
406.84	1763.18	633.2
406.69	1769.61	640.89
406.54	1775.95	630.64
406.39	1779.75	598.66
406.24	1778.46	653.14
406.09	1775.86	638.76
405.94	1764.45	616.62
405.79	1754.42	618.64
405.64	1744.46	613.08
405.49	1735.65	541.63
405.34	1726.84	539.53
405.19	1726.84	547.36
405.04	1725.62	590.05
404.89	1728.06	619.95
404.74	1726.84	637.87
404.59	1726.84	652.12
404.44	1733.08	673.16
404.29	1741.77	582.77
404.14	1751.87	590.1
403.99	1760.62	575.61
403.84	1770.73	549.24
403.69	1782.56	516.48
403.54	1797.13	566.28
403.39	1807.84	536.76
403.24	1819.76	532.43
403.09	1830.47	539.08
402.94	1831.84	545.74
402.79	1829.1	547.21
402.64	1823.66	498.28
402.51	1813.03	447.21
402.39	1801.02	396.63
402.27	1790.39	345.96
402.15	1790.39	294.69
402.03	1787.69	301.59
401.89	1800.15	346.66
401.74	1793.82	357.51
401.59	1787.48	402.5
401.44	1783.65	442.5
401.29	1778.37	475.53
401.14	1765.91	471.2
400.99	1782.88	512.82
400.84	1801.22	521.97
400.69	1818.45	535.26
400.54	1823.72	546.3
400.39	1822.39	505.57
400.24	1815.67	497.54
400.09	1792.42	486.82
399.94	1759.51	433.52
399.79	1731.13	382.55
399.64	1705.23	426.57
399.49	1685.3	382.11
399.34	1682.9	338.7
399.19	1688.76	338.7
399.04	1699.31	338.7
398.89	1711.17	294.69
398.74	1719.61	294.69
398.59	1725.68	294.69
398.44	1732.99	342.02
398.29	1737.9	389.17
398.14	1741.63	436.04
397.99	1741.63	436.04
397.84	1742.87	440.81
397.71	1744.12	393.48
397.59	1746.62	346.33
397.47	1750.43	351.83
397.35	1750.43	403.91
397.23	1758	449.62
397.09	1765.64	573.04
396.94	1773.32	641.99
396.79	1779.75	589.61
396.64	1782.34	537.54
396.49	1777.25	544.2
396.34	1775.95	479.37
396.19	1775.95	410.43
396.04	1775.95	533.85
395.89	1774.66	582.02
395.74	1781.04	573.34
395.59	1783.64	563.39
395.44	1779.75	613.77
395.29	1775.87	540.43
395.14	1774.58	545.04
394.99	1772	549.58
394.84	1768.12	552.6
394.69	1768.12	553.39
394.54	1763.06	551.01
394.39	1758.01	498.22
394.24	1752.96	445.23
394.09	1746.67	393.56
393.94	1739.14	342.39
393.79	1739.14	294.69
393.64	1740.39	294.69
393.49	1741.64	308.2
393.34	1744.13	395.72
393.19	1752.94	483.77
393.06	1761.88	569.72
392.94	1769.57	576.59
392.82	1778.57	610.14
392.7	1778.57	566.46
392.58	1784.96	522.43
392.44	1786.25	480.14
392.29	1784.95	473.27
392.14	1783.64	426.22
391.99	1775.9	382.37
391.84	1768.26	338.36
391.69	1760.63	338.36
391.54	1751.76	408.25
391.39	1741.65	497.91
391.24	1739.14	587.93
391.09	1739.14	680.93
390.94	1740.39	689.43
390.79	1744.14	670.02
390.64	1747.86	622.08
390.49	1752.92	578.84
390.34	1761.85	540.4
390.19	1764.38	540.19
390.04	1766.92	539.9
389.89	1769.45	543.96
389.74	1766.9	543.96
389.59	1757.97	538.34
389.44	1754.19	535.11
389.29	1749.14	531.62
389.14	1745.36	543.87
388.99	1742.86	556.59
388.84	1745.36	569.04
388.69	1746.61	589.78
388.54	1751.67	617.05
388.41	1759.3	610.39
388.29	1766.93	601.95
388.17	1773.36	592.04
388.05	1773.36	576.27
387.93	1781.05	542.64
387.79	1783.63	534.34
387.64	1783.63	525.16
387.49	1782.34	519.29
387.34	1781.03	517.35
387.19	1777.15	534.49
387.04	1774.56	546.72
386.89	1771.98	559.59
386.74	1771.98	567.39
386.59	1775.93	589
386.46	1777.21	603.77
386.34	1777.21	612.16
386.22	1777.21	618.06
386.1	1777.21	635.1
385.98	1775.93	623.33
385.84	1764.35	612.82
385.69	1756.77	590.79
385.54	1749.25	565.17
385.39	1739.29	541.24
385.24	1730.54	536.11
385.09	1725.63	517.95
384.94	1724.4	530.66
384.79	1720.76	547.27
384.64	1720.76	542.82
384.49	1719.55	528.81
384.36	1717.13	516.93
384.24	1715.92	510.11
384.14	1715.92	507.75
384.02	1712.28	514.25
383.9	1713.49	519.2
383.76	1714.69	537.01
383.61	1719.57	530.8
383.44	1725.68	524.47
383.29	1731.8	518.56
383.14	1737.96	507.66
382.99	1745.37	501.56
382.84	1752.95	498.84
382.69	1759.29	493.28
382.54	1765.63	490.97
382.39	1770.72	499.6
382.24	1773.26	498.16
382.09	1771.97	497.16
381.94	1770.69	507.06
381.79	1770.69	513.52
381.64	1766.86	514.41
381.49	1764.31	520.43
381.34	1761.77	533.13
381.19	1760.49	535.98
381.04	1755.4	539.19
380.89	1756.67	544.4
380.74	1752.92	548.29
380.59	1750.42	556.94
380.44	1746.64	561.1
380.29	1746.64	565.76
380.14	1746.64	573.89
379.99	1744.11	574.6
379.86	1746.6	567.33
379.75	1746.6	558.5
379.63	1746.6	546.66
379.51	1747.85	522.83
379.39	1746.6	507.91
379.25	1746.61	498.8
379.09	1746.61	497.12
378.94	1746.61	492.66
378.79	1745.36	492.66
378.64	1745.36	491.01
378.49	1740.41	483.79
378.34	1735.47	474.86
378.19	1731.77	493.32
378.04	1729.3	517.15
377.89	1729.3	544.21
377.74	1724.39	572.05
377.59	1721.97	594.62
377.46	1723.19	576.94
377.35	1723.19	540.93
377.23	1723.19	509.7
377.11	1721.97	463.97
376.99	1721.97	448.39
376.85	1726.84	458.37
376.69	1726.84	481.68
376.54	1730.54	491.73
376.39	1740.57	513.1
376.24	1754.42	501.78
376.09	1764.6	485.52
375.94	1777.32	480.38
375.79	1784.96	479.72
375.64	1786.25	481.15
375.49	1782.36	498.85
375.34	1778.48	513.42
375.19	1772	523.13
375.04	1766.88	535.72
374.89	1760.49	547.14
374.74	1757.95	544.48
374.59	1754.15	546.75
374.44	1747.9	547.25
374.29	1742.92	531.78
374.14	1737.97	537.15
373.99	1726.97	545.57
373.84	1716.03	550.84
373.69	1707.65	567.62
373.54	1698.1	568.24
373.39	1687.47	553.01
373.24	1685.12	553.22
373.09	1683.95	553.86
372.94	1683.95	524.53
372.79	1687.46	525.09
372.64	1695.67	522.89
372.49	1702.83	504
372.34	1709.99	481.8
372.19	1718.38	468.55
372.04	1723.18	453.13
371.89	1728.06	441.98
371.74	1731.75	442.56
371.59	1735.45	439
371.44	1736.68	440.5
371.29	1739.14	443.86
371.14	1741.63	444.3
370.99	1742.87	448.94
370.84	1744.12	453.63
370.69	1746.61	464.75
370.54	1747.85	476.74
370.39	1747.85	487.13
370.24	1749.11	490.06
370.09	1754.2	505.6
369.94	1758	518.48
369.79	1763.05	530.91
369.64	1769.44	538.95
369.49	1777.18	544.29
369.34	1783.76	537.78
369.19	1790.28	532.37
369.04	1795.48	533.28
368.89	1798.1	549.01
368.74	1798.1	563.11
368.59	1795.44	583.2
368.44	1788.92	586.37
368.29	1782.44	574.32
368.14	1772.19	550.79
367.99	1761.94	521.33
367.84	1751.68	500.98
367.69	1747.88	517.57
367.54	1744.11	533.87
367.39	1741.63	547.95
367.24	1739.16	563.39
367.09	1737.92	643.49
366.94	1732.98	701.11
366.79	1726.86	680.82
366.64	1723.22	678.69
366.49	1719.58	696.98
366.34	1715.91	640.13
366.19	1714.69	580.76
366.04	1715.9	598.24
365.89	1719.54	595.51
365.74	1723.18	565.41
365.59	1725.62	536.42
365.44	1728.06	528.64
365.29	1734.22	496.04
365.14	1737.94	469.54
364.99	1741.66	453.06
364.84	1744.13	445.46
364.69	1745.36	429.12
364.54	1741.64	450.38
364.39	1737.92	477.36
364.24	1734.2	494.53
364.09	1731.73	502.43
363.94	1730.5	501.56
363.79	1731.73	494.74
363.64	1734.2	498.51
363.49	1740.45	509.82
363.34	1745.43	519.64
363.19	1750.41	524.95
363.04	1751.65	531.68
362.89	1751.65	533.78
362.74	1747.87	532.55
362.59	1745.36	533.39
362.44	1745.36	542.53
362.29	1753	553.74
362.14	1760.63	549.83
361.99	1766.97	549.37
361.84	1777.22	548.06
361.69	1782.35	538.22
361.54	1779.76	529.09
361.39	1777.18	513.55
361.24	1775.9	509.28
361.09	1770.7	505.11
360.94	1764.31	505.54
360.79	1759.26	460.65
360.64	1754.21	473.38
360.49	1749.16	485.2
360.34	1742.87	497.32
360.19	1734.3	514.24
360.04	1724.62	584.13
359.89	1714.94	565.04
359.74	1704.08	538.52
359.59	1700.41	511.79
359.44	1696.87	478.47
359.29	1699.24	447.32
359.14	1710.17	457.74
358.99	1726.08	468.26
358.84	1739.93	482.28
358.69	1750.78	508.7
358.54	1755.62	527.43
358.39	1751.9	543.47
358.24	1745.61	547.48
358.09	1734.2	597.99
357.94	1731.73	543.86
357.79	1731.73	495.3
357.64	1731.73	486.82
357.49	1730.5	489.53
357.34	1730.5	441.52
357.19	1725.66	490.17
357.04	1719.63	604.67
356.89	1713.6	592.49
356.74	1706.39	578.02
356.59	1700.36	563.29
356.44	1699.17	554.73
356.29	1703.97	479.67
356.14	1712.48	501.98
355.99	1722.16	516.89
355.84	1734.44	530.49
355.69	1745.44	540.59
355.54	1754.19	525.64
355.39	1760.53	517.78
355.24	1766.87	513.03
355.09	1770.72	516.52
354.94	1774.55	508.64
354.79	1775.84	518.72
354.64	1777.14	514.29
354.49	1781.05	528.4
354.34	1783.67	536.05
354.19	1784.96	543.92
354.04	1784.96	547.67
353.89	1782.38	548.38
353.74	1767.22	536.28
353.59	1743.79	604.73
353.44	1722.98	597.19
353.29	1703.47	593.19
353.14	1679.58	591.42
352.99	1664.53	591.17
352.84	1658.87	505.55
352.69	1653.2	504.47
