HOLE:	995B
LEG:	164
TOP:	115.823997
BOTTOM:	663.092407
DEPTH_WMSF	SGR	CGR	THOR	URAN	POTA	W1NG	W2NG	W3NG	W4NG	W5NG
m	gAPI	gAPI	ppm	ppm	%	cps	cps	cps	cps	cps
520.1412	65.9942	35.1774	4.4394	3.4814	1.1711	140.4314	47.2524	14.2575	0.6175	1.9958
520.2936	67.1040	35.4260	4.4244	3.5787	1.1885	147.3421	57.1560	12.8557	1.7502	0.9965
520.4460	67.1810	36.4126	4.5200	3.4760	1.2271	140.6713	56.2174	21.9356	2.3715	2.5347
520.5984	65.6647	35.5460	4.3764	3.4026	1.2050	138.2125	50.4914	14.2496	2.3732	0.8362
520.7508	64.6368	34.2885	4.2157	3.4285	1.1635	136.7045	47.3080	12.6099	3.5389	1.7423
520.9032	66.0477	34.9818	4.3636	3.5096	1.1747	142.4550	44.9375	14.6091	2.8012	2.3733
521.0556	66.4649	36.6168	4.6251	3.3720	1.2182	149.9984	44.8851	13.2963	4.6952	1.7931
521.2080	65.9039	37.6204	4.7133	3.1953	1.2592	143.6393	46.1974	10.9149	4.3785	2.1563
521.3604	65.5733	37.5577	4.6269	3.1650	1.2727	138.3695	46.6294	14.3216	2.7966	2.3708
521.5128	65.9186	36.6198	4.3869	3.3100	1.2655	147.9981	42.4545	19.4992	1.8611	1.2539
521.6652	67.3143	35.6886	4.2267	3.5728	1.2429	140.3762	47.9998	16.0312	5.0699	1.3797
521.8176	68.0197	36.0751	4.2861	3.6089	1.2537	145.2516	47.1797	15.9654	3.4524	4.4606
521.9700	68.4558	37.2215	4.5231	3.5286	1.2736	151.6936	47.0643	18.3507	0.6488	3.2417
522.1224	66.9728	38.1435	4.7472	3.2569	1.2830	144.7010	54.3580	14.9844	2.2896	1.2306
522.2748	65.3914	38.2653	4.8125	3.0645	1.2772	135.8115	48.9232	15.1563	4.3045	1.9340
522.4272	65.2936	38.7517	4.8873	2.9985	1.2907	131.8835	54.4246	15.2374	3.6013	3.5117
522.5796	64.8284	39.0032	4.8800	2.9175	1.3068	134.6397	65.6856	11.6019	2.5913	3.3825
522.7320	65.3794	39.7886	4.8931	2.8911	1.3500	130.9243	57.9995	13.1416	0.6643	2.0232
522.8844	65.6264	40.7763	4.8949	2.8074	1.4071	140.8446	56.0401	17.0692	1.7036	1.0140
523.0368	65.8604	41.3001	4.9331	2.7746	1.4301	144.4007	60.3650	12.5004	3.5113	2.4957
523.1892	64.7857	42.0298	5.0188	2.5708	1.4556	137.6717	51.4997	14.2502	1.6877	0.8908
523.3416	63.7142	42.3339	5.0060	2.4154	1.4759	136.9586	50.2887	15.2499	2.4919	1.7037
523.4940	65.1522	42.8696	4.9469	2.5173	1.5188	143.3136	48.5922	15.0332	1.4729	4.0702
523.6464	64.2461	40.9377	4.6402	2.6332	1.4669	147.7388	42.3739	21.2333	2.4806	3.6129
523.7988	64.0407	39.9046	4.4932	2.7267	1.4358	133.9084	38.0411	16.9368	3.1603	2.0313
523.9512	62.1305	38.7798	4.2756	2.6380	1.4133	142.7172	46.1887	14.2330	3.1627	2.1444
524.1036	64.0156	40.1380	4.2442	2.6975	1.4986	136.2847	50.9369	10.2976	1.4768	1.8085
524.2560	63.7975	40.3310	4.1067	2.6511	1.5370	150.3710	48.6106	13.1882	2.4730	1.5819
524.4084	65.8641	42.5968	4.3066	2.6286	1.6294	134.1914	53.4680	16.2117	3.8805	1.6443
524.5608	66.3729	44.0461	4.4024	2.5223	1.6949	149.9996	50.5004	19.4293	2.3399	2.1672
524.7132	65.1267	44.5731	4.4942	2.3220	1.7075	148.2139	52.1397	17.7659	2.6950	2.9316
524.8656	63.3130	45.2043	4.6106	2.0458	1.7212	128.1272	48.2046	18.8429	1.4922	2.6053
525.0180	63.4508	46.1435	4.7810	1.9553	1.7422	136.9082	54.2522	15.3279	1.3499	1.8162
525.1704	66.2641	47.8301	4.9483	2.0825	1.8074	144.7832	63.2640	14.5508	2.6912	1.0256
525.3228	65.8567	47.3294	4.9736	2.0931	1.7732	152.5759	56.7162	14.4586	2.0508	1.8983
525.4752	63.5464	46.1640	5.0321	1.9637	1.6938	143.5600	46.2349	13.0209	2.2269	1.2968
525.6276	61.2285	45.6353	5.1874	1.7616	1.6323	133.3919	48.4217	18.6871	3.5171	0.8039
525.7800	62.5361	47.3621	5.4957	1.7143	1.6719	138.6577	47.9068	16.9541	1.7343	1.9026
525.9324	63.1874	49.0423	5.8047	1.5980	1.7087	144.6477	50.3366	20.8112	1.2891	2.8162
526.0848	64.9740	50.9147	6.1887	1.5883	1.7418	141.6578	53.1571	15.3134	1.5569	2.0115
526.2372	63.9307	50.5035	6.3215	1.5169	1.6916	148.0458	56.4581	18.9838	1.5799	1.0300
526.3896	64.3741	50.7506	6.5262	1.5391	1.6655	143.4848	45.0323	16.6410	2.1290	4.0859
526.5420	63.9893	50.4246	6.6361	1.5324	1.6248	145.4051	49.3773	18.0703	2.3715	3.8863
526.6944	65.1495	51.1265	6.8481	1.5842	1.6238	140.7829	58.7186	18.1353	2.3726	2.0667
526.8468	64.8616	50.4102	6.8696	1.6326	1.5778	147.5005	58.1843	12.4837	1.2815	3.2273
526.9992	64.5170	50.2193	6.9543	1.6152	1.5500	149.6323	44.9383	9.7352	2.4261	6.1321
527.1516	65.6180	52.0292	7.4073	1.5352	1.5658	147.6106	48.2818	13.3131	3.7088	3.3048
527.3040	65.8974	53.6437	7.8382	1.3843	1.5747	160.6512	50.5546	15.5675	2.8675	3.7500
527.4564	65.2014	53.8991	8.0475	1.2768	1.5482	139.7503	50.3718	20.1712	4.0039	3.6562
527.6088	63.1201	52.5487	7.9463	1.1943	1.4896	140.9394	45.2655	17.2645	4.0665	3.5683
527.7612	62.2685	52.0205	8.0085	1.1578	1.4465	148.6940	44.8920	12.8513	4.4311	3.3479
527.9136	61.9360	51.4975	8.0877	1.1793	1.4004	143.2183	50.4690	11.7472	2.0700	4.4255
528.0660	62.7722	51.3338	8.2404	1.2922	1.3607	141.5471	51.6075	13.4608	0.7790	3.1289
528.2184	64.5910	51.5605	8.4312	1.4721	1.3361	142.6198	60.1239	13.0897	3.0859	2.9958
528.3708	66.7901	52.0801	8.6495	1.6618	1.3233	149.4526	55.5322	12.6099	2.9489	1.6055
528.5232	68.2359	50.9451	8.4555	1.9534	1.2955	147.1892	59.4363	8.8907	1.8320	1.8675
528.6756	67.3941	47.8290	7.8374	2.2103	1.2362	154.1847	54.3422	9.0867	1.6422	3.0297
528.8280	66.0392	44.6867	7.1727	2.4123	1.1846	142.8437	47.7879	12.3531	2.6837	4.8318
528.9804	65.6850	43.0779	6.9178	2.5540	1.1413	142.7842	42.9400	18.7965	3.1642	3.9333
529.1328	64.9122	42.1431	6.8228	2.5723	1.1056	154.8423	53.3735	17.0766	1.5583	2.6290
529.2852	65.0371	42.8619	6.9702	2.5052	1.1184	148.8757	47.0618	10.7666	0.2585	2.9044
529.4376	62.9136	41.7519	6.7602	2.3907	1.0952	151.5925	44.3746	14.5619	3.2033	3.1680
529.5900	62.8569	41.6643	6.6652	2.3942	1.1089	146.4688	42.6016	11.9065	3.8062	3.2872
529.7424	63.9893	41.6370	6.5667	2.5252	1.1268	146.7203	42.7215	13.1256	2.1683	3.7576
529.8948	65.3268	42.1413	6.5726	2.6193	1.1550	153.0623	54.1561	15.5675	3.7030	2.8983
530.0472	66.1145	42.4345	6.5446	2.6752	1.1776	152.4217	53.5311	12.1163	3.1639	2.3733
530.1996	64.2271	41.1604	6.2726	2.6059	1.1572	146.8738	49.5734	16.6402	3.4340	1.3202
530.3520	61.9218	39.8103	5.8861	2.4980	1.1549	142.1373	46.4148	15.0471	5.0076	0.7916
530.5044	61.5875	39.3689	5.6445	2.5101	1.1770	128.3164	49.5937	15.9211	4.0741	2.4886
530.6568	62.9310	39.5788	5.5996	2.6382	1.1981	144.1268	49.5161	12.7340	3.7544	3.7549
530.8092	64.6093	39.8370	5.7041	2.7986	1.1925	151.5353	51.4615	11.3443	1.8594	3.9599
530.9616	65.7541	39.7417	5.7652	2.9387	1.1748	136.3141	53.8787	13.4180	1.9301	4.1032
531.1140	67.5176	40.0148	5.7732	3.1071	1.1892	142.8792	52.9745	13.7203	3.4665	2.9920
531.2664	69.1386	40.0156	5.7110	3.2901	1.2015	160.0298	44.4054	20.2497	2.3912	2.3746
531.4188	71.4837	40.9111	5.7399	3.4539	1.2479	154.2513	40.8293	19.0305	4.7032	1.8515
531.5712	71.6686	41.9185	5.7889	3.3609	1.2969	159.6236	53.6250	16.1176	4.9060	1.6398
531.7236	71.6184	44.3029	6.0657	3.0859	1.3811	153.6550	53.4529	17.9448	4.0377	1.6155
531.8760	69.7220	46.6428	6.3739	2.6073	1.4564	148.3888	52.5149	15.8914	2.4020	2.6249
532.0284	68.8831	48.4379	6.6498	2.3098	1.5064	148.9299	49.7185	18.9218	1.0668	2.1329
532.1808	68.7426	49.1898	6.7072	2.2089	1.5389	151.9195	48.5333	18.7803	2.8595	2.6174
532.3332	69.4985	48.6229	6.5818	2.3584	1.5306	142.2500	56.8597	14.8364	3.4434	3.6857
532.4856	69.5479	47.2349	6.3248	2.5208	1.5006	142.3138	58.3738	16.5387	3.6795	4.4721
532.6380	69.4929	45.9374	6.0994	2.6611	1.4696	147.5463	53.3352	15.1014	2.9259	2.1718
532.7904	68.9935	44.5596	5.9728	2.7604	1.4144	145.1776	50.4115	14.4801	3.4022	1.8168
532.9428	67.8082	43.8861	6.0024	2.7025	1.3693	136.6386	56.0307	12.9932	2.9294	3.4020
533.0952	67.2969	45.0795	6.2620	2.5100	1.3875	128.4079	53.7485	17.0009	1.8633	1.9067
533.2476	65.4851	46.4935	6.5010	2.1455	1.4226	135.1239	47.6015	20.8157	2.0937	3.8595
533.4000	65.0829	47.6295	6.6727	1.9718	1.4548	130.4378	47.4540	17.8046	1.8652	4.5191
533.5524	65.0911	46.2984	6.5827	2.1231	1.3951	131.7348	50.8517	17.3666	1.5842	2.9374
533.7048	66.8550	44.1399	6.4076	2.5662	1.3040	133.3593	51.2391	15.1558	4.1249	2.3753
533.8572	67.2702	41.0050	6.0972	2.9672	1.1828	133.2372	54.7179	13.4595	3.5156	2.3753
534.0096	68.6677	39.5452	5.9858	3.2900	1.1198	128.6119	51.3754	11.4149	3.3866	2.3730
534.1620	69.4330	39.5613	6.0312	3.3747	1.1118	138.7814	53.1727	14.9215	3.0273	2.9920
534.3144	71.7871	41.3219	6.3163	3.4417	1.1579	139.2188	56.6066	13.4063	2.9279	2.2192
534.4668	72.4629	41.8713	6.4029	3.4560	1.1728	139.5323	61.0767	13.6177	3.6735	4.1173
534.6192	71.6325	41.0751	6.3524	3.4522	1.1364	143.8236	55.3105	15.5568	2.4449	4.5346
534.7716	70.6336	39.1894	6.1459	3.5523	1.0674	141.4465	47.1716	16.3449	0.5786	2.4534
534.9240	70.0244	37.2155	5.9508	3.7065	0.9910	146.2809	46.1054	13.1091	2.5079	3.5933
535.0764	71.0365	35.5191	5.7695	4.0125	0.9281	144.7651	53.6729	12.0784	2.9573	1.7418
535.2288	71.5715	34.8021	5.6826	4.1539	0.9035	142.6149	57.7523	13.1574	3.8714	0.0004
535.3812	71.3742	35.1023	5.7153	4.0977	0.9145	149.1885	54.2644	9.9609	5.2439	1.4963
535.5336	71.3174	36.2927	5.7917	3.9568	0.9687	153.4157	49.3515	9.7748	4.1601	2.4585
535.6860	69.8743	36.5977	5.7354	3.7593	0.9976	152.2077	48.9189	15.4063	4.0817	3.2970
535.8384	68.1737	36.7757	5.6753	3.5471	1.0199	138.7808	52.7500	15.6640	2.6760	3.8830
535.9908	66.8456	37.2549	5.6157	3.3429	1.0596	136.7816	52.6027	15.2346	3.5706	2.4687
536.1432	66.7248	37.7377	5.5417	3.2747	1.1023	138.1182	57.3890	16.3260	4.7491	2.0767
536.2956	67.2540	37.2897	5.3969	3.3851	1.1048	142.3447	50.5617	15.6331	4.2536	4.3588
536.4480	67.0646	35.9495	5.1703	3.5152	1.0716	146.0625	47.2579	17.0073	2.9726	2.0938
536.6004	69.5716	36.9743	5.3661	3.6826	1.0926	145.8748	47.5770	14.7572	2.8652	2.4533
536.7528	70.5734	39.0797	5.6637	3.5579	1.1563	161.2470	58.9682	12.1669	2.6717	2.9725
536.9052	70.8608	41.6979	6.0225	3.2946	1.2379	148.8739	56.7181	15.7811	1.8848	2.3747
537.0576	70.0436	43.3491	6.1823	3.0157	1.3025	144.2214	54.1101	15.2730	2.0743	2.8651
537.2100	69.9128	43.8917	6.1388	2.9397	1.3427	155.0145	57.1939	13.4604	2.3751	2.1876
537.3624	70.6449	43.6701	5.9973	3.0474	1.3577	150.4681	51.4221	14.9218	1.4024	2.5587
537.5148	70.0592	42.7444	5.7586	3.0858	1.3510	147.9909	52.4704	14.4105	1.6894	3.0665
537.6672	67.1683	41.7159	5.5575	2.8754	1.3309	142.7164	59.3408	15.9136	1.3554	2.6160
537.8196	63.8057	41.2777	5.4319	2.5451	1.3302	133.1560	47.1871	14.0152	1.2777	1.8907
537.9720	61.5036	40.7790	5.3648	2.3413	1.3144	132.2113	45.7512	12.3555	2.5506	2.0685
538.1244	63.5132	41.7376	5.5095	2.4600	1.3416	133.6829	50.8342	12.5801	1.7422	2.4551
538.2768	67.3097	43.4733	5.7280	2.6929	1.3995	141.0023	53.6711	10.6893	1.7737	3.3924
538.4292	71.3064	45.4208	5.9575	2.9244	1.4676	150.4405	50.5795	18.1557	2.8557	2.5117
538.5816	73.7955	45.7267	5.9975	3.1710	1.4775	162.5627	56.0635	15.7178	3.9822	2.4491
538.7340	71.9488	43.0052	5.7026	3.2698	1.3773	163.1837	60.2435	11.8203	3.2145	2.1423
538.8864	67.9251	38.3800	5.1605	3.3378	1.2151	147.7471	49.7188	11.6955	1.8926	1.1037
539.0388	64.1809	34.4060	4.6529	3.3637	1.0840	135.7962	49.7655	12.5201	2.0645	1.7540
539.1912	63.2580	32.8134	4.4557	3.4394	1.0302	133.0152	49.1080	14.9300	2.4563	1.9516
539.3436	63.5392	33.5249	4.6277	3.3908	1.0376	137.2186	43.5412	16.3247	2.4269	3.5313
539.4960	63.9822	35.5708	5.0348	3.2097	1.0763	136.7033	52.4064	14.2345	1.8971	3.7926
539.6484	66.3282	38.9310	5.6282	3.0951	1.1547	137.3384	53.1570	14.5553	4.4218	2.2150
539.8008	68.1935	41.8712	6.0661	2.9737	1.2394	147.3120	56.1721	17.2420	3.9527	3.0075
539.9532	69.9123	43.8173	6.3539	2.9480	1.2958	145.2506	57.1862	16.3193	2.3758	1.5938
540.1056	71.5273	45.6396	6.5626	2.9246	1.3607	147.6911	51.7883	12.1950	2.8479	1.8907
540.2580	71.0502	46.6099	6.5901	2.7611	1.4118	162.5886	48.8408	10.8835	3.9687	2.1756
540.4104	69.8388	48.3854	6.7127	2.4236	1.4909	141.5621	52.9538	13.5313	3.7131	1.5518
540.5628	67.3261	49.7799	6.8827	1.9822	1.5385	139.9394	55.6933	13.6258	4.5700	1.5823
540.7152	66.3929	50.8611	7.1444	1.7547	1.5498	147.8746	55.5405	16.7497	3.1400	2.4298
540.8676	67.1607	51.4852	7.3727	1.7709	1.5410	146.1234	53.2263	15.6086	0.6136	2.9238
541.0200	66.3662	50.0677	7.2720	1.8413	1.4783	155.4668	52.1594	12.3756	1.7735	5.6093
541.1724	64.5855	49.0934	7.1932	1.7502	1.4372	147.3109	49.0455	14.6801	2.1170	5.2964
541.3248	61.9609	48.3312	7.1741	1.5398	1.3966	140.9535	43.4697	16.5210	1.5019	3.3146
541.4772	60.5856	48.6221	7.3664	1.3515	1.3755	142.3435	47.2501	13.7813	1.0842	4.0270
541.6296	62.4520	50.4106	7.7644	1.3604	1.4010	141.3842	47.7515	14.1574	2.0078	2.8122
541.7820	64.2522	51.8787	8.0244	1.3979	1.4351	147.0941	53.9372	18.8748	2.0702	1.4757
541.9344	66.2136	53.7089	8.3185	1.4127	1.4835	148.5583	52.6227	17.9522	1.4613	2.2972
542.0868	66.0945	54.2504	8.4464	1.3381	1.4898	163.4981	43.2824	13.9880	0.5940	3.8126
542.2392	65.2128	53.7336	8.4656	1.2968	1.4559	155.5596	47.9694	12.7605	1.7507	4.0662
542.3916	63.8177	51.8452	8.2520	1.3526	1.3881	143.7658	50.5542	13.6911	4.4372	3.1642
542.5440	63.6712	50.2396	8.0091	1.5174	1.3427	144.6007	48.6144	12.2497	3.1246	3.6366
542.6964	66.5918	50.5176	8.0181	1.8159	1.3571	157.0957	47.0217	11.1509	1.4319	3.0551
542.8488	69.4767	50.8973	7.9953	2.0990	1.3837	165.0609	55.7192	13.0974	2.6721	4.6252
543.0012	69.8658	49.4369	7.6949	2.3079	1.3580	158.3086	57.3739	11.9619	3.4825	5.4799
543.1536	69.2048	47.7187	7.3679	2.4273	1.3226	142.4717	53.0640	15.8751	3.9200	3.2614
543.3060	69.7939	47.1322	7.3042	2.5601	1.3010	154.6888	53.3448	16.3435	4.2918	2.1460
543.4584	71.1067	46.7551	7.3774	2.7511	1.2646	160.0914	57.7808	15.2733	3.9845	2.6388
543.6108	70.9811	45.0024	7.2046	2.9349	1.1967	150.4456	55.9203	14.8556	4.4730	3.3339
543.7632	69.6609	42.6453	6.8125	3.0520	1.1369	151.6938	49.3675	15.2310	5.8280	3.1679
543.9156	68.5367	41.8291	6.5075	3.0172	1.1497	145.6863	50.5006	17.2754	5.2144	2.8622
544.0680	68.2155	42.2450	6.3822	2.9340	1.1987	140.7511	52.9499	17.4813	3.4803	2.0473
544.2204	68.0809	42.9865	6.4065	2.8350	1.2370	145.2812	56.1875	16.7604	2.8613	3.8671
544.3728	68.4704	43.3016	6.4024	2.8434	1.2562	145.0099	55.9743	15.2545	3.1745	3.6401
544.5252	67.6576	42.1236	6.1158	2.8846	1.2443	153.4044	46.9071	17.5622	1.8828	1.2932
544.6776	66.9815	40.9400	5.7652	2.9420	1.2446	145.9360	50.3762	16.4062	1.9260	2.3322
544.8300	67.9277	41.2760	5.6745	3.0109	1.2821	139.9360	55.2512	16.0312	2.8638	3.1750
544.9824	69.9033	42.9314	5.8617	3.0471	1.3415	155.5019	50.9921	17.5608	4.2150	2.0997
545.1348	69.5513	43.1874	5.8619	2.9784	1.3564	163.4446	50.7569	14.4071	4.7162	2.2676
545.2872	67.0050	42.1325	5.6532	2.8099	1.3362	144.4356	47.0629	17.9844	2.2654	2.4042
545.4396	64.6807	41.3992	5.4448	2.6302	1.3347	136.7534	48.5459	17.9373	1.4981	2.1023
545.5920	66.4389	43.2479	5.6152	2.6199	1.4087	150.5972	44.4693	17.0859	1.7455	2.1439
545.7444	69.2090	44.4264	5.7540	2.7998	1.4499	164.6851	46.9082	16.9218	3.1408	3.4613
545.8968	70.3772	43.3639	5.6613	3.0518	1.4063	154.9988	55.0776	16.6286	3.9919	4.7886
546.0492	70.2319	40.9809	5.4598	3.3046	1.3074	150.0012	53.0547	15.5154	2.7831	3.0230
546.2016	70.0080	39.1650	5.3185	3.4844	1.2295	154.8575	53.2048	14.3948	2.5448	1.4318
546.3540	70.8224	38.4942	5.3177	3.6522	1.1906	147.0311	60.1883	15.4090	2.0704	2.2189
546.5064	70.3244	37.5811	5.1921	3.6991	1.1623	146.2495	63.6076	14.4960	2.3009	2.9376
546.6588	68.7423	36.9741	5.0104	3.5889	1.1629	144.3267	56.3116	13.9568	2.9260	2.5292
546.8112	67.2145	36.7672	4.8597	3.4397	1.1806	138.4612	52.8046	13.1405	2.8644	2.1485
546.9636	65.9085	36.2897	4.7260	3.3461	1.1792	139.6486	52.3036	12.6174	2.7920	2.8434
547.1160	66.3592	35.7998	4.7042	3.4524	1.1550	140.3489	47.9461	13.3131	1.6290	1.5469
547.2684	66.6937	35.3184	4.7038	3.5446	1.1270	145.4215	51.2660	11.6402	1.8912	1.5666
547.4208	67.9294	35.9310	4.7640	3.6149	1.1508	143.7970	52.8600	9.8870	4.1681	2.5331
547.5732	67.5743	36.3518	4.7323	3.5273	1.1816	144.1548	55.3278	11.0825	4.7379	2.1975
547.7256	66.1897	36.6135	4.6833	3.3413	1.2065	138.4047	53.9677	12.9458	3.1289	2.1473
547.8780	66.1660	37.3787	4.7844	3.2522	1.2311	132.0896	49.7048	15.1329	2.9222	2.1444
548.0304	67.0442	37.8839	4.9072	3.2943	1.2362	147.1546	48.4939	15.6688	4.3474	2.5320
548.1828	67.6374	37.4596	4.9243	3.4093	1.2082	140.3728	55.6869	18.8752	3.4606	1.7031
548.3352	67.4689	36.1594	4.8335	3.5371	1.1504	131.3462	53.3113	19.8596	2.1460	1.4865
548.4876	66.2586	34.6799	4.6982	3.5675	1.0910	141.2945	48.5321	20.5769	2.5312	2.1467
548.6400	65.8752	33.9160	4.6788	3.6105	1.0503	131.4367	51.9031	15.5929	2.4775	2.1466
548.7924	66.2483	33.5566	4.7092	3.6933	1.0234	128.2520	51.0677	11.9763	2.1456	2.1462
548.9448	67.1256	33.9369	4.7755	3.7494	1.0324	136.2392	56.5613	10.8598	0.9959	3.2929
549.0972	68.8855	35.7729	4.9236	3.7408	1.1101	135.8171	51.5307	12.4541	0.3811	3.1444
549.2496	70.8487	38.3351	5.0989	3.6731	1.2246	138.7369	49.0952	16.4645	1.4786	2.5293
549.4020	71.7249	39.8473	5.2126	3.6013	1.2902	149.0296	54.9692	15.7004	1.8058	2.5400
549.5544	71.5130	40.2027	5.2489	3.5372	1.3037	142.4375	50.7805	12.3666	2.2229	2.5751
549.7068	70.5378	40.3198	5.3169	3.4138	1.2971	142.6247	47.5901	10.0150	3.2395	2.1036
549.8592	72.8114	41.7640	5.5948	3.5075	1.3263	141.3443	52.8130	13.0245	4.3305	2.5587
550.0116	75.9522	42.9393	5.8904	3.7296	1.3363	143.3754	54.9600	17.2424	6.1364	2.8204
550.1640	76.5845	42.2881	5.9289	3.8746	1.2908	144.7802	51.0703	18.2281	4.8982	3.2734
550.3164	74.8999	40.7896	5.7747	3.8535	1.2340	140.4857	50.8797	16.3820	3.9882	3.1676
550.4688	71.3010	38.6056	5.4275	3.6937	1.1754	145.7254	54.2031	12.8829	3.8160	1.7383
550.6212	68.2312	36.1778	5.0292	3.6212	1.1128	141.0298	53.9914	13.0630	2.0506	1.7735
550.7736	66.5552	34.1918	4.7545	3.6562	1.0514	135.1191	50.7070	15.0160	1.4302	2.1450
550.9260	68.3712	33.4612	4.7675	3.9439	1.0063	142.8766	50.5322	13.9183	1.8060	1.4007
551.0784	71.2980	33.4294	4.9054	4.2781	0.9772	149.6283	54.5311	15.1095	3.2618	2.5706
551.2308	73.0239	33.5478	4.9736	4.4597	0.9706	147.2505	53.8740	15.6796	3.5504	3.5505
551.3832	71.7988	33.0361	4.8135	4.3791	0.9724	149.4820	49.9222	15.3788	2.0861	2.4372
551.5356	70.0954	32.8942	4.6400	4.2027	0.9985	139.6856	51.0944	14.9420	2.8752	1.3617
551.6880	69.7416	32.9337	4.4787	4.1583	1.0327	131.8613	53.7109	17.3129	3.5569	2.9375
551.8404	69.4658	32.9319	4.3023	4.1273	1.0674	139.6879	53.6626	18.9215	4.7031	2.8123
551.9928	68.5178	33.0022	4.1722	4.0123	1.0972	141.1716	47.7808	17.5274	4.6010	1.8166
552.1452	66.5550	33.3436	4.1811	3.7520	1.1154	140.0637	45.7584	13.6247	2.4453	2.4451
552.2976	65.3143	34.4473	4.4237	3.4871	1.1317	136.8266	48.2228	12.3595	2.4668	1.7336
552.4500	65.8533	36.2229	4.8026	3.3474	1.1602	130.5467	48.6719	12.8351	2.4973	2.5236
552.6024	67.3432	37.8269	5.1236	3.3345	1.1902	129.9604	56.9074	9.4419	3.4844	3.1483
552.7548	69.3638	38.9002	5.2753	3.4415	1.2227	127.7350	61.7402	11.2976	3.4410	2.4344
552.9072	70.9557	38.9979	5.2470	3.6103	1.2340	130.2833	53.5919	14.3107	1.7841	1.7840
553.0596	71.0054	38.6934	5.1842	3.6504	1.2286	138.6944	46.1407	11.5623	1.3983	1.0508
553.2120	71.5655	39.5006	5.2795	3.6225	1.2568	135.0321	46.5405	10.5402	2.4804	1.0605
553.3644	70.5445	40.2238	5.3239	3.4254	1.2901	138.6239	52.2975	15.0624	2.1365	1.0714
553.5168	69.2847	40.7172	5.3178	3.2273	1.3201	134.2489	54.9368	14.7655	1.0434	1.3870
553.6692	67.4561	39.9187	5.1963	3.1110	1.2976	129.8447	52.0143	14.3990	2.8319	2.4574
553.8216	66.2643	39.2251	5.1429	3.0547	1.2678	133.8755	46.5458	16.7734	2.4843	4.1603
553.9740	65.9674	39.1053	5.1685	3.0347	1.2557	135.8777	42.3053	16.4401	2.1292	4.8843
554.1264	65.6832	39.6929	5.2169	2.9362	1.2804	146.9378	36.9392	15.7730	3.2265	2.8709
554.2788	64.9935	40.2103	5.2051	2.7998	1.3129	148.0428	43.9705	13.9851	2.8674	2.1445
554.4312	63.8605	39.9000	5.1077	2.7069	1.3140	131.5614	51.2651	16.7967	2.8653	2.1561
554.5836	63.6472	39.6387	5.0930	2.7123	1.3017	126.9691	49.0084	16.1712	2.8631	1.4319
554.7360	65.6083	40.3105	5.2384	2.8580	1.3121	128.3456	51.5746	13.2348	2.1561	2.4962
554.8884	68.4691	41.7692	5.4697	3.0164	1.3513	136.0016	47.7356	15.0530	1.4336	2.8786
555.0408	70.4939	43.5550	5.7395	3.0433	1.4020	142.7190	52.8765	11.8751	1.0803	1.4435
555.1932	70.2679	44.4588	5.8609	2.9157	1.4306	143.6873	59.1074	12.1100	2.1178	2.1174
555.3456	69.6191	44.1846	5.7300	2.8734	1.4405	142.8762	50.9365	14.7389	4.5038	2.8358
555.4980	69.7143	43.3569	5.4118	2.9777	1.4552	147.6897	46.8907	17.1412	4.2031	2.4496
555.6504	68.1451	41.8704	5.0486	2.9683	1.4405	156.7760	47.2992	19.3819	3.9141	3.9138
555.8028	65.4750	40.6160	4.8030	2.8084	1.4160	135.3739	48.6559	15.8197	3.9684	2.9215
555.9552	63.0286	39.6936	4.6707	2.6362	1.3884	130.8772	47.0625	13.2678	2.5196	1.4123
556.1076	64.5484	40.5682	4.7939	2.7091	1.4150	140.0358	47.1427	14.2813	2.8418	2.1490
556.2600	67.2265	41.9172	4.9980	2.8593	1.4532	142.7191	55.6876	14.3632	2.8867	2.1472
556.4124	69.2072	42.5733	5.1250	3.0089	1.4663	144.2787	55.9831	13.9187	2.8380	1.1095
556.5648	70.7244	43.0025	5.2625	3.1318	1.4641	149.9697	50.7655	17.0084	3.1737	1.6411
556.7172	71.2223	43.0283	5.3564	3.1851	1.4470	153.6234	50.3604	19.2353	2.4529	3.4960
556.8696	71.2022	43.4785	5.4459	3.1320	1.4556	146.9623	54.6409	15.9057	1.4628	2.2105
557.0220	71.3559	44.0224	5.4711	3.0879	1.4823	152.6261	55.7023	13.5558	1.0577	0.3765
557.1744	72.6142	44.5845	5.4557	3.1666	1.5180	157.1229	52.1493	18.2972	1.4020	2.6098
557.3268	73.4945	44.7455	5.4064	3.2478	1.5372	148.3428	55.8290	19.6476	1.3980	4.2301
557.4792	73.0097	43.9487	5.2593	3.2831	1.5198	144.6442	59.4680	16.1643	2.4533	2.5252
557.6316	71.2575	42.9949	5.0755	3.1929	1.5006	142.3726	56.3906	17.0775	3.2440	1.8107
557.7840	69.3338	42.2528	4.9182	3.0594	1.4885	132.5937	56.4293	14.6083	2.8653	2.4492
557.9364	67.3381	41.8134	4.8062	2.8836	1.4851	132.3434	54.7018	10.3210	2.1894	2.5663
558.0888	65.7039	41.2837	4.6970	2.7588	1.4758	131.0603	49.4445	13.1562	2.1076	2.1078
558.2412	64.6295	40.3195	4.5498	2.7464	1.4487	122.1118	53.1711	13.0386	2.8683	3.5427
558.3936	63.6551	38.9091	4.3844	2.7956	1.3993	132.0008	50.0612	11.1645	2.8069	2.6169
