HOLE:	995B
LEG:	164
TOP:	115.823997
BOTTOM:	663.092407
DEPTH_WMSF	SGR	CGR	THOR	URAN	POTA	W1NG	W2NG	W3NG	W4NG	W5NG
m	gAPI	gAPI	ppm	ppm	%	cps	cps	cps	cps	cps
207.4164	55.7430	52.8639	8.5814	0.3253	1.3824	105.1752	32.5556	15.8592	0.0003	3.3386
207.5688	55.2512	50.4848	8.1227	0.5385	1.3345	104.4313	43.4421	10.8610	2.5063	0.8357
207.7212	58.8717	51.1695	8.2427	0.8701	1.3506	133.4922	45.0235	15.0076	3.1596	3.1595
207.8736	60.3157	50.5466	8.1433	1.1036	1.3340	140.5972	43.4452	12.6376	3.1595	2.3697
208.0260	58.8718	47.8889	7.7891	1.2408	1.2492	115.0977	54.2093	7.5071	2.5020	2.5025
208.1784	56.1220	43.8738	7.2280	1.3837	1.1263	129.3807	33.3893	14.1893	1.6697	5.8427
208.3308	57.2849	42.6790	7.1099	1.6501	1.0801	116.0269	35.8934	5.8438	3.3387	2.5044
208.4832	59.3243	42.3562	7.0921	1.9169	1.0648	117.6977	37.5626	11.6861	1.6696	4.1735
208.6356	63.6658	45.8161	7.5722	2.0165	1.1714	130.5380	37.1844	11.0766	3.1645	3.1647
208.7880	66.3493	47.5905	7.7772	2.1192	1.2342	130.8356	44.1672	16.6654	2.4997	4.1663
208.9404	64.1013	44.7813	7.3137	2.1826	1.1622	149.5229	48.2580	6.3296	0.0003	0.7911
209.0928	63.4632	44.1288	7.2475	2.1843	1.1373	129.3832	35.8950	10.0172	2.5042	0.8351
209.2452	60.7494	42.7405	7.0166	2.0345	1.1021	136.7577	51.3824	14.2291	2.3719	3.9524
209.3976	62.6867	45.5098	7.3500	1.9405	1.1975	126.7739	43.3690	13.3447	5.0039	2.5022
209.5500	57.6748	42.3360	6.7310	1.7329	1.1350	139.9174	39.5250	15.0190	3.1620	3.1621
209.7024	59.1047	42.3270	6.5596	1.8954	1.1684	110.9283	34.1965	9.1749	2.5024	3.3359
209.8548	57.5331	40.7515	6.0978	1.8959	1.1679	132.0140	45.0599	14.2287	4.7427	1.5812
210.0072	61.6618	41.7022	6.0815	2.2549	1.2265	116.9603	50.1251	10.0256	1.6708	3.3416
210.1596	56.6281	37.6039	5.4095	2.1492	1.1206	126.8754	48.4120	14.1897	1.6693	2.5040
210.3120	52.4183	32.6806	4.7213	2.2298	0.9700	104.3388	31.7198	9.1819	0.8347	0.8346
210.4644	48.2353	28.6656	4.1297	2.2108	0.8531	90.0763	34.1941	8.3406	0.8342	0.0003
210.6168	52.1304	29.8579	4.2979	2.5162	0.8893	100.2371	25.2593	11.0500	2.3676	2.3679
210.7692	56.5766	31.6487	4.4566	2.8162	0.9622	102.6727	48.4126	13.3554	0.8347	3.3387
210.9216	57.4387	31.8715	4.3201	2.8884	1.0022	115.3219	37.1256	11.8481	0.7899	1.5797
211.0740	55.4835	30.1130	3.8413	2.8662	0.9944	99.3330	43.4054	10.0166	0.8349	0.8349
211.2264	53.9206	28.8415	3.4435	2.8332	0.9990	105.9212	40.8679	9.1749	2.5019	2.5019
211.3788	53.7379	30.0843	3.5393	2.6722	1.0524	102.7572	45.1122	14.2016	0.8354	0.8355
211.5312	55.3907	32.7091	3.8822	2.5624	1.1375	105.2236	40.3479	9.4936	0.7915	1.5824
211.6836	56.3808	34.9704	4.1722	2.4188	1.2119	122.5285	38.7357	8.6955	3.9523	2.3715
211.8360	57.0598	35.5728	4.2581	2.4274	1.2300	112.8629	43.4106	7.1035	1.5785	2.3677
211.9884	53.4683	33.7109	4.0281	2.2320	1.1670	95.0004	51.6642	8.3335	1.6667	1.6665
212.1408	52.6670	33.8659	4.0931	2.1240	1.1632	98.4178	31.6931	10.0081	1.6680	0.0001
212.2932	53.4372	33.4644	4.0220	2.2564	1.1539	118.5765	31.6215	7.9055	1.5809	0.7904
212.4456	55.1474	33.3697	3.9921	2.4603	1.1542	114.0139	39.5874	11.0846	0.7920	0.0000
212.5980	52.3423	31.0129	3.7274	2.4096	1.0693	111.4591	32.4121	10.2764	2.3714	0.0001
212.7504	51.8028	31.1889	3.6880	2.3288	1.0873	84.3101	40.9013	8.3474	0.8348	0.8347
212.9028	51.6223	31.0469	3.6333	2.3245	1.0899	108.3330	39.1662	9.9996	1.6666	0.8339
213.0552	54.2670	31.2822	3.7487	2.5966	1.0808	105.7620	35.5169	7.1034	0.7894	5.5246
213.2076	54.0813	30.2878	3.6746	2.6880	1.0375	108.4227	35.0299	7.5073	1.6680	3.3357
213.3600	53.5177	29.5413	3.5704	2.7087	1.0146	100.0840	40.8664	15.8454	0.8340	0.0004
213.5124	52.0239	30.1102	3.5188	2.4757	1.0580	105.3044	32.4622	6.3349	0.7919	3.1668
213.6648	52.2152	31.2478	3.7061	2.3687	1.0872	101.9774	30.8300	12.6485	1.5811	0.7906
213.8172	52.2374	32.8631	3.9643	2.1888	1.1302	111.3733	30.8064	15.0068	2.3696	1.5798
213.9696	53.3634	34.6590	4.3630	2.1131	1.1560	102.5861	36.6965	5.8390	1.6680	1.6680
214.1220	51.5497	34.1680	4.3931	1.9637	1.1215	107.5066	30.8316	12.6485	1.5809	1.5810
214.2744	52.2839	35.2541	4.6864	1.9239	1.1267	80.9033	43.3685	15.0124	0.8342	1.6680
214.4268	50.6572	33.9266	4.6209	1.8901	1.0624	101.9756	35.5729	14.2285	2.3714	1.5808
214.5792	54.6193	35.6650	4.9646	2.1413	1.0957	96.3691	33.9662	7.8991	1.5802	0.0004
214.7316	55.3127	34.6050	4.8347	2.3394	1.0596	117.6953	41.7357	9.1821	5.0078	3.3386
214.8840	56.7459	34.7904	4.9294	2.4804	1.0517	110.6705	37.1537	10.2771	0.7908	0.7906
215.0364	59.7260	35.4701	5.0798	2.7402	1.0615	99.2542	33.3629	13.3440	3.3357	1.6683
215.1888	62.5021	36.9406	5.4642	2.8877	1.0712	138.5619	47.5790	10.0170	0.0004	3.3388
215.3412	66.4416	39.2945	5.9615	3.0669	1.1100	119.3665	45.0593	12.6492	3.1621	2.3715
215.4936	66.0148	41.1145	6.4014	2.8131	1.1290	110.5004	44.9877	20.5197	3.1570	2.3680
215.6460	66.5833	42.3654	6.7290	2.7360	1.1371	136.7572	41.1066	10.2775	2.3718	3.9521
215.7984	65.0917	40.9974	6.6046	2.7220	1.0820	122.6020	40.0326	16.6797	4.1698	0.0003
215.9508	62.8585	38.0771	6.3628	2.7996	0.9598	121.0348	34.2249	9.1814	1.6696	2.5042
216.1032	61.4386	36.6589	6.2759	2.7994	0.8944	118.6716	44.3028	4.7471	3.1644	2.3735
216.2556	65.5894	40.5692	6.9065	2.8266	0.9974	124.3754	35.8946	6.6789	1.6697	3.3388
216.4080	70.2431	44.6684	7.5241	2.8892	1.1141	135.9473	47.5402	15.8463	3.3361	2.5024
216.5604	72.3481	46.2282	7.7624	2.9508	1.1578	141.3892	52.1316	14.2178	3.1596	4.7389
216.7128	70.1437	43.0582	7.2985	3.0599	1.0649	132.9115	42.7213	12.6577	3.1643	0.7914
216.8652	68.5542	40.2966	6.8798	3.1923	0.9868	133.4434	40.8690	8.3412	0.8344	3.3365
217.0176	65.2016	36.8698	6.3926	3.2007	0.8836	124.2065	53.7959	15.8227	3.9554	6.3287
217.1700	64.1652	35.3833	6.1963	3.2516	0.8358	105.1769	40.9016	15.0248	1.6697	3.3388
217.3224	60.5891	32.8904	5.8643	3.1292	0.7562	118.5775	41.8964	12.6481	3.9526	2.3715
217.4748	59.6953	32.1111	5.7304	3.1163	0.7373	121.7650	35.0300	11.6763	4.1700	1.6682
217.6272	59.2667	33.7151	5.8856	2.8866	0.8001	95.6557	41.8964	11.0672	3.1619	3.1618
217.7796	61.9393	36.0343	6.1419	2.9266	0.8845	124.9011	34.7841	11.0672	1.5810	0.7909
217.9320	62.2136	37.4571	6.2501	2.7968	0.9459	124.0103	47.3921	11.0583	1.5798	3.9491
218.0844	60.9218	36.0757	6.0053	2.8069	0.9139	104.4309	37.1834	9.4936	1.5825	0.7911
218.2368	55.7178	33.0816	5.4875	2.5573	0.8419	108.5131	35.8931	9.1817	3.3387	0.8347
218.3892	59.0219	34.3280	5.5893	2.7897	0.8943	99.6079	35.5737	7.1150	1.5811	0.7906
218.5416	61.3781	34.7544	5.4396	3.0077	0.9487	125.2083	40.0673	10.0167	2.5042	1.6696
218.6940	63.6653	35.4103	5.3542	3.1920	1.0038	121.8694	44.2393	10.0170	2.5043	2.5042
218.8464	61.4305	33.7716	4.9941	3.1247	0.9796	118.4823	35.5457	12.6384	3.1597	2.3696
218.9988	59.3488	32.8553	4.8373	2.9930	0.9572	109.0901	41.1076	14.2290	3.9524	1.5811
219.1512	59.5298	32.3711	4.7754	3.0682	0.9413	102.6857	48.1833	11.8489	2.3694	2.3699
219.3036	59.3072	32.4292	4.7762	3.0365	0.9445	103.5062	48.4137	16.6934	0.0004	4.1734
219.4560	57.9200	30.4768	4.4989	3.1003	0.8856	106.8041	45.8845	7.9114	3.1642	2.3733
219.6084	56.5729	29.0267	4.2441	3.1120	0.8515	109.3492	33.3875	8.3473	-0.0004	1.6694
219.7608	57.3741	29.3962	4.2527	3.1607	0.8713	99.6061	41.8972	11.0673	2.3717	3.1618
219.9132	58.5042	31.7119	4.6193	3.0268	0.9337	111.0183	41.7355	11.6861	3.3385	0.8346
220.0656	59.8256	34.6409	5.0588	2.8452	1.0174	110.6716	35.5735	11.0676	0.0002	0.0002
220.2180	62.7515	37.7004	5.5057	2.8301	1.1073	108.3034	38.7352	14.2291	1.5810	1.5813
220.3704	65.6723	40.0794	5.7884	2.8913	1.1899	132.8039	38.7364	12.6482	1.5813	3.9524
220.5228	64.5354	39.7919	5.7067	2.7953	1.1893	113.0418	49.0114	12.6478	3.9523	2.3713
220.6752	64.0749	40.0502	5.7949	2.7141	1.1869	99.6079	45.0589	9.4863	1.5815	0.7908
220.8276	65.9094	40.2577	5.9335	2.8979	1.1716	125.2096	41.7369	10.8520	5.8425	3.3388
220.9800	69.1791	42.3421	6.3173	3.0318	1.2171	132.8056	47.4301	15.8101	0.7910	2.3713
221.1324	68.0956	42.3306	6.3673	2.9107	1.2066	127.2733	41.1064	14.2289	4.7428	0.7905
221.2848	65.6744	43.6599	6.5519	2.4870	1.2475	132.1183	38.7669	11.0766	2.3733	0.7915
221.4372	64.0005	45.2626	6.7852	2.1169	1.2947	116.2053	47.4313	16.6002	1.5811	3.9526
221.5896	64.1952	46.6615	7.0596	1.9808	1.3220	113.9260	51.4235	11.8673	2.3734	3.9555
221.7420	62.4169	45.5763	7.0429	1.9025	1.2621	129.5404	46.6035	13.4277	2.3695	2.3697
221.8944	64.4396	45.4089	7.1667	2.1499	1.2278	117.6004	46.7051	10.0092	0.8344	2.5021
222.0468	62.3458	42.7612	6.8399	2.2125	1.1382	137.4389	42.6543	17.3766	3.9493	2.3696
222.1992	61.2519	42.1112	6.7545	2.1624	1.1173	121.9298	45.1316	9.5013	2.3753	1.5839
222.3516	56.9741	39.8203	6.3529	1.9379	1.0633	105.0575	52.9205	10.2687	2.3697	4.7390
222.5040	57.8561	41.0906	6.5004	1.8940	1.1081	123.4365	35.8643	11.6770	2.5023	1.6684
222.6564	59.6788	42.7676	6.6866	1.9105	1.1689	125.6925	45.0584	16.6009	3.9523	4.7432
222.8088	61.9701	45.9719	7.1379	1.8074	1.2663	132.0141	37.9464	17.3914	1.5811	5.5335
222.9612	62.0682	46.9100	7.3175	1.7125	1.2855	117.7897	52.1719	18.1810	2.3714	4.7428
223.1136	62.4713	46.2710	7.2874	1.8302	1.2542	143.7578	35.5471	11.8482	1.5800	2.3697
223.2660	61.6154	44.4301	7.1007	1.9415	1.1839	126.4823	52.1729	11.0671	3.1621	2.3715
223.4184	63.3636	45.7412	7.3043	1.9909	1.2200	127.2746	43.4796	10.2771	3.1620	2.3715
223.5708	61.8962	45.6321	7.2677	1.8374	1.2209	142.1777	54.5016	13.4277	2.3700	2.3698
223.7232	66.0225	49.3731	7.7729	1.8809	1.3389	122.5341	48.2220	10.2775	4.7428	3.1622
223.8756	65.0252	48.3717	7.4338	1.8814	1.3476	159.0186	53.7959	17.4046	2.3737	3.9553
224.0280	66.3284	49.4816	7.4525	1.9032	1.4085	155.8521	41.1403	13.4497	4.7464	0.7914
224.1804	60.9983	45.0955	6.6345	1.7966	1.3148	136.6490	49.7623	15.7979	1.5800	3.1594
224.3328	58.5639	42.4664	6.1512	1.8186	1.2572	121.6434	43.4442	16.5876	3.1592	1.5799
224.4852	60.4641	41.5018	5.8566	2.1422	1.2593	125.5963	45.8139	15.7970	0.0005	2.3700
224.6376	62.4449	41.8347	5.8625	2.3284	1.2775	157.3092	48.2213	9.4866	3.9528	4.7427
224.7900	64.2736	43.1569	5.9766	2.3856	1.3319	132.1204	48.2593	12.6587	5.5375	1.5826
224.9424	62.3420	43.3591	5.9437	2.1446	1.3502	133.5971	46.6399	16.6005	1.5810	3.9526
225.0948	66.7458	46.5437	6.3728	2.2823	1.4509	135.9718	43.4790	14.2292	1.5812	3.9523
225.2472	69.7052	48.5124	6.6584	2.3942	1.5091	163.6348	49.8011	14.2302	3.1622	1.5810
225.3996	69.2964	47.4540	6.5391	2.4676	1.4710	150.9850	39.5258	22.1332	3.9523	1.5809
225.5520	64.8322	44.8535	6.1187	2.2570	1.4027	125.5907	40.2854	12.6385	1.5800	0.7902
225.7044	62.9095	43.5340	5.8644	2.1889	1.3761	111.5524	49.0504	15.0317	3.1644	3.1644
225.8568	66.9335	46.9473	6.3403	2.2579	1.4808	126.1286	47.2978	15.7656	1.5014	2.2523
226.0092	67.8759	46.9959	6.4404	2.3589	1.4638	146.2431	51.3827	14.2287	0.7906	2.3714
226.1616	67.3388	45.7898	6.3766	2.4344	1.4062	130.1081	45.8704	10.0091	1.6680	0.8346
226.3140	63.4128	44.1114	6.2015	2.1805	1.3431	127.3730	36.3932	16.6137	1.5823	5.5374
226.4664	62.0608	44.7749	6.2500	1.9528	1.3721	124.2090	42.7213	15.0314	1.5824	0.7913
226.6188	61.7442	45.9742	6.3962	1.7816	1.4131	125.5919	41.0753	12.6382	2.3700	2.3698
226.7712	60.1353	45.0136	6.2607	1.7083	1.3839	121.6214	49.5486	12.0115	5.2549	3.7535
226.9236	60.7451	45.6197	6.3609	1.7088	1.3994	120.0638	41.8652	7.8996	2.3696	1.5799
227.0760	62.3180	47.5098	6.7018	1.6729	1.4421	124.9043	50.5918	13.4387	1.5811	2.3715
227.2284	64.3269	49.4524	6.9909	1.6804	1.4981	150.1952	41.8975	13.4392	2.3714	2.3713
227.3808	65.3562	50.7908	7.1962	1.6455	1.5354	130.4356	44.2692	17.3903	1.5811	0.7908
227.5332	63.3154	49.3573	6.9652	1.5769	1.4976	136.8641	47.4685	9.4942	2.3734	3.1647
227.6856	63.2391	48.4363	6.8286	1.6723	1.4710	112.2526	49.0121	13.4384	2.3718	3.9524
227.8380	59.6839	43.1519	6.0517	1.8677	1.3168	109.0895	50.5916	11.0673	4.7427	2.3719
227.9904	56.1884	39.4131	5.5181	1.8952	1.2045	97.1568	40.2836	11.8483	1.5796	5.5289
228.1428	56.4421	39.5061	5.5394	1.9133	1.2057	100.3185	33.9669	11.8484	0.0003	3.1594
228.2952	58.9038	43.6964	6.0406	1.7180	1.3507	121.0447	47.4675	12.6583	2.3734	1.5826
228.4476	59.6476	45.9154	6.2909	1.5514	1.4305	124.1079	40.3169	13.4384	2.3713	3.9522
228.6000	57.9764	46.1528	6.1703	1.3357	1.4681	101.1082	45.8131	11.0584	0.7901	0.7899
228.7524	59.0690	47.9733	6.2991	1.2535	1.5487	120.3500	41.9635	10.2939	2.3753	0.7922
228.9048	60.8238	50.3546	6.5050	1.1827	1.6467	133.5962	41.1054	18.1816	2.3714	3.9524
229.0572	60.7191	50.5451	6.4253	1.1494	1.6735	128.0609	30.0414	16.6007	1.5811	2.3713
229.2096	61.5542	50.6802	6.3069	1.2285	1.7048	108.7803	45.0122	15.7535	2.2506	0.7502
229.3620	63.5580	52.4194	6.3104	1.2584	1.8054	134.3869	52.9635	11.8577	2.3716	0.7906
229.5144	62.9679	51.2667	5.9028	1.3219	1.8188	131.1189	45.0228	11.8487	3.1593	1.5799
229.6668	61.6228	48.8425	5.4074	1.4438	1.7756	108.9426	37.5654	15.0265	0.7515	2.2542
229.8192	60.1784	46.7073	5.0524	1.5219	1.7214	124.8998	34.7835	16.6007	2.3714	4.7428
229.9716	60.6642	47.3703	5.0988	1.5018	1.7508	113.9244	41.9306	15.8216	1.5824	2.3734
230.1240	56.4025	45.9389	4.9611	1.1821	1.6947	116.9013	43.4433	6.3207	2.3695	2.3696
230.2764	58.2594	48.7362	5.2904	1.0759	1.7925	97.9517	38.7052	18.9573	0.7900	1.5798
230.4288	58.8555	49.9808	5.4686	1.0026	1.8298	142.4021	43.5135	18.9870	1.5822	1.5823
230.5812	64.8607	54.3561	5.9915	1.1867	1.9812	117.7886	50.5929	15.8109	0.7909	1.5811
230.7336	65.9470	53.9594	6.0051	1.3543	1.9554	134.4941	50.6331	20.5691	3.9555	2.3733
230.8860	69.9225	57.4963	6.5312	1.4038	2.0574	138.0347	52.5142	16.5039	2.2505	1.5005
231.0384	64.5065	53.9786	6.1771	1.1894	1.9225	139.9175	61.6572	15.0199	1.5810	2.3713
231.1908	61.0545	52.5046	6.0466	0.9659	1.8625	111.8639	38.2897	16.5159	1.5016	0.7509
231.3432	57.3540	49.2272	5.5817	0.9181	1.7635	128.1640	49.8420	11.8679	2.3733	2.3737
231.4956	60.3606	50.7750	5.6972	1.0829	1.8308	123.9694	51.8399	18.7821	1.5024	4.5076
231.6480	60.0489	49.3933	5.3933	1.2038	1.8104	143.8730	45.0581	12.6482	0.0001	2.3716
231.8004	58.5989	46.9362	5.0570	1.3176	1.7338	139.3973	35.0586	12.5206	0.8350	2.5041
231.9528	60.4249	48.4372	5.2663	1.3543	1.7799	125.2841	36.7605	10.5031	3.0005	2.2506
232.1052	63.8914	50.2658	5.6166	1.5393	1.8171	148.4983	47.3940	14.2179	0.7902	2.3697
232.2576	68.2995	53.1689	6.0989	1.7093	1.8909	141.1421	52.5527	13.5130	3.0029	3.0028
232.4100	63.8568	48.8097	5.7229	1.6999	1.7113	148.8480	53.8382	9.5016	2.3751	1.5836
232.5624	61.9059	47.0415	5.6112	1.6793	1.6304	116.3002	38.7665	12.6582	0.7913	2.3732
232.7148	62.0720	47.1231	5.7338	1.6888	1.6109	139.0219	44.2347	12.6384	2.3696	0.7903
232.8672	61.5926	46.7261	5.7668	1.6795	1.5813	150.3115	51.4225	14.2407	1.5822	3.9554
233.0196	59.6769	44.7856	5.5795	1.6823	1.5053	109.7947	38.7060	15.7978	0.7902	1.5798
233.1720	56.1656	40.5644	5.1701	1.7625	1.3404	110.3622	50.2996	15.7651	3.0029	1.5015
233.3244	62.0027	41.0179	5.3067	2.3707	1.3398	125.4946	44.2005	10.2614	2.3676	1.5784
233.4768	64.2175	40.4065	5.2979	2.6900	1.3059	136.0765	56.9594	18.1954	0.7911	0.7916
233.6292	69.2025	42.6821	5.7242	2.9961	1.3542	140.3509	35.0900	11.6966	0.8359	4.1769
233.7816	69.0010	43.8726	5.9217	2.8388	1.3845	140.8220	53.7979	17.4044	4.7465	2.3733
233.9340	69.2365	44.5371	6.1087	2.7904	1.3862	134.4846	57.0989	12.0210	2.2540	1.5028
234.0864	66.0889	42.9665	5.8686	2.6122	1.3422	127.9627	48.9726	11.8489	2.3699	3.1595
234.2388	67.0900	42.7707	5.9909	2.7474	1.3066	132.7034	44.2351	16.5880	3.9492	2.3696
234.3912	67.7594	41.0906	5.8579	3.0128	1.2351	149.1733	54.4606	18.9427	1.5782	1.5784
234.5436	71.8807	40.7423	5.8919	3.5178	1.2081	130.5425	49.8416	15.0316	3.9555	4.7466
234.6960	68.1736	37.0502	5.3887	3.5161	1.0925	167.9153	48.4539	15.0368	2.5063	2.5062
234.8484	68.7217	36.7247	5.3829	3.6148	1.0747	131.3303	43.5123	8.7034	3.1649	2.3732
235.0008	66.0205	35.2829	5.4030	3.4725	0.9868	141.3900	40.2852	15.7975	6.3185	0.7902
235.1532	68.0467	35.3599	5.5717	3.6927	0.9579	139.8086	47.3942	13.4277	1.5798	3.1598
235.3056	67.4338	35.4506	5.6621	3.6132	0.9453	124.9013	54.5450	10.2772	1.5809	5.5332
235.4580	65.3731	34.1192	5.3964	3.5308	0.9203	126.1256	51.0501	14.2637	0.7512	2.2523
235.6104	62.3783	32.9237	5.0885	3.3276	0.9115	121.7379	43.4783	9.4864	4.7425	2.3715
235.7628	60.9429	31.4810	4.7497	3.3284	0.8945	111.8630	43.5438	11.2605	0.0006	2.2522
235.9152	62.1106	32.1718	4.7937	3.3823	0.9260	120.9487	45.8495	4.7443	4.7433	1.5810
236.0676	62.7316	32.8051	4.8292	3.3809	0.9559	121.7382	43.4779	15.0200	6.3234	1.5808
236.2200	66.9664	34.7533	5.1535	3.6392	1.0052	113.8359	40.3185	16.6009	0.7909	0.0005
236.3724	69.4901	34.9627	5.1095	3.9006	1.0261	129.5435	59.2412	17.3770	3.9495	3.9492
236.5248	73.8372	36.8355	5.3187	4.1802	1.0939	143.0851	55.3339	12.6487	4.7431	1.5814
236.6772	71.8012	35.5133	4.9712	4.0995	1.0855	160.3447	38.7062	16.5875	4.7390	4.7391
236.8296	68.8860	32.8909	4.4128	4.0665	1.0432	136.6501	52.1321	15.0081	2.3695	3.1595
236.9820	64.1719	28.9301	3.7728	3.9814	0.9390	130.4331	47.4306	16.6005	0.7910	2.3713
237.1344	64.8639	29.1255	3.7484	4.0375	0.9552	116.9998	45.8497	14.2303	4.7430	0.7906
237.2868	66.1532	30.8907	4.0777	3.9837	0.9929	147.9443	45.0949	22.9418	3.9553	1.5821
237.4392	70.9232	34.7008	4.5596	4.0921	1.1196	158.1030	45.0605	12.6484	0.7905	0.0005
237.5916	69.8533	35.8151	4.6331	3.8454	1.1700	160.2184	55.2483	14.2073	0.7894	3.9462
237.7440	68.7980	36.9724	4.7943	3.5954	1.2055	139.1295	52.9643	18.1813	1.5816	3.1620
237.8964	66.2671	36.2006	4.7407	3.3967	1.1711	131.9123	52.1336	14.2173	6.3187	2.3695
238.0488	65.2068	35.8711	4.7963	3.3141	1.1409	138.2309	59.2403	8.6896	3.1595	0.7899
238.2012	66.7162	35.8095	4.7215	3.4916	1.1522	140.0330	47.4693	15.0315	2.3733	0.7911
238.3536	67.1887	34.9289	4.5626	3.6445	1.1323	150.8997	55.5552	13.5135	1.5018	0.7508
238.5060	70.7780	34.7114	4.6859	4.0745	1.0952	141.3926	52.9223	13.4284	3.9492	0.7903
238.6584	71.7785	34.8296	4.9448	4.1742	1.0509	161.1372	50.5520	15.7978	1.5802	3.9495
238.8108	70.9870	34.5665	5.1638	4.1145	0.9923	158.8899	42.6884	15.8101	4.7429	4.7430
238.9632	67.6244	33.7006	5.1166	3.8325	0.9512	131.2255	48.2210	14.2293	3.1621	3.9523
239.1156	65.0439	32.3836	4.9873	3.6897	0.9001	132.8814	45.7968	15.0155	3.7536	1.5016
239.2680	65.9672	32.8232	5.1909	3.7444	0.8854	120.8541	53.7123	18.9568	2.3699	2.3699
239.4204	66.6960	33.4347	5.3786	3.7576	0.8840	128.8551	52.1726	14.2295	3.9526	3.9523
239.5728	67.4460	35.3459	5.6748	3.6264	0.9367	140.2846	41.2612	16.5039	4.5010	1.5006
239.7252	66.5719	36.8573	5.8253	3.3569	0.9950	136.7391	48.8357	15.0255	3.7566	3.0051
239.8776	62.9143	36.1611	5.7331	3.0224	0.9727	135.1753	50.5920	8.6957	3.9524	1.5809
240.0300	61.1518	36.7917	5.9077	2.7520	0.9749	113.7466	43.4431	9.4786	2.3700	0.7906
240.1824	61.5393	37.3477	6.0698	2.7330	0.9752	134.2811	36.3365	8.6889	4.7391	6.3187
240.3348	66.0174	39.6603	6.3649	2.9776	1.0516	133.7352	49.5868	9.7674	3.0050	3.0050
240.4872	67.5485	38.6506	6.1310	3.2647	1.0390	143.3923	49.5488	12.0127	0.7509	0.7509
240.6396	70.7070	40.0539	6.2569	3.4630	1.0958	134.3891	43.4792	17.3912	1.5813	1.5814
240.7920	68.7932	38.7812	6.1784	3.3905	1.0372	148.6127	51.3842	16.6000	3.9523	4.7431
240.9444	67.9097	38.1298	6.0947	3.3643	1.0158	116.4559	57.8494	9.7672	1.5027	4.5076
241.0968	64.6393	35.7567	5.7716	3.2629	0.9415	133.5320	42.7615	10.5035	2.2507	2.2506
241.2492	64.4736	35.8056	5.6474	3.2387	0.9689	122.4649	49.5855	17.2801	3.0053	2.2539
241.4016	64.9387	37.4068	5.7559	3.1104	1.0407	127.5311	39.0123	16.5035	3.0007	1.5006
241.5540	63.8772	39.1316	5.8501	2.7956	1.1225	120.8533	60.0300	11.0590	2.3697	3.1596
241.7064	64.2974	40.9191	5.8447	2.6411	1.2277	122.5563	46.6176	15.7894	2.2558	3.7591
241.8588	65.8702	42.9884	5.8726	2.5850	1.3427	121.8061	55.6390	15.0383	3.7595	1.5039
242.0112	66.3404	43.3853	5.7352	2.5933	1.3930	135.1342	54.8038	21.0204	4.5045	2.2524
242.1636	66.9702	43.1417	5.7248	2.6920	1.3808	127.8617	46.5671	15.7852	4.7353	3.1570
242.3160	65.1813	40.8446	5.4806	2.7494	1.2953	132.8833	49.5488	15.0144	2.2526	2.2526
242.4684	65.1996	38.4774	5.1364	3.0189	1.2255	135.9669	43.4805	10.2770	4.7425	4.7425
242.6208	66.5294	37.6622	4.9106	3.2612	1.2227	123.9691	61.6073	12.7724	0.0004	0.0003
242.7732	67.4799	35.8281	4.6014	3.5758	1.1770	141.8923	57.0558	13.5135	3.0027	2.2523
242.9256	67.5123	33.9989	4.4311	3.7861	1.1041	145.3381	46.6031	13.4284	0.7900	2.3695
243.0780	66.4105	31.9461	4.2663	3.8935	1.0171	132.7006	43.4452	15.7979	1.5798	0.7903
243.2304	64.0079	29.2938	4.0070	3.9217	0.9139	126.2211	54.0923	16.5286	1.5028	3.7563
243.3828	64.7351	29.4729	3.9965	3.9837	0.9264	127.6284	34.5368	14.2641	3.0027	1.5015
243.5352	62.8869	28.9096	3.8934	3.8385	0.9140	133.7339	53.3416	12.7724	0.7515	1.5027
243.6876	64.5981	30.2242	4.0670	3.8833	0.9563	132.8069	38.7365	13.4384	2.3717	2.3713
243.8400	65.1838	30.6548	4.1464	3.9008	0.9656	137.1815	49.4755	10.4954	3.7480	0.7499
243.9924	64.1957	29.5157	3.8968	3.9179	0.9486	138.1357	51.0502	15.7653	3.0032	3.0028
244.1448	63.3613	29.8010	3.8721	3.7914	0.9701	118.4848	44.2344	11.8485	4.7391	1.5798
244.2972	63.7413	30.7070	3.9263	3.7320	1.0122	129.8808	48.7996	13.5141	3.0034	1.5014
244.4496	68.1728	33.4173	4.3548	3.9264	1.0853	137.5958	55.6383	18.0444	6.0150	0.7522
244.6020	68.9763	34.3529	4.4866	3.9115	1.1137	152.3997	48.7988	12.0125	6.0057	3.0031
244.7544	68.4704	32.7759	4.2848	4.0325	1.0618	130.6314	48.7984	15.7659	3.7540	3.7535
244.9068	68.7933	32.0201	4.2061	4.1544	1.0334	136.6364	45.7971	16.5167	6.0055	1.5016
245.0592	66.9764	29.7368	3.9673	4.2070	0.9476	135.0683	56.8701	18.1670	1.5797	2.3697
245.2116	68.0547	29.0863	4.0121	4.4024	0.9008	111.9482	41.3229	14.2746	0.7520	3.0051
245.3640	66.0881	27.4374	3.9024	4.3665	0.8265	131.1225	45.8123	11.0587	6.3184	1.5799
245.5164	68.4433	28.8140	4.1575	4.4770	0.8562	138.1375	35.2864	12.7631	0.7510	2.2522
245.6688	65.5166	29.9313	4.3522	4.0202	0.8828	132.7003	44.2345	15.7973	3.1593	1.5799
