HOLE:	995B
LEG:	164
TOP:	151.332993
BOTTOM:	661.415771
DEPTH_WMSF	RHOB	PEF	DRHO
m	g/cm3	barns/e-	g/cm3
252.9838	1.5607	3.3138	0.0061
253.1362	1.5985	3.4221	0.0116
253.2886	1.6432	3.0444	0.0284
253.4410	1.6365	2.5260	0.0318
253.5934	1.5633	2.1931	0.0239
253.7458	1.4976	2.0571	0.0071
253.8982	1.4612	2.2220	0.0068
254.0506	1.4845	2.2869	0.0085
254.2030	1.4790	2.3214	0.0029
254.3554	1.5008	2.2583	0.0134
254.5078	1.5087	2.4126	0.0095
254.6602	1.5502	2.5110	0.0154
254.8126	1.5825	2.7585	0.0042
254.9650	1.6483	2.6611	0.0161
255.1174	1.6692	2.6096	0.0056
255.2698	1.6517	2.4748	0.0056
255.4222	1.6481	2.6496	0.0081
255.5746	1.6631	2.8608	0.0114
255.7270	1.6830	2.9803	0.0104
255.8794	1.6613	2.8975	0.0059
256.0318	1.6174	2.8079	0.0061
256.1842	1.5855	2.7984	0.0077
256.3366	1.5532	2.7652	-0.0019
256.4890	1.5446	2.6959	-0.0097
256.6414	1.5548	2.5532	-0.0035
256.7938	1.5647	2.5188	0.0036
256.9462	1.5805	2.6386	0.0166
257.0986	1.5778	2.6358	0.0167
257.2510	1.5718	2.8048	0.0138
257.4034	1.5621	2.9484	0.0019
257.5558	1.6169	3.1854	0.0158
257.7082	1.6523	2.6952	0.0138
257.8606	1.6378	2.3950	0.0119
258.0130	1.5679	2.1768	0.0235
258.1654	1.5256	2.2552	0.0127
258.3178	1.5212	2.3288	0.0006
258.4702	1.5820	2.3765	0.0117
258.6226	1.6008	2.2580	0.0123
258.7750	1.5896	2.1600	0.0115
258.9274	1.5133	2.0763	0.0028
259.0798	1.4575	2.0880	0.0110
259.2322	1.4295	2.3524	0.0251
259.3846	1.4582	2.8235	0.0172
259.5370	1.5402	3.3898	0.0132
259.6894	1.6453	3.2271	0.0178
259.8418	1.7026	3.2165	0.0194
259.9942	1.6934	3.2430	0.0163
260.1466	1.6777	3.1988	0.0007
260.2990	1.6461	2.9899	0.0035
260.4514	1.6130	2.8274	0.0125
260.6038	1.5862	2.9177	0.0072
260.7562	1.6082	3.1124	0.0079
260.9086	1.6417	3.2048	-0.0040
261.0610	1.6634	3.1882	-0.0096
261.2134	1.6751	3.1857	-0.0086
261.3658	1.6428	3.1660	-0.0073
261.5182	1.5826	2.9941	0.0074
261.6706	1.5361	3.0204	0.0263
261.8230	1.4917	2.9663	-0.0007
261.9754	1.5665	3.3287	0.0135
262.1278	1.6354	3.2052	0.0164
262.2802	1.6842	3.2280	0.0147
262.4326	1.6930	3.0458	0.0175
262.5850	1.6990	3.0403	0.0090
262.7374	1.6919	3.1004	-0.0083
262.8898	1.6779	3.2373	-0.0217
263.0422	1.6695	3.4015	-0.0244
263.1946	1.6567	3.4426	-0.0083
263.3470	1.6496	3.3309	0.0141
263.4994	1.6319	2.9992	0.0243
263.6518	1.6323	2.7035	0.0454
263.8042	1.6199	2.6010	0.0471
263.9566	1.5877	2.8114	0.0219
264.1090	1.5811	3.0304	0.0026
264.2614	1.6079	3.0156	0.0106
264.4138	1.6186	3.0466	0.0109
264.5662	1.6031	3.0083	-0.0027
264.7186	1.6114	3.1764	-0.0079
264.8710	1.6406	3.2037	-0.0017
265.0234	1.6873	3.3806	-0.0022
265.1758	1.7100	3.4158	-0.0062
265.3282	1.7187	3.3358	-0.0143
265.4806	1.7125	3.1305	-0.0085
265.6330	1.6857	3.0764	-0.0042
265.7854	1.6894	3.1430	0.0065
265.9378	1.6901	3.3982	-0.0003
266.0902	1.7181	3.4914	-0.0053
266.2426	1.7158	3.5444	-0.0190
266.3950	1.7051	3.5769	-0.0191
266.5474	1.6870	3.4263	-0.0129
266.6998	1.6736	3.4165	-0.0047
266.8522	1.6710	3.3572	-0.0085
267.0046	1.6648	3.4045	-0.0169
267.1570	1.6753	3.3258	-0.0055
267.3094	1.6770	3.2235	0.0060
267.4618	1.6815	3.2784	0.0099
267.6142	1.6936	3.3555	0.0080
267.7666	1.7106	3.4221	0.0069
267.9190	1.7140	3.5383	-0.0051
268.0714	1.7071	3.4084	-0.0022
268.2238	1.6983	2.7911	-0.0015
268.3762	1.6234	2.3145	-0.0202
268.5286	1.5665	2.0653	-0.0097
268.6810	1.5246	2.2948	-0.0114
268.8334	1.5355	2.3768	0.0018
268.9858	1.5504	2.4034	0.0056
269.1382	1.5830	2.3621	0.0176
269.2906	1.6124	2.7716	0.0170
269.4430	1.6575	3.1637	-0.0009
269.5954	1.6814	3.3330	-0.0054
269.7478	1.6922	3.3138	-0.0026
269.9002	1.6729	3.1478	0.0123
270.0526	1.6244	2.9003	-0.0018
270.2050	1.6066	2.7796	0.0016
270.3574	1.6192	2.9461	0.0099
270.5098	1.6480	2.9321	0.0022
270.6622	1.6326	2.8714	-0.0151
270.8146	1.6553	2.8358	-0.0011
270.9670	1.6385	3.1357	-0.0040
271.1194	1.6719	3.2658	0.0103
271.2718	1.6878	3.0210	0.0110
271.4242	1.6632	2.8271	0.0069
271.5766	1.6318	2.6390	0.0098
271.7290	1.6195	2.7540	0.0055
271.8814	1.6427	2.9151	0.0091
272.0338	1.6653	3.1749	0.0068
272.1862	1.6614	3.4018	-0.0024
272.3386	1.6667	3.4246	0.0018
272.4910	1.6845	3.3234	0.0085
272.6434	1.6848	3.1405	0.0098
272.7958	1.6851	3.1791	0.0113
272.9482	1.6650	3.2380	0.0021
273.1006	1.6405	3.3774	-0.0034
273.2530	1.6361	3.2558	0.0103
273.4054	1.6325	3.0987	0.0189
273.5578	1.6171	3.0037	0.0081
273.7102	1.6258	3.0222	0.0094
273.8626	1.6386	3.2427	0.0126
274.0150	1.6520	3.1744	0.0106
274.1674	1.6377	3.0860	-0.0022
274.3198	1.6363	2.9136	0.0093
274.4722	1.6205	3.0817	0.0074
274.6246	1.6248	3.2486	0.0096
274.7770	1.6497	3.4165	0.0106
274.9294	1.6550	3.4136	-0.0016
275.0818	1.6551	3.4446	-0.0120
275.2342	1.6624	3.3646	-0.0082
275.3866	1.6698	3.1196	-0.0056
275.5390	1.6608	2.9509	-0.0029
275.6914	1.6445	2.9291	0.0099
275.8438	1.6123	2.8935	0.0124
275.9962	1.5930	3.0965	-0.0001
276.1486	1.6318	3.2415	0.0225
276.3010	1.6586	3.5065	0.0034
276.4534	1.6887	3.4673	0.0109
276.6058	1.7071	3.3510	0.0115
276.7582	1.6911	3.3419	0.0035
276.9106	1.6981	3.3716	0.0122
277.0630	1.6896	3.4778	0.0110
277.2154	1.7022	3.5962	0.0073
277.3678	1.7106	3.6020	0.0040
277.5202	1.7079	3.4047	0.0019
277.6726	1.6872	3.2947	-0.0021
277.8250	1.7036	3.2337	0.0157
277.9774	1.7214	3.2905	0.0131
278.1298	1.7291	3.2503	0.0048
278.2822	1.7181	3.2234	-0.0031
278.4346	1.6980	3.1939	-0.0082
278.5870	1.6911	3.1543	-0.0028
278.7394	1.6918	3.0516	0.0080
278.8918	1.6671	3.0536	0.0099
279.0442	1.6413	3.1582	0.0082
279.1966	1.6310	3.2908	0.0109
279.3490	1.6057	3.1478	0.0108
279.5014	1.5825	3.0420	0.0120
279.6538	1.5749	2.8236	0.0228
279.8062	1.5961	2.9032	0.0223
279.9586	1.6301	2.9688	0.0260
280.1110	1.6337	3.0135	0.0039
280.2634	1.6271	2.9205	0.0036
280.4158	1.6109	2.7886	0.0053
280.5682	1.5978	2.8455	-0.0020
280.7206	1.6087	3.0278	0.0001
280.8730	1.6320	2.9850	0.0093
281.0254	1.6338	2.8386	0.0127
281.1778	1.6184	2.7009	0.0059
281.3302	1.6216	2.7151	0.0089
281.4826	1.6275	2.9229	0.0070
281.6350	1.6685	3.0346	0.0148
281.7874	1.6840	3.2248	0.0066
281.9398	1.6986	3.2161	0.0048
282.0922	1.7111	3.2613	0.0101
282.2446	1.7195	3.1983	0.0113
282.3970	1.7226	3.2658	0.0108
282.5494	1.7039	3.0085	0.0086
282.7018	1.6280	2.7371	0.0012
282.8542	1.4988	2.4238	0.0078
283.0066	1.4226	2.4137	0.0319
283.1590	1.3889	2.5820	0.0415
283.3114	1.4472	2.9282	0.0438
283.4638	1.4922	2.8777	0.0212
283.6162	1.5498	2.7485	0.0241
283.7686	1.5529	2.8201	0.0133
283.9210	1.5705	3.0093	0.0098
284.0734	1.6144	3.0961	0.0119
284.2258	1.6183	2.9658	0.0000
284.3782	1.6233	2.9082	0.0093
284.5306	1.6283	2.9061	0.0208
284.6830	1.6545	3.0817	0.0156
284.8354	1.6869	3.1714	0.0021
284.9878	1.6838	3.2384	-0.0269
285.1402	1.6817	3.1405	-0.0150
285.2926	1.6691	3.0923	-0.0048
285.4450	1.6724	3.0950	0.0082
285.5974	1.6748	3.0962	0.0061
285.7498	1.6823	3.0873	0.0091
285.9022	1.6766	3.0816	0.0053
286.0546	1.6727	3.1828	0.0018
286.2070	1.6904	3.2666	-0.0014
286.3594	1.7204	3.3887	-0.0047
286.5118	1.7451	3.4746	-0.0159
286.6642	1.7453	3.4148	-0.0303
286.8166	1.7377	3.3981	-0.0275
286.9690	1.7346	3.3375	-0.0186
287.1214	1.7286	3.4181	-0.0098
287.2738	1.7424	3.2740	0.0087
287.4262	1.7373	3.2066	0.0087
287.5786	1.7365	3.2045	0.0186
287.7310	1.7257	3.3077	0.0096
287.8834	1.7109	3.3859	0.0038
288.0358	1.7132	3.3429	0.0161
288.1882	1.6928	3.3941	0.0041
288.3406	1.7140	3.4051	0.0129
288.4930	1.7335	3.5096	0.0030
288.6454	1.7624	3.4455	0.0085
288.7978	1.7522	3.3302	-0.0057
288.9502	1.7316	3.3109	-0.0049
289.1026	1.7266	3.3407	-0.0002
289.2550	1.7195	3.1758	0.0086
289.4074	1.7036	3.0177	0.0085
289.5598	1.6574	2.8538	0.0059
289.7122	1.6489	3.0145	0.0168
289.8646	1.6458	3.1357	0.0081
290.0170	1.6525	3.2426	-0.0129
290.1694	1.6598	3.2057	-0.0199
290.3218	1.6667	3.1795	-0.0187
290.4742	1.6690	3.1617	-0.0198
290.6266	1.6829	3.2682	-0.0164
290.7790	1.6886	3.3381	-0.0243
290.9314	1.6927	3.4202	-0.0331
291.0838	1.6988	3.4783	-0.0394
291.2362	1.7137	3.5494	-0.0353
291.3886	1.7293	3.4584	-0.0295
291.5410	1.7260	3.1830	-0.0296
291.6934	1.6699	2.9763	-0.0399
291.8458	1.6276	2.8370	-0.0151
291.9982	1.5934	2.7010	0.0073
292.1506	1.5605	2.6015	-0.0030
292.3030	1.5649	2.4881	0.0036
292.4554	1.5685	2.4899	0.0021
292.6078	1.5913	2.6979	0.0083
292.7602	1.6096	3.0118	-0.0003
292.9126	1.6588	3.3687	-0.0110
293.0650	1.6993	3.4230	-0.0238
293.2174	1.7440	3.4152	-0.0269
293.3698	1.7247	3.5306	-0.0474
293.5222	1.7365	3.5326	-0.0359
293.6746	1.7471	3.6302	-0.0251
293.8270	1.7520	3.5865	-0.0177
293.9794	1.7526	3.6225	-0.0202
294.1318	1.7494	3.6167	-0.0256
294.2842	1.7452	3.5597	-0.0265
294.4366	1.7436	3.5351	-0.0286
294.5890	1.7429	3.4887	-0.0324
294.7414	1.7572	3.5572	-0.0281
294.8938	1.7586	3.5415	-0.0237
295.0462	1.7546	3.5449	-0.0172
295.1986	1.7471	3.5121	-0.0193
295.3510	1.7451	3.5313	-0.0212
295.5034	1.7508	3.5847	-0.0226
295.6558	1.7397	3.5556	-0.0240
295.8082	1.7369	3.4749	-0.0229
295.9606	1.7437	3.4128	-0.0172
296.1130	1.7522	3.2952	-0.0133
296.2654	1.7348	3.1231	-0.0108
296.4178	1.7022	2.9838	0.0042
296.5702	1.6764	2.9723	0.0104
296.7226	1.6643	3.1418	0.0120
296.8750	1.6745	3.2768	-0.0090
297.0274	1.7088	3.3369	-0.0122
297.1798	1.7452	3.3646	-0.0119
297.3322	1.7658	3.3951	-0.0025
297.4846	1.7742	3.5260	0.0020
297.6370	1.7757	3.5367	-0.0005
297.7894	1.7689	3.5622	-0.0063
297.9418	1.7608	3.4567	-0.0151
298.0942	1.7537	3.5121	-0.0134
298.2466	1.7656	3.4845	-0.0039
298.3990	1.7458	3.4959	-0.0039
298.5514	1.7290	3.3313	-0.0019
298.7038	1.7086	3.2547	-0.0005
298.8562	1.6827	3.2473	0.0006
299.0086	1.6733	3.1580	0.0082
299.1610	1.6578	3.2703	0.0075
299.3134	1.6892	3.3578	0.0162
299.4658	1.7342	3.7140	0.0118
299.6182	1.7651	3.6717	-0.0087
299.7706	1.7867	3.6126	-0.0204
299.9230	1.7845	3.5459	-0.0260
300.0754	1.7698	3.5473	-0.0267
300.2278	1.7615	3.5321	-0.0174
300.3802	1.7577	3.4632	-0.0100
300.5326	1.7699	3.4222	0.0035
300.6850	1.7667	3.4806	0.0059
300.8374	1.7514	3.4562	0.0048
300.9898	1.7425	3.4387	0.0077
301.1422	1.7474	3.3353	0.0097
301.2946	1.7166	3.3547	-0.0026
301.4470	1.6888	3.3497	-0.0094
301.5994	1.6642	3.3264	-0.0076
301.7518	1.6834	3.3999	0.0113
301.9042	1.6967	3.4794	0.0073
302.0566	1.6951	3.4599	0.0071
302.2090	1.6839	3.2868	0.0076
302.3614	1.6647	3.1578	0.0229
302.5138	1.6652	3.1709	0.0174
302.6662	1.6780	3.3927	0.0011
302.8186	1.7185	3.4327	-0.0028
302.9710	1.7374	3.4857	0.0030
303.1234	1.7275	3.4691	0.0063
303.2758	1.7188	3.3786	0.0067
303.4282	1.6955	3.2709	0.0078
303.5806	1.6535	3.1138	0.0060
303.7330	1.6232	2.9568	0.0122
303.8854	1.6036	2.6190	0.0086
304.0378	1.5753	2.4166	0.0093
304.1902	1.5572	2.3567	0.0189
304.3426	1.5264	2.6728	0.0101
304.4950	1.5643	3.0656	0.0020
304.6474	1.6084	3.3191	-0.0123
304.7998	1.6738	3.2895	-0.0091
304.9522	1.6749	3.2823	-0.0178
305.1046	1.6759	3.3120	-0.0112
305.2570	1.6937	3.4189	0.0004
305.4094	1.7147	3.5312	-0.0006
305.5618	1.7190	3.5236	-0.0044
305.7142	1.7195	3.1033	0.0122
305.8666	1.6764	3.0226	0.0042
306.0190	1.6856	3.0207	0.0280
306.1714	1.6927	3.4767	0.0082
306.3238	1.7403	3.3783	0.0176
306.4762	1.7394	3.4207	-0.0103
306.6286	1.7218	3.4131	-0.0074
306.7810	1.6981	3.5807	-0.0125
306.9334	1.6971	3.4776	0.0073
307.0858	1.6741	3.2080	0.0053
307.2382	1.6712	3.1482	0.0331
307.3906	1.6893	3.2082	0.0549
307.5430	1.6896	3.5928	0.0175
307.6954	1.7323	3.5706	0.0118
307.8478	1.7493	3.2988	-0.0099
308.0002	1.7151	2.9986	-0.0153
308.1526	1.6821	2.7965	-0.0063
308.3050	1.6366	2.8915	-0.0090
308.4574	1.6387	3.1722	-0.0036
308.6098	1.6609	3.4104	-0.0136
308.7622	1.6966	3.4853	-0.0117
308.9146	1.7118	3.3458	-0.0137
309.0670	1.6836	3.2252	-0.0151
309.2194	1.5888	3.0644	-0.0114
309.3718	1.5188	2.8626	0.0123
309.5242	1.4611	2.7623	0.0245
309.6766	1.4637	2.6994	-0.0106
309.8290	1.5797	2.9186	0.0304
309.9814	1.6486	3.0321	0.0003
310.1338	1.6632	3.2270	-0.0194
310.2862	1.6722	3.2987	-0.0212
310.4386	1.6890	3.3755	-0.0137
310.5910	1.7036	3.4173	-0.0076
310.7434	1.7261	3.5022	-0.0009
310.8958	1.7334	3.4769	-0.0085
311.0482	1.7488	3.4123	-0.0087
311.2006	1.7402	3.3367	-0.0150
311.3530	1.7451	3.2955	-0.0102
311.5054	1.7402	3.3283	-0.0168
311.6578	1.7456	3.3498	-0.0201
311.8102	1.7450	3.3401	-0.0198
311.9626	1.7270	3.3361	-0.0230
312.1150	1.7123	3.2337	-0.0205
312.2674	1.6959	3.2111	-0.0259
312.4198	1.7027	3.1525	-0.0115
312.5722	1.6899	3.2656	-0.0113
312.7246	1.6886	3.1010	0.0009
312.8770	1.6472	3.0269	-0.0050
313.0294	1.6065	2.8776	0.0173
313.1818	1.5384	2.7941	0.0018
313.3342	1.5312	2.7155	0.0218
313.4866	1.5596	2.7961	0.0359
313.6390	1.5868	3.1187	0.0169
313.7914	1.6546	3.3529	0.0170
313.9438	1.6908	3.3815	-0.0080
314.0962	1.6970	3.4100	-0.0278
314.2486	1.7086	3.4584	-0.0299
314.4010	1.7274	3.5101	-0.0258
314.5534	1.7390	3.4042	-0.0262
314.7058	1.7153	3.2351	-0.0280
314.8582	1.7012	3.0858	-0.0132
315.0106	1.6768	3.1194	-0.0069
315.1630	1.6722	3.0519	0.0017
315.3154	1.6697	2.9831	0.0132
315.4678	1.6454	2.7790	0.0028
315.6202	1.6375	2.8697	0.0018
315.7726	1.6487	3.0588	0.0124
315.9250	1.6532	3.2050	-0.0060
316.0774	1.6114	3.2211	-0.0117
316.2298	1.5791	2.8258	0.0103
316.3822	1.5285	2.5373	0.0281
316.5346	1.4772	2.2934	-0.0121
316.6870	1.5201	2.4535	-0.0084
316.8394	1.5851	2.7933	0.0066
316.9918	1.6428	2.9633	0.0120
317.1442	1.6493	3.2714	0.0008
317.2966	1.6798	3.2594	0.0038
317.4490	1.7152	3.4531	-0.0012
317.6014	1.7473	3.3099	-0.0051
317.7538	1.7551	3.2823	-0.0148
317.9062	1.7147	3.1434	-0.0155
318.0586	1.6837	3.2114	-0.0058
318.2110	1.6456	3.2785	0.0017
318.3634	1.6325	3.1514	0.0054
318.5158	1.6340	2.9778	0.0194
318.6682	1.6489	2.7406	0.0419
318.8206	1.6414	2.8720	0.0305
318.9730	1.6194	2.9711	0.0038
319.1254	1.6469	2.9782	0.0153
319.2778	1.6429	2.9403	0.0124
319.4302	1.6603	2.9800	0.0101
319.5826	1.6776	3.0609	0.0127
319.7350	1.6985	3.1979	0.0095
319.8874	1.6778	3.2328	0.0026
320.0398	1.6513	3.2164	0.0078
320.1922	1.6018	3.1090	0.0044
320.3446	1.5815	3.0603	0.0134
320.4970	1.5994	3.2163	0.0156
320.6494	1.6348	3.4093	0.0087
320.8018	1.6744	3.3383	0.0070
320.9542	1.6841	3.1755	0.0144
321.1066	1.6741	2.9619	0.0147
321.2590	1.6493	2.7465	0.0166
321.4114	1.6022	2.6051	0.0095
321.5638	1.5651	2.5924	0.0119
321.7162	1.5622	2.6159	0.0171
321.8686	1.5851	2.6441	0.0345
322.0210	1.5954	2.7196	0.0367
322.1734	1.6087	2.9729	0.0269
322.3258	1.6244	2.9319	0.0076
322.4782	1.6478	2.6287	0.0117
322.6306	1.5996	2.3977	0.0096
322.7830	1.5673	2.3048	0.0018
322.9354	1.5873	2.5209	0.0155
323.0878	1.6085	2.8884	-0.0042
323.2402	1.6247	3.2638	-0.0308
323.3926	1.6549	3.4950	-0.0340
323.5450	1.6989	3.5227	-0.0256
323.6974	1.7132	3.5184	-0.0190
323.8498	1.7124	3.3510	-0.0183
324.0022	1.6743	3.2174	-0.0185
324.1546	1.6382	3.0258	0.0055
324.3070	1.5934	2.9332	0.0081
324.4594	1.5936	2.7589	0.0078
324.6118	1.6150	2.7950	0.0024
324.7642	1.6549	2.7436	0.0064
324.9166	1.6768	2.9580	0.0119
325.0690	1.6934	3.0402	0.0095
325.2214	1.7020	3.2452	0.0071
325.3738	1.7142	3.2708	0.0084
325.5262	1.7190	3.3952	0.0021
325.6786	1.7017	3.3930	-0.0183
325.8310	1.7019	3.3620	-0.0103
325.9834	1.6815	3.3410	-0.0135
326.1358	1.6671	3.3379	-0.0087
326.2882	1.6707	3.3822	-0.0176
326.4406	1.7076	3.4348	-0.0165
326.5930	1.7570	3.4969	-0.0168
326.7454	1.7727	3.5219	-0.0290
326.8978	1.7720	3.4607	-0.0348
327.0502	1.7661	3.4597	-0.0282
327.2026	1.7687	3.4957	-0.0143
327.3550	1.7677	3.5574	-0.0052
327.5074	1.7637	3.6065	-0.0012
327.6598	1.7531	3.5336	0.0016
327.8122	1.7504	3.1954	0.0084
327.9646	1.7382	2.8727	0.0097
328.1170	1.6826	2.7508	0.0123
328.2694	1.6115	2.7595	-0.0008
328.4218	1.5746	2.8831	-0.0023
328.5742	1.6007	2.8106	0.0022
328.7266	1.6091	2.8637	-0.0055
328.8790	1.6315	2.8535	-0.0032
329.0314	1.6511	3.0285	0.0147
329.1838	1.6794	3.0938	0.0184
329.3362	1.6835	3.1874	0.0002
329.4886	1.7044	3.2525	-0.0015
329.6410	1.7260	3.3391	-0.0031
329.7934	1.7357	3.4853	-0.0142
329.9458	1.7520	3.5064	-0.0243
330.0982	1.7456	3.5449	-0.0298
330.2506	1.7638	3.5538	-0.0081
330.4030	1.7606	3.6504	0.0015
330.5554	1.7693	3.6193	0.0036
330.7078	1.7536	3.5260	-0.0135
330.8602	1.7439	3.2666	-0.0287
331.0126	1.7061	3.1137	-0.0421
331.1650	1.6757	3.0068	-0.0086
331.3174	1.6449	2.9508	0.0049
331.4698	1.6603	2.8737	0.0419
331.6222	1.6893	2.8474	0.0435
331.7746	1.6806	2.8498	0.0254
331.9270	1.6713	2.9361	0.0064
332.0794	1.6567	2.9533	0.0122
332.2318	1.6442	2.9619	0.0143
332.3842	1.6274	2.8073	0.0149
332.5366	1.5869	2.6441	-0.0016
332.6890	1.6061	2.5190	0.0038
332.8414	1.6373	2.8468	0.0147
332.9938	1.6579	3.0384	-0.0138
333.1462	1.6363	3.3022	-0.0537
333.2986	1.6756	3.1827	-0.0335
333.4510	1.7171	3.2422	-0.0129
333.6034	1.7386	2.9562	-0.0045
333.7558	1.6925	2.8750	-0.0125
333.9082	1.6679	2.8231	-0.0057
334.0606	1.6522	3.0794	-0.0014
334.2130	1.6900	3.2121	0.0120
334.3654	1.6940	3.3501	0.0084
334.5178	1.6714	3.3339	0.0032
334.6702	1.6501	3.2050	0.0049
334.8226	1.6343	3.1522	-0.0035
334.9750	1.6782	3.2323	0.0177
335.1274	1.7100	3.4516	-0.0015
335.2798	1.7486	3.5644	-0.0187
335.4322	1.7805	3.5432	-0.0266
335.5846	1.7763	3.3343	-0.0349
335.7370	1.7218	3.0875	-0.0418
335.8894	1.6725	2.9014	-0.0162
336.0418	1.6252	2.7953	-0.0014
336.1942	1.6074	2.9609	0.0080
336.3466	1.6242	3.1766	0.0072
336.4990	1.6616	3.4081	0.0084
336.6514	1.7018	3.2177	0.0082
336.8038	1.7196	3.1033	0.0079
336.9562	1.7025	3.0572	0.0119
337.1086	1.7055	3.1179	0.0085
337.2610	1.7168	3.2133	0.0052
337.4134	1.7318	3.2667	-0.0132
337.5658	1.7318	3.4534	-0.0268
337.7182	1.7498	3.5228	-0.0223
337.8706	1.7630	3.5674	-0.0210
338.0230	1.7662	3.4222	-0.0180
338.1754	1.7615	3.3844	-0.0186
338.3278	1.7581	3.3871	-0.0212
338.4802	1.7493	3.3259	-0.0221
338.6326	1.7207	3.1364	-0.0164
338.7850	1.7073	3.0190	0.0044
338.9374	1.6952	3.1219	0.0140
339.0898	1.7143	3.2919	0.0186
339.2422	1.7245	3.3896	-0.0003
339.3946	1.7489	3.3709	-0.0030
339.5470	1.7524	3.4634	-0.0119
339.6994	1.7491	3.5631	-0.0154
339.8518	1.7388	3.6359	-0.0209
340.0042	1.7309	3.4560	-0.0112
340.1566	1.7281	3.4291	0.0057
340.3090	1.7314	3.4471	0.0136
340.4614	1.7289	3.4688	0.0091
340.6138	1.7221	3.2291	0.0145
340.7662	1.6885	2.9843	0.0049
340.9186	1.6529	2.8402	0.0005
341.0710	1.6459	2.8132	-0.0006
341.2234	1.6539	3.0226	0.0087
341.3758	1.6724	3.1433	0.0111
341.5282	1.6547	3.0265	0.0143
341.6806	1.6084	2.5713	0.0223
341.8330	1.5275	2.2842	0.0314
341.9854	1.4193	2.1642	-0.0227
342.1378	1.4175	2.2878	-0.0169
342.2902	1.4521	2.4413	-0.0049
342.4426	1.4887	2.5898	0.0024
342.5950	1.5181	2.7308	-0.0002
342.7474	1.5378	2.6491	-0.0101
342.8998	1.5485	2.8136	-0.0129
343.0522	1.5596	2.9909	-0.0181
343.2046	1.6574	3.2778	0.0344
343.3570	1.6974	3.2709	0.0182
343.5094	1.7101	3.0114	0.0093
343.6618	1.6911	1.9562	0.0085
343.8142	1.6250	0.3441	0.0140
343.9666	1.5892	39.9902	0.0257
344.1190	1.5589	0.0561	-0.0120
344.2714	1.6054	0.9811	-0.0108
344.4238	1.5088	2.1186	-0.0178
344.5762	1.4333	2.0791	0.0159
344.7286	1.3459	2.0470	0.0157
344.8810	1.3694	2.0755	-0.0051
345.0334	1.4730	2.2940	0.0236
345.1858	1.5521	2.5887	0.0145
345.3382	1.5979	2.9548	-0.0034
345.4906	1.6460	2.8983	0.0059
345.6430	1.6593	2.8180	0.0071
345.7954	1.6554	2.7282	0.0146
345.9478	1.6310	2.7024	0.0097
346.1002	1.6218	2.7463	0.0031
346.2526	1.6054	3.0145	-0.0158
346.4050	1.6639	3.3172	-0.0003
346.5574	1.7198	3.4965	0.0019
346.7098	1.7765	3.4085	0.0073
346.8622	1.7710	3.3293	-0.0020
347.0146	1.7606	3.3204	-0.0010
347.1670	1.7512	3.4518	-0.0083
347.3194	1.7416	3.3090	-0.0176
347.4718	1.7430	3.1157	-0.0051
347.6242	1.6921	2.9019	0.0069
347.7766	1.6756	2.8439	0.0342
347.9290	1.6407	2.7672	0.0428
348.0814	1.6078	2.7901	0.0302
348.2338	1.5870	2.8433	0.0160
348.3862	1.5883	3.0399	-0.0078
348.5386	1.6285	3.0495	-0.0018
348.6910	1.6393	2.9931	0.0001
348.8434	1.6461	3.0356	0.0139
348.9958	1.6526	3.1443	0.0041
349.1482	1.6715	3.3280	0.0018
349.3006	1.7062	3.1985	0.0161
349.4530	1.6953	3.1001	0.0198
349.6054	1.6729	2.9701	0.0009
349.7578	1.6925	3.0449	0.0212
349.9102	1.6899	3.1492	0.0008
350.0626	1.6877	3.2914	-0.0188
350.2150	1.7028	3.3521	-0.0254
350.3674	1.7237	3.3589	-0.0220
350.5198	1.7283	3.3782	-0.0225
350.6722	1.7249	3.4447	-0.0202
350.8246	1.7227	3.4460	-0.0246
350.9770	1.7329	3.4323	-0.0202
351.1294	1.7469	3.4203	-0.0169
351.2818	1.7457	3.4271	-0.0145
351.4342	1.7370	3.4326	-0.0147
351.5866	1.7276	3.4523	-0.0133
351.7390	1.7211	3.4828	-0.0146
351.8914	1.7236	3.5361	-0.0166
352.0438	1.7280	3.5358	-0.0238
352.1962	1.7356	3.5684	-0.0258
352.3486	1.7415	3.5579	-0.0282
352.5010	1.7473	3.5387	-0.0270
352.6534	1.7598	3.5248	-0.0253
352.8058	1.7603	3.6050	-0.0270
352.9582	1.7543	3.6275	-0.0284
353.1106	1.7530	3.6361	-0.0225
353.2630	1.7604	3.5432	-0.0121
353.4154	1.7701	3.4895	-0.0065
353.5678	1.7683	3.4336	-0.0105
353.7202	1.7579	3.5020	-0.0211
353.8726	1.7484	3.5254	-0.0286
354.0250	1.7462	3.5508	-0.0296
354.1774	1.7552	3.5178	-0.0201
354.3298	1.7509	3.5024	-0.0225
354.4822	1.7568	3.4469	-0.0141
354.6346	1.7540	3.3798	-0.0113
354.7870	1.7621	3.3481	-0.0018
354.9394	1.7537	3.4704	-0.0053
355.0918	1.7590	3.5242	-0.0070
355.2442	1.7638	3.4326	-0.0147
355.3966	1.7684	3.2426	-0.0110
355.5490	1.7392	3.2159	-0.0163
355.7014	1.7189	3.3705	-0.0203
355.8538	1.7085	3.1386	-0.0277
356.0062	1.6863	2.9037	-0.0243
356.1586	1.5979	2.5268	-0.0013
356.3110	1.5255	2.3090	0.0258
356.4634	1.4431	2.1224	0.0224
