HOLE:	995B
LEG:	164
TOP:	151.332993
BOTTOM:	661.415771
DEPTH_WMSF	RHOB	PEF	DRHO
m	g/cm3	barns/e-	g/cm3
356.6158	1.4148	2.0369	0.0046
356.7682	1.4547	2.0286	0.0366
356.9206	1.4615	2.2159	0.0193
357.0730	1.4667	2.6447	-0.0011
357.2254	1.5438	3.3482	0.0012
357.3778	1.6359	3.4665	0.0045
357.5302	1.7161	3.3168	0.0083
357.6826	1.7056	2.9668	0.0085
357.8350	1.6806	2.7890	0.0145
357.9874	1.6687	2.6773	0.0099
358.1398	1.6930	2.8765	0.0126
358.2922	1.7155	3.0989	-0.0090
358.4446	1.7143	3.2471	-0.0368
358.5970	1.7206	3.4743	-0.0369
358.7494	1.7427	3.4856	-0.0214
358.9018	1.7658	3.5781	-0.0135
359.0542	1.7750	3.4658	-0.0112
359.2066	1.7627	3.3060	-0.0173
359.3590	1.7595	3.3414	-0.0127
359.5114	1.7544	3.4204	-0.0168
359.6638	1.7726	3.4328	-0.0161
359.8162	1.7347	3.4222	-0.0355
359.9686	1.6880	3.3762	-0.0214
360.1210	1.6589	3.2783	0.0066
360.2734	1.6310	3.0759	0.0072
360.4258	1.6326	2.9385	-0.0076
360.5782	1.6965	3.0926	0.0208
360.7306	1.7191	3.2620	-0.0001
360.8830	1.7352	3.3650	-0.0155
361.0354	1.7472	3.2959	-0.0178
361.1878	1.7412	3.1588	-0.0225
361.3402	1.7194	3.2313	-0.0206
361.4926	1.7056	3.2193	-0.0083
361.6450	1.7130	3.4888	0.0067
361.7974	1.7351	3.5069	0.0019
361.9498	1.7617	3.7302	-0.0161
362.1022	1.7786	3.6677	-0.0359
362.2546	1.7949	3.6905	-0.0392
362.4070	1.7861	3.6883	-0.0362
362.5594	1.7659	3.6434	-0.0371
362.7118	1.7472	3.5852	-0.0385
362.8642	1.7341	3.4286	-0.0441
363.0166	1.7303	3.3723	-0.0383
363.1690	1.7406	3.4069	-0.0171
363.3214	1.7402	3.4140	-0.0073
363.4738	1.7341	3.1921	0.0011
363.6262	1.7126	3.0736	0.0088
363.7786	1.6909	3.0420	0.0073
363.9310	1.6935	3.1843	0.0075
364.0834	1.7084	3.1714	0.0079
364.2358	1.6958	3.1148	-0.0042
364.3882	1.6910	3.1398	0.0025
364.5406	1.6885	3.1995	0.0033
364.6930	1.6976	3.3032	0.0020
364.8454	1.7007	3.2692	-0.0111
364.9978	1.7184	3.2216	-0.0100
365.1502	1.7239	3.2680	-0.0150
365.3026	1.7281	3.3496	-0.0163
365.4550	1.7281	3.4909	-0.0211
365.6074	1.7515	3.5230	-0.0020
365.7598	1.7745	3.6230	0.0050
365.9122	1.7815	3.5676	0.0001
366.0646	1.7798	3.5299	-0.0162
366.2170	1.7653	3.5299	-0.0275
366.3694	1.7571	3.5899	-0.0320
366.5218	1.7472	3.6397	-0.0385
366.6742	1.7453	3.6438	-0.0383
366.8266	1.7470	3.6696	-0.0370
366.9790	1.7496	3.6883	-0.0342
367.1314	1.7552	3.5697	-0.0267
367.2838	1.7602	3.2636	-0.0162
367.4362	1.7411	3.0577	-0.0115
367.5886	1.7145	3.0274	-0.0050
367.7410	1.7014	3.2544	-0.0132
367.8934	1.7072	3.3969	-0.0197
368.0458	1.7249	3.4489	-0.0326
368.1982	1.7390	3.4367	-0.0211
368.3506	1.7508	3.4457	-0.0124
368.5030	1.7487	3.4921	-0.0107
368.6554	1.7388	3.4300	-0.0152
368.8078	1.7200	3.4605	-0.0186
368.9602	1.7141	3.4197	-0.0023
369.1126	1.7119	3.3173	0.0123
369.2650	1.6987	3.0771	0.0059
369.4174	1.7017	2.8467	0.0203
369.5698	1.6846	2.7346	0.0160
369.7222	1.6655	2.8384	0.0045
369.8746	1.6692	3.0491	0.0025
370.0270	1.6727	3.2094	-0.0077
370.1794	1.6799	3.2718	-0.0131
370.3318	1.6872	3.2021	-0.0166
370.4842	1.6865	3.1361	-0.0201
370.6366	1.6690	3.0876	-0.0236
370.7890	1.6607	3.0561	-0.0076
370.9414	1.6645	2.9078	0.0160
371.0938	1.6593	2.8209	0.0127
371.2462	1.6715	2.8384	0.0127
371.3986	1.6843	3.0755	0.0092
371.5510	1.6695	3.2246	-0.0149
371.7034	1.6624	3.2961	-0.0223
371.8558	1.6653	3.2380	-0.0089
372.0082	1.6751	3.1909	0.0043
372.1606	1.6867	3.2031	0.0108
372.3130	1.6917	3.2560	-0.0025
372.4654	1.7032	3.3205	-0.0144
372.6178	1.7176	3.3932	-0.0238
372.7702	1.7349	3.4802	-0.0287
372.9226	1.7447	3.5325	-0.0357
373.0750	1.7601	3.5745	-0.0340
373.2274	1.7714	3.6188	-0.0286
373.3798	1.7693	3.6587	-0.0242
373.5322	1.7594	3.6350	-0.0182
373.6846	1.7494	3.5139	-0.0111
373.8370	1.7434	3.4114	-0.0019
373.9894	1.7462	3.3900	0.0026
374.1418	1.7386	3.4331	-0.0071
374.2942	1.7411	3.4623	-0.0180
374.4466	1.7396	3.4446	-0.0304
374.5990	1.7567	3.4427	-0.0234
374.7514	1.7622	3.4443	-0.0186
374.9038	1.7637	3.4459	-0.0116
375.0562	1.7561	3.4179	-0.0130
375.2086	1.7526	3.4429	-0.0153
375.3610	1.7589	3.4511	-0.0186
375.5134	1.7675	3.5043	-0.0180
375.6658	1.7716	3.5623	-0.0198
375.8182	1.7576	3.5978	-0.0280
375.9706	1.7539	3.6365	-0.0281
376.1230	1.7498	3.6108	-0.0254
376.2754	1.7353	3.5998	-0.0208
376.4278	1.7085	3.5165	-0.0068
376.5802	1.6918	3.2211	0.0155
376.7326	1.6774	2.9018	0.0361
376.8850	1.6584	2.6514	0.0424
377.0374	1.6404	2.6749	0.0217
377.1898	1.6418	2.9805	-0.0021
377.3422	1.6786	3.2896	-0.0089
377.4946	1.6929	3.4818	-0.0283
377.6470	1.7240	3.4314	-0.0234
377.7994	1.7468	3.3817	-0.0196
377.9518	1.7565	3.4613	-0.0181
378.1042	1.7605	3.5431	-0.0187
378.2566	1.7661	3.5539	-0.0169
378.4090	1.7633	3.4260	-0.0195
378.5614	1.7462	3.3980	-0.0250
378.7138	1.7397	3.4417	-0.0253
378.8662	1.7452	3.5469	-0.0279
379.0186	1.7626	3.5715	-0.0299
379.1710	1.7738	3.5806	-0.0366
379.3234	1.7844	3.6233	-0.0330
379.4758	1.7919	3.6806	-0.0331
379.6282	1.7911	3.7015	-0.0390
379.7806	1.7828	3.7081	-0.0463
379.9330	1.7845	3.7630	-0.0435
380.0854	1.7938	3.7317	-0.0329
380.2378	1.7943	3.5930	-0.0254
380.3902	1.7672	3.3940	-0.0211
380.5426	1.7157	3.1750	-0.0104
380.6950	1.6732	2.9809	0.0023
380.8474	1.6556	2.8728	0.0100
380.9998	1.6728	3.0113	0.0062
381.1522	1.6947	3.2222	-0.0034
381.3046	1.7074	3.4115	-0.0194
381.4570	1.7147	3.4478	-0.0263
381.6094	1.7405	3.4754	-0.0187
381.7618	1.7527	3.4901	-0.0205
381.9142	1.7486	3.5352	-0.0246
382.0666	1.7359	3.5031	-0.0238
382.2190	1.7287	3.4869	-0.0180
382.3714	1.7269	3.4845	-0.0183
382.5238	1.7360	3.5358	-0.0232
382.6762	1.7520	3.5408	-0.0276
382.8286	1.7739	3.5669	-0.0265
382.9810	1.7841	3.6083	-0.0243
383.1334	1.7814	3.5959	-0.0261
383.2858	1.7685	3.5117	-0.0281
383.4382	1.7546	3.4822	-0.0264
383.5906	1.7472	3.4872	-0.0198
383.7430	1.7380	3.5011	-0.0175
383.8954	1.7335	3.5065	-0.0164
384.0478	1.7295	3.5245	-0.0180
384.2002	1.7351	3.5571	-0.0172
384.3526	1.7462	3.5504	-0.0165
384.5050	1.7598	3.5392	-0.0143
384.6574	1.7683	3.5530	-0.0121
384.8098	1.7700	3.5811	-0.0125
384.9622	1.7734	3.6226	-0.0165
385.1146	1.7751	3.6491	-0.0252
385.2670	1.7729	3.6678	-0.0347
385.4194	1.7735	3.6721	-0.0328
385.5718	1.7691	3.6490	-0.0256
385.7242	1.7623	3.6359	-0.0180
385.8766	1.7532	3.6266	-0.0163
386.0290	1.7523	3.6056	-0.0162
386.1814	1.7582	3.5609	-0.0177
386.3338	1.7630	3.5381	-0.0196
386.4862	1.7662	3.5631	-0.0218
386.6386	1.7637	3.5832	-0.0241
386.7910	1.7600	3.5481	-0.0251
386.9434	1.7525	3.4765	-0.0230
387.0958	1.7413	3.4601	-0.0189
387.2482	1.7254	3.4554	-0.0193
387.4006	1.7113	3.4648	-0.0222
387.5530	1.7089	3.4355	-0.0244
387.7054	1.7193	3.4392	-0.0212
387.8578	1.7361	3.5119	-0.0154
388.0102	1.7494	3.5755	-0.0133
388.1626	1.7554	3.6106	-0.0158
388.3150	1.7534	3.5627	-0.0217
388.4674	1.7437	3.5257	-0.0250
388.6198	1.7330	3.4895	-0.0227
388.7722	1.7211	3.4482	-0.0229
388.9246	1.7168	3.4460	-0.0231
389.0770	1.7199	3.4704	-0.0238
389.2294	1.7255	3.5373	-0.0225
389.3818	1.7297	3.5926	-0.0217
389.5342	1.7283	3.6372	-0.0229
389.6866	1.7281	3.6845	-0.0232
389.8390	1.7248	3.7020	-0.0236
389.9914	1.7170	3.6702	-0.0241
390.1438	1.7104	3.5800	-0.0229
390.2962	1.7037	3.4925	-0.0197
390.4486	1.6935	3.4766	-0.0181
390.6010	1.6815	3.4864	-0.0191
390.7534	1.6758	3.5492	-0.0194
390.9058	1.6889	3.6119	-0.0161
391.0582	1.7098	3.6360	-0.0129
391.2106	1.7262	3.5942	-0.0118
391.3630	1.7320	3.4942	-0.0097
391.5154	1.7282	3.4274	-0.0059
391.6678	1.7224	3.4042	-0.0036
391.8202	1.7218	3.4436	-0.0038
391.9726	1.7268	3.4979	-0.0039
392.1250	1.7372	3.4492	0.0026
392.2774	1.7437	3.3650	0.0085
392.4298	1.7455	3.3602	0.0094
392.5822	1.7540	3.4698	0.0081
392.7346	1.7632	3.5873	0.0011
392.8870	1.7711	3.6260	-0.0107
393.0394	1.7721	3.6808	-0.0235
393.1918	1.7706	3.7418	-0.0314
393.3442	1.7784	3.7765	-0.0289
393.4966	1.7922	3.7583	-0.0213
393.6490	1.7997	3.7591	-0.0179
393.8014	1.8011	3.7994	-0.0175
393.9538	1.8006	3.8044	-0.0168
394.1062	1.7991	3.6964	-0.0152
394.2586	1.7902	3.5192	-0.0141
394.4110	1.7709	3.3825	-0.0118
394.5634	1.7535	3.2950	-0.0049
394.7158	1.7460	3.2107	0.0038
394.8682	1.7383	3.1223	0.0088
395.0206	1.7255	3.1034	0.0112
395.1730	1.7067	3.1805	0.0090
395.3254	1.6899	3.2703	0.0021
395.4778	1.6720	3.2460	-0.0011
395.6302	1.6418	3.0741	0.0016
395.7826	1.6070	2.8466	0.0056
395.9350	1.5862	2.7064	0.0049
396.0874	1.5914	2.7622	0.0040
396.2398	1.6159	2.8267	0.0076
396.3922	1.6239	2.7353	0.0080
396.5446	1.5814	2.5827	0.0092
396.6970	1.5047	2.4177	0.0054
396.8494	1.4336	2.3526	-0.0057
397.0018	1.4148	2.4211	-0.0106
397.1542	1.4721	2.6554	0.0017
397.3066	1.5627	2.9361	0.0141
397.4590	1.6310	3.1256	0.0025
397.6114	1.6673	3.2998	-0.0141
397.7638	1.6953	3.3068	-0.0188
397.9162	1.7299	3.1946	-0.0140
398.0686	1.7268	3.1785	-0.0061
398.2210	1.6989	3.2323	0.0037
398.3734	1.6720	3.1982	0.0100
398.5258	1.6558	3.0776	0.0073
398.6782	1.6672	3.0031	0.0087
398.8306	1.6903	3.0738	0.0112
398.9830	1.7105	3.2374	0.0051
399.1354	1.7132	3.3755	-0.0104
399.2878	1.7124	3.4322	-0.0176
399.4402	1.7147	3.3461	-0.0116
399.5926	1.7035	3.2384	-0.0048
399.7450	1.6789	3.1961	0.0020
399.8974	1.6663	3.2439	0.0094
400.0498	1.6670	3.2261	0.0119
400.2022	1.6721	3.1890	0.0072
400.3546	1.6550	3.1220	-0.0077
400.5070	1.6337	3.0537	-0.0049
400.6594	1.6042	2.8842	0.0074
400.8118	1.5598	2.6615	0.0068
400.9642	1.5317	2.3937	0.0036
401.1166	1.5355	1.7198	0.0048
401.2690	1.5569	23.8829	0.0045
401.4214	1.5885	39.9886	0.0018
401.5738	1.6552	16.7424	0.0015
401.7262	1.6819	1.1411	-0.0021
401.8786	1.6650	2.2151	0.0198
402.0310	1.5957	2.8253	0.0160
402.1834	1.5533	3.1286	-0.0068
402.3358	1.5964	2.9227	0.0074
402.4882	1.5864	2.5282	0.0094
402.6406	1.4919	2.2533	-0.0111
402.7930	1.4285	2.1076	0.0030
402.9454	1.4085	2.0681	0.0326
403.0978	1.3971	2.0594	0.0408
403.2502	1.3817	2.0519	0.0318
403.4026	1.3624	2.1042	0.0095
403.5550	1.3684	2.2125	-0.0028
403.7074	1.4063	2.3570	-0.0043
403.8598	1.4676	2.4320	0.0011
404.0122	1.5420	2.4316	0.0106
404.1646	1.5938	2.5864	0.0152
404.3170	1.6100	2.5851	0.0135
404.4694	1.5880	2.4640	0.0048
404.6218	1.5265	2.3188	0.0063
404.7742	1.4633	2.2430	0.0173
404.9266	1.3983	2.2634	0.0052
405.0790	1.3763	2.3320	-0.0119
405.2314	1.4223	2.5577	-0.0088
405.3838	1.5033	2.8258	0.0009
405.5362	1.5849	2.9745	0.0102
405.6886	1.6211	2.8148	0.0100
405.8410	1.6191	2.5654	0.0119
405.9934	1.6059	2.4227	0.0047
406.1458	1.6218	2.5670	0.0110
406.2982	1.6445	2.8488	0.0036
406.4506	1.6666	3.1905	-0.0161
406.6030	1.7030	3.3671	-0.0187
406.7554	1.7343	3.4787	-0.0146
406.9078	1.7536	3.3871	-0.0040
407.0602	1.7536	3.2404	0.0042
407.2126	1.7523	3.1432	0.0101
407.3650	1.7530	3.0647	0.0144
407.5174	1.7351	2.7831	-0.0023
407.6698	1.6831	2.4897	-0.0221
407.8222	1.6543	2.4118	-0.0099
407.9746	1.6436	2.5987	0.0047
408.1270	1.6549	2.7871	0.0103
408.2794	1.6271	2.7998	0.0045
408.4318	1.5822	2.6992	0.0085
408.5842	1.5323	2.5932	0.0070
408.7366	1.5085	2.4939	0.0096
408.8890	1.4942	2.4906	0.0097
409.0414	1.4864	2.5897	0.0106
409.1938	1.5161	2.7906	0.0125
409.3462	1.5729	2.9590	0.0055
409.4986	1.6494	3.0913	0.0069
409.6510	1.6856	3.1623	-0.0078
409.8034	1.6929	3.3120	-0.0197
409.9558	1.7061	3.3777	-0.0184
410.1082	1.7170	3.4130	-0.0120
410.2606	1.7194	3.3873	-0.0054
410.4130	1.7141	3.3493	-0.0008
410.5654	1.6897	3.3058	0.0006
410.7178	1.6652	3.1782	0.0060
410.8702	1.6411	3.1058	0.0080
411.0226	1.6477	3.0906	0.0090
411.1750	1.6764	3.2330	-0.0015
411.3274	1.7182	3.3407	-0.0122
411.4798	1.7438	3.4026	-0.0226
411.6322	1.7453	3.4544	-0.0281
411.7846	1.7434	3.4973	-0.0289
411.9370	1.7338	3.5103	-0.0343
412.0894	1.7239	3.2225	-0.0365
412.2418	1.6863	2.8934	-0.0339
412.3942	1.6413	2.6353	-0.0075
412.5466	1.5962	2.6568	0.0137
412.6990	1.5614	2.8668	0.0035
412.8514	1.6083	3.1597	0.0140
413.0038	1.6639	3.2671	0.0135
413.1562	1.6919	3.2728	-0.0006
413.3086	1.6727	3.2596	-0.0123
413.4610	1.6377	3.1240	-0.0058
413.6134	1.6118	3.0489	0.0144
413.7658	1.5953	2.9834	0.0202
413.9182	1.6192	3.0444	0.0253
414.0706	1.6523	2.9944	0.0163
414.2230	1.6728	3.0097	-0.0027
414.3754	1.6855	3.1234	-0.0114
414.5278	1.6940	3.2805	-0.0170
414.6802	1.7091	3.2903	-0.0135
414.8326	1.7251	3.2434	-0.0082
414.9850	1.7271	3.2542	-0.0073
415.1374	1.7367	3.1544	-0.0001
415.2898	1.7407	2.8954	0.0048
415.4422	1.7044	2.6426	0.0063
415.5946	1.6622	2.6504	-0.0001
415.7470	1.6297	2.9396	-0.0067
415.8994	1.6656	3.3312	-0.0039
416.0518	1.7151	3.5540	-0.0069
416.2042	1.7668	3.6621	-0.0106
416.3566	1.7702	3.6817	-0.0281
416.5090	1.7737	3.6387	-0.0229
416.6614	1.7746	3.6389	-0.0135
416.8138	1.7708	3.6136	-0.0079
416.9662	1.7615	3.5421	-0.0035
417.1186	1.7452	3.3402	-0.0062
417.2710	1.7179	3.1579	-0.0080
417.4234	1.6982	3.0344	-0.0048
417.5758	1.6940	3.0346	0.0080
417.7282	1.7025	3.1920	0.0114
417.8806	1.7156	3.3250	0.0049
418.0330	1.7393	3.4646	0.0117
418.1854	1.7425	3.4533	0.0022
418.3378	1.7338	3.4760	-0.0101
418.4902	1.7338	3.4111	-0.0161
418.6426	1.7325	3.3536	-0.0249
418.7950	1.7317	3.3013	-0.0228
418.9474	1.7269	3.4320	-0.0196
419.0998	1.7234	3.5970	-0.0181
419.2522	1.7319	3.7895	-0.0232
419.4046	1.7551	3.7444	-0.0201
419.5570	1.7800	3.6909	-0.0132
419.7094	1.7816	3.6330	-0.0064
419.8618	1.7740	3.5701	-0.0014
420.0142	1.7636	3.5325	-0.0021
420.1666	1.7646	3.4718	-0.0026
420.3190	1.7619	3.5148	-0.0094
420.4714	1.7558	3.5783	-0.0126
420.6238	1.7515	3.6939	-0.0154
420.7762	1.7499	3.7456	-0.0150
420.9286	1.7550	3.7071	-0.0113
421.0810	1.7570	3.6620	-0.0074
421.2334	1.7509	3.6462	-0.0040
421.3858	1.7408	3.6329	-0.0025
421.5382	1.7289	3.4550	-0.0026
421.6906	1.7168	3.2949	0.0002
421.8430	1.7176	3.1560	0.0086
421.9954	1.7080	3.1642	0.0064
422.1478	1.7113	3.1171	0.0094
422.3002	1.7063	3.2425	0.0086
422.4526	1.7286	3.4059	0.0204
422.6050	1.7430	3.6089	0.0108
422.7574	1.7552	3.6373	-0.0044
422.9098	1.7472	3.6388	-0.0251
423.0622	1.7449	3.6466	-0.0270
423.2146	1.7522	3.6567	-0.0199
423.3670	1.7587	3.6618	-0.0155
423.5194	1.7706	3.7510	-0.0157
423.6718	1.7727	3.7657	-0.0169
423.8242	1.7747	3.7309	-0.0118
423.9766	1.7595	3.5680	-0.0050
424.1290	1.7350	3.3696	0.0064
424.2814	1.7014	3.3189	0.0081
424.4338	1.6972	3.3972	0.0088
424.5862	1.7155	3.6186	-0.0023
424.7386	1.7452	3.5213	-0.0037
424.8910	1.7492	3.2107	-0.0027
425.0434	1.6726	2.7606	0.0018
425.1958	1.5984	2.4326	0.0147
425.3482	1.5345	2.4360	0.0151
425.5006	1.5375	2.6412	0.0120
425.6530	1.5709	2.7624	-0.0003
425.8054	1.6029	2.6898	0.0036
425.9578	1.6245	2.8488	0.0071
426.1102	1.6258	3.1441	0.0008
426.2626	1.6524	3.3433	-0.0078
426.4150	1.6717	3.3765	-0.0156
426.5674	1.6866	3.4126	-0.0199
426.7198	1.6925	3.4871	-0.0223
426.8722	1.7060	3.5757	-0.0200
427.0246	1.7300	3.6328	-0.0168
427.1770	1.7521	3.6210	-0.0175
427.3294	1.7705	3.5000	-0.0181
427.4818	1.7629	3.4734	-0.0192
427.6342	1.7559	3.4816	-0.0168
427.7866	1.7439	3.5627	-0.0191
427.9390	1.7401	3.5394	-0.0250
428.0914	1.7470	3.5552	-0.0267
428.2438	1.7626	3.5303	-0.0206
428.3962	1.7780	3.5309	-0.0155
428.5486	1.7823	3.4220	-0.0137
428.7010	1.7754	3.1528	-0.0175
428.8534	1.7444	3.0720	-0.0130
429.0058	1.6963	3.1047	-0.0090
429.1582	1.6834	3.2476	0.0130
429.3106	1.6784	3.2628	0.0160
429.4630	1.6739	3.0731	0.0096
429.6154	1.6559	2.8724	0.0115
429.7678	1.5800	2.6239	0.0041
429.9202	1.4865	2.3618	-0.0059
430.0726	1.4101	2.2571	-0.0112
430.2250	1.3958	2.3215	-0.0140
430.3774	1.4278	1.9437	-0.0099
430.5298	1.4598	0.5691	-0.0091
430.6822	1.5115	38.1073	-0.0017
430.8346	1.6035	1.8745	0.0027
430.9870	1.6628	0.9166	0.0089
431.1394	1.6330	2.1193	0.0024
431.2918	1.6013	2.4705	0.0219
431.4442	1.5983	3.0216	0.0057
431.5966	1.6674	3.3321	-0.0052
431.7490	1.7251	3.5025	-0.0093
431.9014	1.7538	3.5537	-0.0163
432.0538	1.7504	3.6146	-0.0221
432.2062	1.7531	3.6101	-0.0151
432.3586	1.7516	3.6487	-0.0092
432.5110	1.7476	3.6206	-0.0072
432.6634	1.7330	3.4496	-0.0073
432.8158	1.7021	3.2793	-0.0045
432.9682	1.6877	3.2331	0.0054
433.1206	1.6694	3.3252	-0.0031
433.2730	1.6900	3.5361	-0.0100
433.4254	1.7045	3.4673	-0.0217
433.5778	1.7178	3.1957	-0.0176
433.7302	1.6784	2.9637	-0.0123
433.8826	1.6428	2.6166	0.0122
434.0350	1.5666	2.4538	-0.0065
434.1874	1.5550	2.3541	-0.0045
434.3398	1.6042	2.6239	0.0299
434.4922	1.6142	2.8609	-0.0012
434.6446	1.6308	2.9802	-0.0122
434.7970	1.6595	2.9685	0.0023
434.9494	1.6669	3.1002	0.0116
435.1018	1.6871	3.2808	0.0123
435.2542	1.6966	3.4583	0.0006
435.4066	1.7134	3.6390	-0.0132
435.5590	1.7345	3.8853	-0.0209
435.7114	1.7642	3.9059	-0.0192
435.8638	1.7812	3.9219	-0.0191
436.0162	1.7797	3.8364	-0.0186
436.1686	1.7697	3.8703	-0.0214
436.3210	1.7631	3.8032	-0.0225
436.4734	1.7530	3.7778	-0.0234
436.6258	1.7430	3.6411	-0.0211
436.7782	1.7356	3.6004	-0.0160
436.9306	1.7346	3.5400	-0.0111
437.0830	1.7453	3.5469	-0.0071
437.2354	1.7513	3.5278	-0.0086
437.3878	1.7540	3.4904	-0.0117
437.5402	1.7456	3.5145	-0.0184
437.6926	1.7449	3.4895	-0.0140
437.8450	1.7416	3.5167	-0.0074
437.9974	1.7432	3.5241	-0.0007
438.1498	1.7384	3.5002	-0.0026
438.3022	1.7314	3.4474	-0.0091
438.4546	1.7295	3.4124	-0.0132
438.6070	1.7321	3.4170	-0.0146
438.7594	1.7328	3.4427	-0.0169
438.9118	1.7324	3.4410	-0.0161
439.0642	1.7286	3.4373	-0.0191
439.2166	1.7283	3.4380	-0.0177
439.3690	1.7251	3.4260	-0.0179
439.5214	1.7217	3.4070	-0.0149
439.6738	1.7156	3.3770	-0.0143
439.8262	1.7140	3.3804	-0.0147
439.9786	1.7189	3.3829	-0.0170
440.1310	1.7295	3.4781	-0.0170
440.2834	1.7361	3.5476	-0.0163
440.4358	1.7358	3.6277	-0.0197
440.5882	1.7368	3.5616	-0.0241
440.7406	1.7412	3.4786	-0.0236
440.8930	1.7410	3.4973	-0.0188
441.0454	1.7329	3.5452	-0.0174
441.1978	1.7198	3.5950	-0.0185
441.3502	1.7184	3.5660	-0.0136
441.5026	1.7196	3.5758	-0.0079
441.6550	1.7323	3.6442	-0.0044
441.8074	1.7452	3.7497	-0.0107
441.9598	1.7600	3.7176	-0.0149
442.1122	1.7613	3.7074	-0.0202
442.2646	1.7663	3.6869	-0.0176
442.4170	1.7695	3.7001	-0.0187
442.5694	1.7751	3.6646	-0.0211
442.7218	1.7777	3.6439	-0.0239
442.8742	1.7838	3.6476	-0.0237
443.0266	1.7912	3.7498	-0.0224
443.1790	1.7889	3.8132	-0.0291
443.3314	1.7908	3.8186	-0.0283
443.4838	1.7941	3.6479	-0.0252
443.6362	1.7904	3.5117	-0.0194
443.7886	1.7679	3.4525	-0.0215
443.9410	1.7434	3.4466	-0.0201
444.0934	1.7324	3.4392	-0.0146
444.2458	1.7404	3.4429	-0.0044
444.3982	1.7522	3.4752	-0.0016
444.5506	1.7527	3.5010	-0.0046
444.7030	1.7421	3.5120	-0.0111
444.8554	1.7350	3.5208	-0.0121
445.0078	1.7347	3.5680	-0.0094
445.1602	1.7417	3.6051	-0.0082
445.3126	1.7495	3.6521	-0.0117
445.4650	1.7643	3.6270	-0.0142
445.6174	1.7740	3.6351	-0.0159
445.7698	1.7676	3.6413	-0.0176
445.9222	1.7541	3.6087	-0.0219
446.0746	1.7410	3.5249	-0.0284
446.2270	1.7416	3.4600	-0.0301
446.3794	1.7398	3.5140	-0.0327
446.5318	1.7397	3.5376	-0.0271
446.6842	1.7367	3.5482	-0.0202
446.8366	1.7380	3.5138	-0.0153
446.9890	1.7411	3.5512	-0.0167
447.1414	1.7364	3.5575	-0.0269
447.2938	1.7355	3.4770	-0.0342
447.4462	1.7339	3.4232	-0.0370
447.5986	1.7437	3.4451	-0.0300
447.7510	1.7472	3.5540	-0.0263
447.9034	1.7527	3.6103	-0.0244
448.0558	1.7532	3.6060	-0.0225
448.2082	1.7546	3.5774	-0.0183
448.3606	1.7522	3.5140	-0.0156
448.5130	1.7407	3.2322	-0.0166
448.6654	1.6858	2.8788	-0.0158
448.8178	1.6357	2.6641	-0.0005
448.9702	1.5942	2.7289	0.0076
449.1226	1.5893	2.9327	0.0049
449.2750	1.5964	3.0251	0.0001
449.4274	1.6117	3.0020	0.0023
449.5798	1.6332	2.7699	0.0154
449.7322	1.6112	2.5019	0.0174
449.8846	1.5503	2.3716	0.0061
450.0370	1.5189	2.4855	0.0055
450.1894	1.5351	2.7159	0.0045
450.3418	1.5758	2.8765	0.0038
450.4942	1.6059	2.9747	0.0034
450.6466	1.6274	3.0908	0.0119
450.7990	1.6344	2.9691	0.0031
450.9514	1.6208	2.7677	-0.0103
451.1038	1.6065	2.5891	-0.0015
451.2562	1.5875	2.5788	0.0105
451.4086	1.5667	2.7941	0.0138
451.5610	1.5876	3.1178	0.0155
451.7134	1.6421	3.4248	0.0080
451.8658	1.7112	3.4650	-0.0022
452.0182	1.7439	3.4512	-0.0191
452.1706	1.7501	3.5027	-0.0232
452.3230	1.7571	3.5915	-0.0228
452.4754	1.7690	3.5736	-0.0244
452.6278	1.7782	3.2430	-0.0264
452.7802	1.7331	2.8094	-0.0289
452.9326	1.6693	2.5313	-0.0174
453.0850	1.6074	2.5893	-0.0157
453.2374	1.5951	2.9122	-0.0218
453.3898	1.6207	3.1871	-0.0352
453.5422	1.6680	3.3231	-0.0336
453.6946	1.7074	3.4341	-0.0237
453.8470	1.7239	3.4875	-0.0229
453.9994	1.7367	3.4862	-0.0223
454.1518	1.7424	3.4654	-0.0192
454.3042	1.7384	3.4329	-0.0182
454.4566	1.7285	3.3855	-0.0189
454.6090	1.7216	3.3441	-0.0218
454.7614	1.7195	3.3879	-0.0228
454.9138	1.7230	3.4655	-0.0232
455.0662	1.7308	3.5270	-0.0239
455.2186	1.7459	3.5206	-0.0190
455.3710	1.7607	3.4825	-0.0123
455.5234	1.7647	3.4381	-0.0100
455.6758	1.7582	3.4354	-0.0123
455.8282	1.7527	3.4452	-0.0148
455.9806	1.7535	3.5210	-0.0166
456.1330	1.7621	3.5915	-0.0174
456.2854	1.7657	3.4481	-0.0214
456.4378	1.7197	3.0896	-0.0299
456.5902	1.6378	2.6717	-0.0179
456.7426	1.5963	2.3672	0.0094
456.8950	1.5986	2.4458	0.0173
457.0474	1.6236	2.4938	-0.0078
457.1998	1.5708	2.3766	-0.0498
457.3522	1.5082	2.1953	-0.0375
457.5046	1.4756	2.1469	0.0014
457.6570	1.4796	2.2181	0.0201
457.8094	1.5266	2.3624	0.0264
457.9618	1.5816	2.6281	0.0164
458.1142	1.6300	3.0549	0.0004
458.2666	1.6685	3.4859	-0.0195
458.4190	1.7106	3.7093	-0.0281
458.5714	1.7470	3.7622	-0.0248
458.7238	1.7594	3.7698	-0.0212
458.8762	1.7727	3.7493	-0.0113
