HOLE:	995B
LEG:	164
TOP:	150.876007
BOTTOM:	658.977600
DEPTH_WMSF	CALI
m	in
357.9876	16.5135
358.1400	15.9168
358.2924	15.3241
358.4448	15.2655
358.5972	14.6728
358.7496	14.5059
358.9020	14.6688
359.0544	14.0343
359.2068	14.5279
359.3592	16.7443
359.5116	17.5390
359.6640	17.2008
359.8164	15.7757
359.9688	15.8693
360.1212	16.5155
360.2736	16.4372
360.4260	16.3630
360.5784	15.2497
360.7308	13.9317
360.8832	14.3342
361.0356	15.3244
361.1880	15.9600
361.3404	16.1768
361.4928	16.0758
361.6452	14.7021
361.7976	14.3598
361.9500	16.0582
362.1024	14.5271
362.2548	13.4612
362.4072	14.7388
362.5596	16.9036
362.7120	17.0205
362.8644	16.8883
363.0168	15.5167
363.1692	15.9346
363.3216	16.1554
363.4740	16.8166
363.6264	17.4455
363.7788	18.1961
363.9312	17.5017
364.0836	16.5676
364.2360	17.2562
364.3884	17.0915
364.5408	15.8065
364.6932	15.0516
364.8456	14.5451
364.9980	15.2308
365.1504	16.4549
365.3028	15.6208
365.4552	14.2912
365.6076	15.1444
365.7600	14.4423
365.9124	13.9515
366.0648	14.1085
366.2172	14.1238
366.3696	14.3517
366.5220	15.1030
366.6744	14.9338
366.8268	15.0206
366.9792	15.5422
367.1316	15.4258
367.2840	15.6232
367.4364	15.5144
367.5888	14.6286
367.7412	13.2591
367.8936	13.4225
368.0460	13.5529
368.1984	14.0490
368.3508	14.6972
368.5032	14.5285
368.6556	14.6388
368.8080	15.1383
368.9604	15.5686
369.1128	16.5831
369.2652	16.5688
369.4176	16.5197
369.5700	17.0135
369.7224	16.1850
369.8748	15.9749
370.0272	15.8123
370.1796	15.0385
370.3320	14.7509
370.4844	14.3690
370.6368	14.5197
370.7892	15.0258
370.9416	14.7894
371.0940	14.9689
371.2464	15.3781
371.3988	15.9189
371.5512	15.9458
371.7036	15.7596
371.8560	15.1192
372.0084	15.4573
372.1608	15.6066
372.3132	15.5541
372.4656	15.3204
372.6180	15.5909
372.7704	16.0581
372.9228	16.1268
373.0752	15.4784
373.2276	14.7407
373.3800	14.8124
373.5324	14.4321
373.6848	14.2118
373.8372	14.0527
373.9896	13.7198
374.1420	14.0171
374.2944	14.1381
374.4468	14.2071
374.5992	14.5278
374.7516	14.4853
374.9040	14.3652
375.0564	14.4129
375.2088	13.8259
375.3612	13.8428
375.5136	14.0888
375.6660	13.8186
375.8184	13.6735
375.9708	13.6861
376.1232	13.8243
376.2756	14.1421
376.4280	14.3509
376.5804	14.5675
376.7328	14.9437
376.8852	15.0237
377.0376	15.1359
377.1900	15.7112
377.3424	16.7856
377.4948	16.7342
377.6472	15.9862
377.7996	15.2658
377.9520	15.9784
378.1044	15.7029
378.2568	14.9240
378.4092	15.4456
378.5616	16.4911
378.7140	16.1872
378.8664	15.0714
379.0188	15.3532
379.1712	15.2509
379.3236	15.0442
379.4760	14.9384
379.6284	14.5419
379.7808	14.5761
379.9332	14.4647
380.0856	13.9091
380.2380	13.6217
380.3904	13.6934
380.5428	13.8975
380.6952	14.0987
380.8476	14.2290
381.0000	14.1206
381.1524	14.1089
381.3048	14.0899
381.4572	14.2151
381.6096	15.4123
381.7620	16.1796
381.9144	15.8552
382.0668	14.9569
382.2192	14.2626
382.3716	13.9368
382.5240	14.0920
382.6764	14.0945
382.8288	13.9805
382.9812	14.1456
383.1336	14.3520
383.2860	14.3291
383.4384	14.2068
383.5908	13.2177
383.7432	12.8547
383.8956	13.5940
384.0480	14.7652
384.2004	14.9129
384.3528	15.0773
384.5052	15.8439
384.6576	16.3300
384.8100	15.8076
384.9624	15.6739
385.1148	15.1130
385.2672	14.0578
385.4196	13.9018
385.5720	13.8287
385.7244	14.3576
385.8768	15.1142
386.0292	15.0086
386.1816	14.3827
386.3340	14.0267
386.4864	14.2107
386.6388	14.2539
386.7912	14.1921
386.9436	14.1587
387.0960	14.0352
387.2484	14.0596
387.4008	14.0852
387.5532	14.2525
387.7056	14.2895
387.8580	14.1045
388.0104	14.0574
388.1628	13.9817
388.3152	13.9119
388.4676	13.8891
388.6200	13.8647
388.7724	13.8646
388.9248	13.8634
389.0772	13.8844
389.2296	13.8208
389.3820	13.6891
389.5344	13.6732
389.6868	13.6684
389.8392	13.6637
389.9916	13.7725
390.1440	13.8740
390.2964	13.8097
390.4488	14.2560
390.6012	14.9732
390.7536	15.1436
390.9060	15.5704
391.0584	15.7450
391.2108	15.3972
391.3632	15.3666
391.5156	14.8632
391.6680	14.5430
391.8204	14.7106
391.9728	14.7750
392.1252	14.4736
392.2776	14.1929
392.4300	14.3183
392.5824	13.8768
392.7348	13.3054
392.8872	13.2062
393.0396	13.2098
393.1920	13.3494
393.3444	14.4416
393.4968	15.4030
393.6492	15.2109
393.8016	14.9365
393.9540	15.0294
394.1064	15.6104
394.2588	15.7197
394.4112	15.6699
394.5636	15.3787
394.7160	14.4950
394.8684	14.1103
395.0208	14.2349
395.1732	14.2256
395.3256	14.1556
395.4780	14.4040
395.6304	15.3361
395.7828	15.8029
395.9352	16.4026
396.0876	17.3335
396.2400	17.3452
396.3924	17.3374
396.5448	17.4424
396.6972	17.5310
396.8496	17.5900
397.0020	17.5519
397.1544	16.9960
397.3068	16.6152
397.4592	16.4744
397.6116	15.6481
397.7640	14.0818
397.9164	13.2835
398.0688	13.3466
398.2212	13.2650
398.3736	12.8271
398.5260	12.5274
398.6784	12.5564
398.8308	12.8751
398.9832	13.3897
399.1356	13.6119
399.2880	13.9563
399.4404	14.8263
399.5928	15.3215
399.7452	15.5831
399.8976	15.9585
400.0500	16.1161
400.2024	16.1195
400.3548	16.0974
400.5072	16.0077
400.6596	16.7521
400.8120	17.3561
400.9644	17.1655
401.1168	17.1528
401.2692	16.8436
401.4216	16.2655
401.5740	15.8882
401.7264	15.8105
401.8788	15.6709
402.0312	15.5337
402.1836	15.2784
402.3360	15.7033
402.4884	16.3897
402.6408	16.8043
402.7932	17.7580
402.9456	18.3416
403.0980	17.8768
403.2504	17.3194
403.4028	17.5705
403.5552	18.2022
403.7076	18.4424
403.8600	18.4337
404.0124	18.4125
404.1648	18.4041
404.3172	18.4094
404.4696	18.4040
404.6220	18.0986
404.7744	18.0660
404.9268	18.2732
405.0792	18.3490
405.2316	18.3514
405.3840	18.2393
405.5364	17.5897
405.6888	17.0322
405.8412	16.8295
405.9936	16.5988
406.1460	15.1053
406.2984	14.5846
406.4508	15.0470
406.6032	15.7384
406.7556	16.1135
406.9080	14.0543
407.0604	12.6397
407.2128	12.8469
407.3652	13.8653
407.5176	14.2865
407.6700	14.1256
407.8224	14.6059
407.9748	16.4494
408.1272	17.2998
408.2796	17.2315
408.4320	16.3104
408.5844	15.5224
408.7368	15.0928
408.8892	13.3201
409.0416	12.2666
409.1940	12.1394
409.3464	12.6604
409.4988	13.7110
409.6512	14.0890
409.8036	13.9024
409.9560	14.1903
410.1084	13.7520
410.2608	14.1231
410.4132	14.4126
410.5656	14.4241
410.7180	14.9394
410.8704	14.6122
411.0228	14.3822
411.1752	14.2445
411.3276	13.8457
411.4800	13.7034
411.6324	13.8196
411.7848	13.9318
411.9372	13.5254
412.0896	13.3880
412.2420	13.4365
412.3944	14.6372
412.5468	16.8088
412.6992	17.4760
412.8516	17.4892
413.0040	16.9517
413.1564	15.1365
413.3088	14.4069
413.4612	14.9748
413.6136	15.7871
413.7660	15.8843
413.9184	15.0136
414.0708	14.6585
414.2232	14.9668
414.3756	14.8388
414.5280	14.7461
414.6804	14.0644
414.8328	13.8432
414.9852	14.0469
415.1376	14.1067
415.2900	13.6289
415.4424	13.6109
415.5948	14.8223
415.7472	15.1615
415.8996	15.1504
416.0520	14.8705
416.2044	14.4257
416.3568	14.0972
416.5092	14.1489
416.6616	13.9175
416.8140	13.8134
416.9664	13.6294
417.1188	13.5448
417.2712	13.4567
417.4236	14.0285
417.5760	15.1837
417.7284	15.6372
417.8808	15.5251
418.0332	14.2343
418.1856	13.7737
418.3380	13.7179
418.4904	13.5537
418.6428	13.4260
418.7952	13.4916
418.9476	13.8829
419.1000	14.1158
419.2524	14.2806
419.4048	14.5836
419.5572	14.9668
419.7096	15.1140
419.8620	14.9682
420.0144	14.6969
420.1668	15.3555
420.3192	15.3475
420.4716	14.7802
420.6240	14.4570
420.7764	14.4759
420.9288	13.9540
421.0812	13.6543
421.2336	13.6608
421.3860	14.4942
421.5384	14.6422
421.6908	14.6247
421.8432	15.0733
421.9956	15.4069
422.1480	15.9013
422.3004	15.7718
422.4528	15.1335
422.6052	13.9141
422.7576	14.0288
422.9100	14.0755
423.0624	13.9798
423.2148	14.1919
423.3672	14.3655
423.5196	14.2659
423.6720	13.5373
423.8244	14.1290
423.9768	14.3916
424.1292	14.3766
424.2816	13.9404
424.4340	13.7097
424.5864	13.5435
424.7388	13.5719
424.8912	13.7739
425.0436	13.6811
425.1960	13.6190
425.3484	14.0637
425.5008	14.9689
425.6532	15.5618
425.8056	16.8341
425.9580	17.4863
426.1104	17.4460
426.2628	17.3927
426.4152	17.3357
426.5676	17.3197
426.7200	16.4804
426.8724	16.1327
427.0248	15.6915
427.1772	15.9137
427.3296	16.4191
427.4820	16.8695
427.6344	14.4570
427.7868	14.2405
427.9392	15.2247
428.0916	15.5895
428.2440	16.1867
428.3964	16.7257
428.5488	17.1367
428.7012	17.1654
428.8536	15.3631
429.0060	14.6663
429.1584	15.9082
429.3108	15.7865
429.4632	15.2345
429.6156	15.8165
429.7680	16.2172
429.9204	15.8107
430.0728	16.4707
430.2252	16.5467
430.3776	17.0772
430.5300	17.4169
430.6824	17.1045
430.8348	17.1072
430.9872	17.6414
431.1396	16.8003
431.2920	14.8671
431.4444	14.4357
431.5968	15.1935
431.7492	15.7141
431.9016	16.5509
432.0540	17.0661
432.2064	15.8122
432.3588	16.8909
432.5112	17.8555
432.6636	17.8858
432.8160	17.8795
432.9684	16.8807
433.1208	16.1592
433.2732	16.2641
433.4256	15.8976
433.5780	16.5000
433.7304	16.3197
433.8828	15.6348
434.0352	15.8896
434.1876	15.6045
434.3400	16.5472
434.4924	17.7108
434.6448	17.2118
434.7972	16.7639
434.9496	17.7833
435.1020	18.1085
435.2544	18.3330
435.4068	18.1366
435.5592	17.4769
435.7116	15.0625
435.8640	15.1182
436.0164	15.2056
436.1688	15.4379
436.3212	16.8866
436.4736	16.5613
436.6260	15.7852
436.7784	15.8850
436.9308	16.0078
437.0832	15.8535
437.2356	14.9415
437.3880	15.1284
437.5404	15.1813
437.6928	15.1702
437.8452	14.8564
437.9976	14.6592
438.1500	14.6217
438.3024	14.4008
438.4548	14.0538
438.6072	14.2651
438.7596	14.2409
438.9120	15.0491
439.0644	16.1035
439.2168	16.2049
439.3692	15.6787
439.5216	15.6385
439.6740	15.7037
439.8264	15.6559
439.9788	15.0850
440.1312	15.1514
440.2836	15.1829
440.4360	15.0840
440.5884	15.3453
440.7408	15.6982
440.8932	15.7021
441.0456	15.5704
441.1980	15.7606
441.3504	15.0430
441.5028	15.1051
441.6552	15.4191
441.8076	15.8778
441.9600	15.4101
442.1124	15.0806
442.2648	15.3203
442.4172	15.2066
442.5696	15.2620
442.7220	16.2110
442.8744	16.4848
443.0268	16.2941
443.1792	15.1113
443.3316	14.8832
443.4840	14.6699
443.6364	14.6231
443.7888	14.5454
443.9412	14.8150
444.0936	15.0444
444.2460	15.0902
444.3984	14.8286
444.5508	14.8019
444.7032	14.1073
444.8556	13.6533
445.0080	13.5866
445.1604	13.5631
445.3128	13.5663
445.4652	14.6916
445.6176	15.6563
445.7700	15.9729
445.9224	16.9902
446.0748	16.9912
446.2272	16.9304
446.3796	16.6822
446.5320	15.0701
446.6844	14.3486
446.8368	14.2797
446.9892	14.2967
447.1416	14.3135
447.2940	14.3283
447.4464	14.5895
447.5988	15.2345
447.7512	15.5549
447.9036	15.6004
448.0560	15.6307
448.2084	15.6326
448.3608	15.3310
448.5132	15.2504
448.6656	15.4499
448.8180	16.0587
448.9704	16.6006
449.1228	16.7413
449.2752	16.0503
449.4276	13.9803
449.5800	13.2177
449.7324	13.2118
449.8848	13.4304
450.0372	14.1484
450.1896	14.1113
450.3420	13.8509
450.4944	13.1034
450.6468	12.5527
450.7992	12.4402
450.9516	12.4397
451.1040	12.4414
451.2564	12.4398
451.4088	12.4424
451.5612	12.4414
451.7136	12.6261
451.8660	13.3305
452.0184	15.0354
452.1708	16.0783
452.3232	16.6924
452.4756	16.8355
452.6280	17.1836
452.7804	17.1700
452.9328	15.6677
453.0852	14.4844
453.2376	14.4043
453.3900	14.6096
453.5424	14.7322
453.6948	14.7315
453.8472	15.1565
453.9996	16.2305
454.1520	16.3318
454.3044	15.3965
454.4568	15.3164
454.6092	15.1181
454.7616	15.0240
454.9140	15.3449
455.0664	16.0196
455.2188	16.2977
455.3712	16.2150
455.5236	15.0037
455.6760	14.2478
455.8284	14.3087
455.9808	14.6025
456.1332	14.5820
456.2856	14.6509
456.4380	14.8339
456.5904	14.6764
456.7428	15.1037
456.8952	15.9434
457.0476	16.2625
457.2000	16.2768
457.3524	16.7022
457.5048	17.0662
457.6572	17.0444
457.8096	17.1043
457.9620	16.3218
458.1144	14.6209
458.2668	13.6684
458.4192	13.4610
458.5716	13.6944
458.7240	13.9630
458.8764	14.3674
459.0288	15.1935
459.1812	15.6231
459.3336	15.5812
459.4860	16.0412
459.6384	16.8595
459.7908	17.1947
459.9432	17.7149
460.0956	17.8739
460.2480	17.2187
460.4004	16.8701
460.5528	16.9666
460.7052	15.9959
460.8576	15.0046
461.0100	15.0633
461.1624	15.2658
461.3148	15.8790
461.4672	16.4308
461.6196	16.8262
461.7720	17.1208
461.9244	17.0669
462.0768	16.9247
462.2292	16.6985
462.3816	15.8006
462.5340	14.9354
462.6864	14.2244
462.8388	13.4602
462.9912	13.2480
463.1436	12.9731
463.2960	12.9344
463.4484	14.1489
463.6008	15.8517
463.7532	16.3235
463.9056	15.3980
464.0580	13.7322
464.2104	12.8681
464.3628	12.6865
464.5152	12.6378
464.6676	12.6885
464.8200	12.9747
464.9724	13.5343
465.1248	13.9933
465.2772	14.3800
465.4296	14.8507
465.5820	15.1627
465.7344	15.2285
465.8868	15.3124
466.0392	15.0194
466.1916	14.3495
466.3440	13.8832
466.4964	13.8636
466.6488	13.9329
466.8012	14.0999
466.9536	14.3292
467.1060	14.5810
467.2584	14.4754
467.4108	13.8798
467.5632	13.4564
467.7156	13.5433
467.8680	13.7882
468.0204	14.0584
468.1728	14.3361
468.3252	14.8258
468.4776	14.4510
468.6300	13.8126
468.7824	14.1073
468.9348	14.0456
469.0872	13.8806
469.2396	13.6831
469.3920	13.4747
469.5444	13.4673
469.6968	13.4428
469.8492	13.9515
470.0016	15.2111
470.1540	15.7941
470.3064	15.5750
470.4588	14.8456
470.6112	14.4434
470.7636	14.7672
470.9160	14.7773
471.0684	14.8344
471.2208	15.3870
471.3732	16.4042
471.5256	16.7061
471.6780	17.0389
471.8304	16.3220
471.9828	15.0974
472.1352	13.9338
472.2876	13.8383
472.4400	13.9650
472.5924	14.7426
472.7448	16.3421
472.8972	17.6066
473.0496	18.1656
473.2020	18.4124
473.3544	18.4355
473.5068	18.4356
473.6592	18.4377
473.8116	17.2494
473.9640	14.8247
474.1164	16.6612
474.2688	17.0248
474.4212	17.0768
474.5736	17.5256
474.7260	18.4356
474.8784	18.4403
475.0308	18.3996
475.1832	18.1122
475.3356	17.7069
475.4880	17.2026
475.6404	14.9630
475.7928	15.3267
475.9452	15.6917
476.0976	16.9496
476.2500	18.3923
476.4024	18.3305
476.5548	18.0322
476.7072	17.9173
476.8596	17.1869
477.0120	14.5360
477.1644	13.9977
477.3168	14.1897
477.4692	15.0167
477.6216	15.4244
477.7740	15.3211
477.9264	14.3824
478.0788	12.5408
478.2312	12.5324
478.3836	12.7268
478.5360	13.7229
478.6884	14.6634
478.8408	14.4959
478.9932	13.6962
479.1456	13.4156
479.2980	13.6646
479.4504	13.9367
479.6028	14.4922
479.7552	14.6072
479.9076	13.5729
480.0600	14.0041
480.2124	14.8863
480.3648	15.1739
480.5172	15.6223
480.6696	15.4294
480.8220	14.2484
480.9744	15.5512
481.1268	17.0792
481.2792	17.4448
481.4316	17.5367
481.5840	17.6280
481.7364	17.9274
481.8888	16.4292
482.0412	14.2505
482.1936	14.4443
482.3460	14.1645
482.4984	15.8869
482.6508	16.6461
482.8032	17.0510
482.9556	17.8507
483.1080	18.4410
483.2604	18.4392
483.4128	18.4373
483.5652	18.4372
483.7176	18.4314
483.8700	18.0148
484.0224	14.4774
484.1748	13.7894
484.3272	13.7244
484.4796	12.9567
484.6320	11.4278
484.7844	11.7824
484.9368	12.5374
485.0892	13.6602
485.2416	13.7726
485.3940	14.2683
485.5464	14.3445
485.6988	17.2821
485.8512	16.6981
486.0036	16.2114
486.1560	17.9588
486.3084	17.3455
486.4608	16.4972
486.6132	17.1605
486.7656	18.4361
486.9180	18.4412
487.0704	18.3001
487.2228	15.4260
487.3752	16.2443
487.5276	17.0064
487.6800	17.3621
487.8324	17.4963
487.9848	18.3739
488.1372	17.7732
488.2896	16.8667
488.4420	16.9898
488.5944	16.9763
488.7468	15.7042
488.8992	16.1292
489.0516	17.2725
489.2040	17.3427
489.3564	17.4631
489.5088	18.3917
489.6612	18.4069
489.8136	18.2021
489.9660	13.8871
490.1184	13.6053
490.2708	13.8420
490.4232	14.6632
490.5756	14.9884
490.7280	15.5971
490.8804	15.3429
491.0328	11.9308
491.1852	12.5726
491.3376	13.8421
491.4900	15.0535
491.6424	15.2581
491.7948	16.2406
491.9472	17.5352
492.0996	17.7510
492.2520	17.9058
492.4044	18.1723
492.5568	17.9139
492.7092	17.2657
492.8616	17.5472
493.0140	17.8312
493.1664	18.3565
493.3188	18.4365
493.4712	18.4063
493.6236	17.7378
493.7760	15.8474
493.9284	14.9015
494.0808	14.8525
494.2332	14.7769
494.3856	14.9653
494.5380	15.0146
494.6904	14.8429
494.8428	15.2315
494.9952	15.4573
495.1476	15.5821
495.3000	15.1874
495.4524	14.6007
495.6048	15.1273
495.7572	16.6410
495.9096	18.1900
496.0620	18.3140
496.2144	17.0268
496.3668	14.8749
496.5192	14.4200
496.6716	14.7194
496.8240	15.2736
496.9764	15.9263
497.1288	16.1327
497.2812	16.3195
497.4336	16.9396
497.5860	17.4444
497.7384	17.5685
497.8908	17.9775
498.0432	17.8084
498.1956	17.2138
498.3480	17.0903
498.5004	17.1592
498.6528	17.2693
498.8052	17.4625
498.9576	17.6979
499.1100	16.2301
499.2624	14.6191
499.4148	14.3412
499.5672	15.8051
499.7196	17.6213
499.8720	18.3246
500.0244	17.6891
500.1768	16.4433
500.3292	16.0482
500.4816	15.2872
500.6340	15.4573
500.7864	16.5411
500.9388	16.9725
501.0912	17.2602
501.2436	16.9703
501.3960	15.3201
501.5484	14.5957
501.7008	14.4971
501.8532	14.0588
502.0056	14.8282
502.1580	15.1591
502.3104	15.8202
502.4628	15.4892
502.6152	15.1679
502.7676	15.0410
502.9200	14.9562
503.0724	15.1548
503.2248	15.2119
503.3772	14.7109
503.5296	14.4084
503.6820	15.1309
503.8344	15.2160
503.9868	15.8067
504.1392	15.9922
504.2916	16.0249
504.4440	15.4620
504.5964	15.7666
504.7488	15.7921
504.9012	14.4492
505.0536	14.4544
505.2060	15.1102
505.3584	17.6613
505.5108	18.3220
505.6632	18.2789
505.8156	16.8240
505.9680	15.7652
506.1204	13.9413
506.2728	13.9369
506.4252	13.8973
506.5776	13.4022
506.7300	12.8178
506.8824	12.7291
507.0348	12.9768
507.1872	13.7843
507.3396	14.1330
507.4920	14.9249
507.6444	14.9476
507.7968	14.8956
507.9492	14.9181
508.1016	15.4529
508.2540	14.7321
508.4064	14.8078
508.5588	15.7389
508.7112	18.2149
508.8636	18.3813
509.0160	18.3697
509.1684	18.0895
509.3208	16.5816
509.4732	16.2573
509.6256	14.1559
509.7780	12.6358
509.9304	12.5978
510.0828	12.6378
510.2352	13.1605
510.3876	14.7560
510.5400	15.5195
510.6924	15.2124
510.8448	15.1319
510.9972	15.3318
511.1496	14.2963
511.3020	14.2466
511.4544	14.3048
511.6068	14.7648
511.7592	15.3390
511.9116	15.8830
512.0640	15.7802
512.2164	15.3214
512.3688	15.9768
512.5212	16.8358
512.6736	16.2833
512.8260	16.6897
512.9784	17.6476
513.1308	18.1173
513.2832	18.4547
513.4356	18.5035
513.5880	18.4962
513.7404	18.5008
513.8928	18.4981
514.0452	18.4971
514.1976	17.7769
514.3500	16.0439
514.5024	15.7159
514.6548	16.0294
514.8072	16.5937
514.9596	16.3472
515.1120	14.6005
515.2644	14.1307
515.4168	13.4287
515.5692	13.2786
515.7216	13.2681
515.8740	13.1342
516.0264	12.9388
516.1788	12.9727
516.3312	13.1148
516.4836	13.3897
516.6360	13.5590
516.7884	13.5735
516.9408	13.6142
517.0932	13.6401
517.2456	13.6418
517.3980	13.6419
517.5504	13.6401
517.7028	13.6404
517.8552	13.6317
518.0076	13.6173
518.1600	13.6169
518.3124	13.6209
518.4648	13.6217
518.6172	13.7701
518.7696	13.9646
518.9220	14.0002
519.0744	14.0027
519.2268	14.0016
519.3792	13.9995
519.5316	14.0098
519.6840	14.1836
519.8364	14.1035
519.9888	13.9043
520.1412	14.0507
520.2936	13.7773
520.4460	13.5286
520.5984	13.8234
520.7508	14.2685
520.9032	14.0038
521.0556	13.6343
521.2080	13.7720
521.3604	13.7695
521.5128	13.5200
521.6652	13.4844
521.8176	13.3984
521.9700	13.2984
522.1224	13.3238
522.2748	13.4417
522.4272	13.6757
522.5796	13.3993
522.7320	13.0495
522.8844	12.9655
523.0368	12.9496
523.1892	13.0181
523.3416	13.0606
523.4940	13.0607
523.6464	13.0588
523.7988	13.0924
523.9512	13.1658
524.1036	13.1952
524.2560	13.2608
524.4084	13.3674
524.5608	13.3987
524.7132	13.4076
524.8656	13.6401
525.0180	13.5849
525.1704	13.2900
525.3228	13.0268
525.4752	12.9799
525.6276	12.9664
525.7800	12.9248
525.9324	12.7270
526.0848	12.6637
526.2372	12.6672
526.3896	12.6362
526.5420	12.6271
526.6944	12.6250
526.8468	12.6601
526.9992	13.0430
527.1516	13.3476
527.3040	12.9590
527.4564	12.8365
527.6088	13.0655
527.7612	13.2719
527.9136	12.8056
528.0660	12.7156
528.2184	13.1262
528.3708	14.0023
528.5232	15.6250
528.6756	15.5612
528.8280	14.0349
528.9804	13.0254
529.1328	12.8996
529.2852	12.9001
529.4376	12.8737
529.5900	12.9353
529.7424	12.9446
529.8948	12.9422
530.0472	12.9576
530.1996	13.0201
530.3520	13.0333
530.5044	13.0343
530.6568	13.1120
530.8092	13.2371
530.9616	13.3128
531.1140	13.8408
531.2664	13.6191
531.4188	13.3584
531.5712	13.3448
531.7236	13.5097
531.8760	13.3543
532.0284	13.4604
532.1808	13.4265
532.3332	13.2961
532.4856	13.2920
532.6380	13.2914
532.7904	13.6837
532.9428	14.0713
533.0952	14.0603
533.2476	13.3133
533.4000	13.2932
533.5524	13.2966
533.7048	13.6808
533.8572	14.0548
534.0096	14.5050
534.1620	14.8446
534.3144	14.2226
534.4668	13.9196
534.6192	13.7349
534.7716	13.7974
534.9240	14.0073
535.0764	13.9616
535.2288	13.6240
535.3812	13.4089
535.5336	13.3720
535.6860	13.3442
535.8384	13.0078
535.9908	12.8045
536.1432	12.8985
536.2956	12.9671
536.4480	13.0672
536.6004	13.1541
536.7528	13.1665
536.9052	13.2921
537.0576	13.5494
537.2100	13.6905
537.3624	14.1525
537.5148	14.9228
537.6672	14.7283
537.8196	13.9605
537.9720	14.0334
538.1244	14.6877
538.2768	15.4783
538.4292	14.5253
538.5816	14.0361
538.7340	13.8310
538.8864	13.4169
539.0388	13.4517
539.1912	13.4529
539.3436	13.0390
539.4960	12.7129
539.6484	12.6801
539.8008	13.1145
539.9532	14.1428
540.1056	15.2366
540.2580	16.3925
540.4104	16.1244
540.5628	13.5937
540.7152	13.4220
540.8676	13.8465
541.0200	13.7431
541.1724	13.5122
541.3248	13.3301
541.4772	13.2741
541.6296	13.3868
541.7820	13.6099
541.9344	13.6574
542.0868	13.5322
542.2392	13.5468
542.3916	13.4159
542.5440	12.9658
542.6964	12.8171
542.8488	12.9854
543.0012	13.2856
543.1536	13.2505
543.3060	13.2051
543.4584	13.1020
543.6108	13.1607
543.7632	13.3625
543.9156	13.2839
544.0680	13.3004
544.2204	13.3427
544.3728	13.2411
544.5252	12.9443
544.6776	12.9712
544.8300	12.9922
544.9824	13.1054
545.1348	12.9196
545.2872	12.9188
545.4396	12.9568
545.5920	12.9405
545.7444	12.8973
545.8968	13.0342
546.0492	13.2857
546.2016	13.5234
546.3540	13.2314
546.5064	13.0413
546.6588	13.1681
546.8112	13.6362
546.9636	13.6870
547.1160	13.6893
547.2684	12.9343
547.4208	12.9241
547.5732	12.9365
547.7256	13.0334
547.8780	12.9845
548.0304	13.0274
548.1828	13.2216
548.3352	12.9250
548.4876	12.9319
548.6400	13.1272
548.7924	13.9806
548.9448	14.6502
549.0972	13.8889
549.2496	14.8615
549.4020	15.5419
549.5544	15.0365
549.7068	15.0074
549.8592	15.4124
550.0116	16.6681
550.1640	17.3103
550.3164	16.8430
550.4688	13.9290
550.6212	13.0340
550.7736	13.0402
550.9260	13.1148
551.0784	13.3115
551.2308	13.3445
551.3832	13.3687
551.5356	13.6456
551.6880	14.0731
551.8404	13.6010
551.9928	13.2982
552.1452	13.3326
552.2976	13.7463
552.4500	14.7656
552.6024	14.8430
552.7548	15.3404
552.9072	17.6096
553.0596	18.3753
553.2120	17.9840
553.3644	16.4374
553.5168	15.8295
553.6692	15.4711
553.8216	15.1249
553.9740	14.6415
554.1264	14.0419
554.2788	13.5058
554.4312	13.5102
554.5836	13.9966
554.7360	15.9574
554.8884	17.5213
555.0408	16.7222
555.1932	14.7056
555.3456	14.9159
555.4980	14.5096
555.6504	13.7221
555.8028	13.5335
555.9552	13.6114
556.1076	13.6999
556.2600	13.7881
556.4124	14.0004
556.5648	13.9199
556.7172	13.7315
556.8696	13.7697
557.0220	13.6556
557.1744	13.7951
557.3268	14.6642
557.4792	15.2636
557.6316	14.7676
557.7840	14.8714
557.9364	16.0860
558.0888	16.3455
558.2412	15.3200
558.3936	13.8580
558.5460	14.0447
558.6984	15.1451
558.8508	17.4240
559.0032	18.1376
559.1556	17.8785
559.3080	17.0934
559.4604	15.7882
559.6128	15.2810
559.7652	14.4390
559.9176	14.7405
560.0700	14.8613
560.2224	14.7791
560.3748	13.7849
560.5272	12.5413
560.6796	12.6364
560.8320	12.7068
560.9844	12.9117
561.1368	13.1256
561.2892	13.2229
561.4416	13.2292
561.5940	13.0937
561.7464	13.0292
561.8988	13.0294
562.0512	13.3352
562.2036	14.2306
562.3560	14.8716
562.5084	14.8726
562.6608	14.7299
562.8132	14.5251
562.9656	14.4275
563.1180	14.2951
563.2704	14.2240
563.4228	14.0097
563.5752	13.5810
563.7276	13.3779
563.8800	13.3879
564.0324	13.6270
564.1848	13.9446
564.3372	14.0210
564.4896	14.6975
564.6420	15.7501
564.7944	16.1214
564.9468	15.9558
565.0992	14.7810
565.2516	13.9476
565.4040	14.0748
565.5564	13.9707
565.7088	13.7549
565.8612	13.6304
566.0136	13.6147
566.1660	13.6146
566.3184	13.6146
566.4708	13.6123
566.6232	13.6130
566.7756	13.6172
566.9280	13.5947
567.0804	13.5100
567.2328	13.4365
567.3852	13.4087
567.5376	13.3296
567.6900	13.4484
567.8424	13.9737
567.9948	14.3599
568.1472	14.4301
568.2996	14.4272
568.4520	14.3519
568.6044	13.8124
568.7568	13.3242
568.9092	13.2284
569.0616	13.2426
569.2140	13.0454
569.3664	12.9522
569.5188	13.5412
569.6712	14.3887
569.8236	14.6840
569.9760	14.6838
570.1284	14.6880
570.2808	14.8462
