HOLE:	995B
LEG:	164
TOP:	150.876007
BOTTOM:	658.977600
DEPTH_WMSF	CALI
m	in
570.4332	14.6958
570.5856	14.5195
570.7380	14.4336
570.8904	14.3142
571.0428	14.2530
571.1952	14.2441
571.3476	14.2454
571.5000	14.2460
571.6524	14.2455
571.8048	14.5539
571.9572	15.4083
572.1096	15.7961
572.2620	15.0038
572.4144	14.6282
572.5668	14.6216
572.7192	14.6154
572.8716	14.6205
573.0240	14.6220
573.1764	14.9091
573.3288	14.6747
573.4812	14.3437
573.6336	13.9637
573.7860	13.1367
573.9384	13.1236
574.0908	13.2346
574.2432	13.3601
574.3956	13.1343
574.5480	13.0712
574.7004	14.4340
574.8528	16.2735
575.0052	16.7260
575.1576	17.1757
575.3100	16.8668
575.4624	15.1054
575.6148	14.8091
575.7672	14.7688
575.9196	13.9746
576.0720	13.8733
576.2244	13.9390
576.3768	13.9787
576.5292	14.6661
576.6816	15.1487
576.8340	16.0705
576.9864	16.6621
577.1388	16.6827
577.2912	16.6696
577.4436	15.1171
577.5960	14.9483
577.7484	15.3713
577.9008	16.0206
578.0532	16.3150
578.2056	16.4211
578.3580	17.3124
578.5104	16.8906
578.6628	16.7562
578.8152	16.6418
578.9676	16.5671
579.1200	15.8143
579.2724	15.3901
579.4248	15.3248
579.5772	15.9649
579.7296	16.0604
579.8820	15.7089
580.0344	15.2665
580.1868	15.6639
580.3392	14.8185
580.4916	15.4528
580.6440	13.9218
580.7964	13.5093
580.9488	13.7930
581.1012	13.9295
581.2536	14.0513
581.4060	13.0879
581.5584	12.9482
581.7108	12.9432
581.8632	13.4032
582.0156	12.7822
582.1680	12.6560
582.3204	12.6552
582.4728	12.6626
582.6252	12.7108
582.7776	12.7153
582.9300	12.7176
583.0824	12.7163
583.2348	12.7995
583.3872	12.4819
583.5396	12.4466
583.6920	12.4499
583.8444	13.0557
583.9968	13.2369
584.1492	12.6533
584.3016	12.6400
584.4540	12.8545
584.6064	13.0459
584.7588	13.0791
584.9112	13.1005
585.0636	13.0559
585.2160	13.1433
585.3684	13.2955
585.5208	13.2900
585.6732	12.9817
585.8256	13.0460
585.9780	13.3683
586.1304	13.9532
586.2828	14.1052
586.4352	13.9404
586.5876	13.9740
586.7400	13.9836
586.8924	13.8849
587.0448	13.7987
587.1972	13.3343
587.3496	13.2524
587.5020	12.9855
587.6544	12.9793
587.8068	12.9791
587.9592	12.9934
588.1116	13.0535
588.2640	13.0486
588.4164	12.9103
588.5688	12.8931
588.7212	12.8872
588.8736	12.8462
589.0260	12.8221
589.1784	12.8343
589.3308	12.9616
589.4832	13.0005
589.6356	13.0091
589.7880	13.1133
589.9404	13.3178
590.0928	13.1491
590.2452	13.0320
590.3976	12.9598
590.5500	12.9843
590.7024	13.0175
590.8548	13.0166
591.0072	12.8338
591.1596	12.8607
591.3120	12.9156
591.4644	12.8643
591.6168	12.8946
591.7692	13.0110
591.9216	12.9621
592.0740	12.9950
592.2264	13.0440
592.3788	13.0641
592.5312	13.0681
592.6836	13.0556
592.8360	12.9129
592.9884	12.8993
593.1408	12.8774
593.2932	12.7382
593.4456	12.5698
593.5980	12.6414
593.7504	12.7375
593.9028	12.7195
594.0552	12.6707
594.2076	12.7575
594.3600	12.7251
594.5124	12.6702
594.6648	12.7775
594.8172	12.8025
594.9696	12.8526
595.1220	12.9661
595.2744	13.0213
595.4268	13.4437
595.5792	14.6760
595.7316	15.7346
595.8840	15.7468
596.0364	15.4471
596.1888	14.5692
596.3412	13.9726
596.4936	13.5737
596.6460	13.3661
596.7984	12.9304
596.9508	12.7846
597.1032	12.6250
597.2556	12.6790
597.4080	12.8023
597.5604	13.1011
597.7128	13.0585
597.8652	12.7398
598.0176	12.7429
598.1700	12.7582
598.3224	12.7278
598.4748	12.6353
598.6272	12.6385
598.7796	12.6838
598.9320	12.6381
599.0844	12.4408
599.2368	12.6007
599.3892	13.0870
599.5416	13.4548
599.6940	13.4008
599.8464	13.5032
599.9988	13.5814
600.1512	13.4452
600.3036	13.0761
600.4560	12.7831
600.6084	12.7827
600.7608	12.7695
600.9132	12.7786
601.0656	12.9239
601.2180	13.1665
601.3704	13.1972
601.5228	13.0563
601.6752	13.1471
601.8276	13.5060
601.9800	14.0509
602.1324	14.3761
602.2848	14.4092
602.4372	14.3891
602.5896	14.0956
602.7420	13.7040
602.8944	13.4878
603.0468	13.5578
603.1992	14.2443
603.3516	14.7261
603.5040	14.7343
603.6564	14.0701
603.8088	13.0409
603.9612	12.7299
604.1136	12.7901
604.2660	13.0274
604.4184	13.1933
604.5708	13.1666
604.7232	13.1333
604.8756	13.2789
605.0280	13.4550
605.1804	13.6238
605.3328	14.8206
605.4852	15.9878
605.6376	16.0024
605.7900	15.8562
605.9424	16.2413
606.0948	16.5361
606.2472	16.8839
606.3996	17.2726
606.5520	15.6402
606.7044	13.8505
606.8568	13.3343
607.0092	14.4380
607.1616	16.5940
607.3140	17.5382
607.4664	17.1810
607.6188	14.7418
607.7712	13.0058
607.9236	12.9343
608.0760	14.2661
608.2284	16.2930
608.3808	16.6228
608.5332	15.7166
608.6856	14.8494
608.8380	14.1302
608.9904	15.2972
609.1428	16.4825
609.2952	17.0060
609.4476	17.7110
609.6000	18.1637
609.7524	15.9916
609.9048	13.6639
610.0572	13.0863
610.2096	13.0854
610.3620	13.8404
610.5144	16.0627
610.6668	16.7509
610.8192	16.4391
610.9716	14.9024
611.1240	14.9806
611.2764	15.4614
611.4288	15.4886
611.5812	15.4045
611.7336	14.3436
611.8860	13.6762
612.0384	13.5873
612.1908	13.5295
612.3432	13.9005
612.4956	14.2236
612.6480	14.1849
612.8004	13.5898
612.9528	13.3949
613.1052	13.3928
613.2576	13.2864
613.4100	13.2490
613.5624	13.3770
613.7148	13.4693
613.8672	13.8058
614.0196	14.1759
614.1720	14.5713
614.3244	14.6253
614.4768	14.3613
614.6292	14.1678
614.7816	13.6318
614.9340	13.4839
615.0864	13.4890
615.2388	13.4925
615.3912	13.4902
615.5436	13.5989
615.6960	13.6020
615.8484	13.4038
616.0008	13.2288
616.1532	13.1944
616.3056	13.1845
616.4580	13.2362
616.6104	13.0162
616.7628	13.4435
616.9152	14.0323
617.0676	14.3355
617.2200	14.3844
617.3724	14.4029
617.5248	13.5722
617.6772	13.3103
617.8296	13.2923
617.9820	13.2956
618.1344	13.2267
618.2868	13.1973
618.4392	13.1736
618.5916	13.1560
618.7440	13.3901
618.8964	13.3963
619.0488	13.3792
619.2012	13.3175
619.3536	13.2306
619.5060	13.2263
619.6584	13.1821
619.8108	13.1388
619.9632	13.0795
620.1156	13.0573
620.2680	13.0494
620.4204	13.1326
620.5728	13.1546
620.7252	13.1589
620.8776	13.3731
621.0300	13.4040
621.1824	13.4093
621.3348	13.3271
621.4872	12.9316
621.6396	12.8238
621.7920	12.7480
621.9444	12.9239
622.0968	13.0649
622.2492	12.9887
622.4016	12.9149
622.5540	13.0345
622.7064	13.1117
622.8588	13.2159
623.0112	13.4112
623.1636	15.4732
623.3160	16.4862
623.4684	16.2749
623.6208	15.2892
623.7732	15.6000
623.9256	15.4919
624.0780	15.4890
624.2304	15.4673
624.3828	16.5435
624.5352	16.8873
624.6876	18.0060
624.8400	18.3159
624.9924	18.3195
625.1448	18.2282
625.2972	18.3781
625.4496	18.3691
625.6020	15.9475
625.7544	12.1259
625.9068	12.1274
626.0592	13.0033
626.2116	14.4412
626.3640	14.6225
626.5164	14.6887
626.6688	14.4033
626.8212	13.8525
626.9736	13.8312
627.1260	13.8819
627.2784	14.3674
627.4308	13.6717
627.5832	13.6681
627.7356	13.6676
627.8880	14.6136
628.0404	14.0565
628.1928	13.7282
628.3452	13.9687
628.4976	13.5642
628.6500	13.5796
628.8024	13.6535
628.9548	13.8462
629.1072	14.4692
629.2596	14.4776
629.4120	14.2256
629.5644	13.7306
629.7168	13.7508
629.8692	13.4478
630.0216	13.5079
630.1740	14.4010
630.3264	16.1638
630.4788	15.5068
630.6312	14.4505
630.7836	14.4368
630.9360	14.4390
631.0884	13.6994
631.2408	13.4325
631.3932	13.4541
631.5456	13.4676
631.6980	12.9620
631.8504	13.2954
632.0028	13.2988
632.1552	13.2539
632.3076	13.6552
632.4600	13.9344
632.6124	16.2611
632.7648	17.7048
632.9172	17.6970
633.0696	15.6882
633.2220	14.1332
633.3744	14.1375
633.5268	14.1208
633.6792	13.9979
633.8316	14.0598
633.9840	12.9689
634.1364	12.9963
634.2888	13.0279
634.4412	14.6152
634.5936	15.0384
634.7460	14.6427
634.8984	15.6927
635.0508	17.6000
635.2032	17.6459
635.3556	17.6731
635.5080	13.6606
635.6604	13.3478
635.8128	13.3398
635.9652	13.3434
636.1176	13.0291
636.2700	12.8897
636.4224	12.8981
636.5748	13.6439
636.7272	12.9150
636.8796	12.7155
637.0320	13.0400
637.1844	13.2997
637.3368	13.2961
637.4892	12.8671
637.6416	13.4895
637.7940	15.7771
637.9464	16.0968
638.0988	17.7231
638.2512	17.3185
638.4036	16.3598
638.5560	17.3819
638.7084	17.6068
638.8608	16.3619
639.0132	16.1926
639.1656	16.0920
639.3180	16.2954
639.4704	14.5700
639.6228	14.1555
639.7752	14.1535
639.9276	13.5221
640.0800	14.0901
640.2324	14.4308
640.3848	14.4953
640.5372	15.0153
640.6896	14.8946
640.8420	14.7024
640.9944	14.7009
641.1468	16.4208
641.2992	15.7602
641.4516	16.1672
641.6040	16.1337
641.7564	15.8436
641.9088	17.3936
642.0612	17.3134
642.2136	17.3025
642.3660	15.2063
642.5184	14.1574
642.6708	14.3943
642.8232	14.5878
642.9756	15.2183
643.1280	14.5429
643.2804	15.2456
643.4328	16.0442
643.5852	16.4950
643.7376	14.6007
643.8900	14.5918
644.0424	14.5848
644.1948	15.2947
644.3472	15.4652
644.4996	16.0629
644.6520	16.6412
644.8044	18.4068
644.9568	18.4335
645.1092	18.4396
645.2616	17.5400
645.4140	14.1939
645.5664	13.4113
645.7188	13.3065
645.8712	12.7941
646.0236	13.3198
646.1760	13.8416
646.3284	13.9108
646.4808	13.9834
646.6332	14.3510
646.7856	14.4879
646.9380	14.3717
647.0904	13.8440
647.2428	13.8900
647.3952	13.9493
647.5476	13.8878
647.7000	13.9593
647.8524	13.9056
648.0048	13.8158
648.1572	13.8275
648.3096	13.9006
648.4620	14.5653
648.6144	14.2618
648.7668	14.1837
648.9192	14.1839
649.0716	14.2359
649.2240	14.9652
649.3764	15.1747
649.5288	15.0352
649.6812	13.8158
649.8336	13.5739
649.9860	13.4116
650.1384	13.1403
650.2908	12.6426
650.4432	12.4714
650.5956	12.8935
650.7480	14.5385
650.9004	15.2071
651.0528	15.6289
651.2052	15.7973
651.3576	16.2113
651.5100	14.9838
651.6624	15.3139
651.8148	15.3458
651.9672	16.7090
652.1196	17.3199
652.2720	17.2950
652.4244	17.9779
652.5768	17.0021
652.7292	17.4261
652.8816	17.4323
653.0340	17.1076
653.1864	16.4815
653.3388	17.1960
653.4912	17.2911
653.6436	15.5735
653.7960	13.7742
653.9484	14.0259
654.1008	14.3479
654.2532	17.3022
654.4056	18.0651
654.5580	17.9266
654.7104	15.0801
654.8628	15.6864
655.0152	15.9749
655.1676	15.5371
655.3200	16.1794
655.4724	16.1444
655.6248	15.8046
655.7772	17.2478
655.9296	17.3080
656.0820	17.8457
656.2344	18.4395
656.3868	18.4355
656.5392	18.3557
656.6916	16.1417
656.8440	15.8305
656.9964	15.9784
657.1488	15.3587
657.3012	15.9976
657.4536	16.5807
657.6060	16.9793
657.7584	18.3011
657.9108	15.5982
658.0632	16.4409
658.2156	17.9187
658.3680	18.3361
658.5204	15.8012
658.6728	15.4169
658.8252	-999.2500
658.9776	-999.2500
