TABLE_S1_KZK867	925.5
TABLE_S2_ERIS89	1320.5
TABLE_S3_3NIMU5	1555.5
TABLE_S4_4XF4BE	1725.5
TABLE_S5_WVC65Q	1925.5
TABLE_S6_BQQWYW	1977.5
TABLE_S7_4DNM5V	1110.5
TABLE_S8_V9IEVD	905
TABLE_S9_J0BZ4M	912
TABLE_S10_D1IQ8N	925	
TABLE_S11_Z0S52K	221.25
TABLE_S12_X8P4Y3	253.75
TABLE_S13_42778W	280
TABLE_S14_DXWGHA	311.5
TABLE_S15_ACU9AK	348.75
TABLE_S16_DAL6FO	376
TABLE_S17_RDWGHU	405.25
TABLE_S18_KLXRT5	435
TABLE_S19_O73KNK	463.5
